candidate_id,candidate_name,congbio_id,congbio_name,congbio_birthyear,congbio_deathyear,congbio_url
DE0041,"Dana, Eleazer",NA,NA,NA,NA,NA
DE0047,"Durkee, Elijah",NA,NA,NA,NA,NA
DE0048,"Douglas, Ebenezer",NA,NA,NA,NA,NA
DE0072,"Decker, Ephraim",NA,NA,NA,NA,NA
DE0075,"Doty, Ezra",NA,NA,NA,NA,NA
DE0080,"Doughty, Enoch",NA,NA,NA,NA,NA
DE0083,"Duncan, Edwin S.",NA,NA,NA,NA,NA
DE0088,"DuPont, Edward J.",NA,NA,NA,NA,NA
DE0091,"Deeyun, Elijah",NA,NA,NA,NA,NA
DF0005,"Digges, Francis",NA,NA,NA,NA,NA
DF0010,"Davis, Francis",NA,NA,NA,NA,NA
DF0014,"Davenport, Franklin",D000069,"Davenport, Franklin",1755,1832,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000069
DF0019,"Dana, Francis",NA,NA,NA,NA,NA
DG0001,"Dent, George",NA,NA,NA,NA,NA
DG0004,"Dent, George",D000254,"Dent, George",1756,1813,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000254
DG0008,"Duvall, Gabriel",D000578,"Duvall, Gabriel",1752,1844,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000578
DG0026,"Dooremus, George",NA,NA,NA,NA,NA
DG0032,"Davis, George R.",NA,NA,NA,NA,NA
DG0040,"Dawson, George",NA,NA,NA,NA,NA
DG0052,"Denison, George",D000238,"Denison, George",1790,1831,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000238
DG0054,"Deal, George",NA,NA,NA,NA,NA
DG0058,"Deake, George W.",NA,NA,NA,NA,NA
DG0060,"Davies, George",NA,NA,NA,NA,NA
DG0065,"Dixon, G. O.",NA,NA,NA,NA,NA
DG0069,"Denison, George W.",NA,NA,NA,NA,NA
DH0008,"Dwight, Henry W.",D000579,"Dwight, Henry Williams",1788,1845,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000579
DH0014,"Derby, Haskell",NA,NA,NA,NA,NA
DH0016,"Davin, Henry",NA,NA,NA,NA,NA
DH0018,"Devereux, Humphrey",NA,NA,NA,NA,NA
DH0024,"Dyson, Henry",NA,NA,NA,NA,NA
DH0026,"Dearborn, Henry",D000178,"Dearborn, Henry",1751,1829,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000178
DH0030,"Doolitle, Hachaliah",NA,NA,NA,NA,NA
DH0035,"Dobbin, Hugh W.",NA,NA,NA,NA,NA
DH0041,"DePew, Henry",NA,NA,NA,NA,NA
DH0042,"Dumond, Henry",NA,NA,NA,NA,NA
DH0063,"Douglass, H. L.",NA,NA,NA,NA,NA
DH0087,"Dwight, Henry",NA,NA,NA,NA,NA
DI0012,"Danforth, Isaac",NA,NA,NA,NA,NA
DI0026,"Dana, Israel P.",NA,NA,NA,NA,NA
DI0059,"Darlington, Isaac",D000057,"Darlington, Isaac",1781,1839,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000057
DJ0004,"Dole, James",NA,NA,NA,NA,NA
DJ0006,NA,D000073,"Davenport, James",1758,1797,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000073
DJ0008,"Dana, Judah",NA,NA,NA,NA,NA
DJ0009,"Davenport, John",NA,NA,NA,NA,NA
DJ0014,NA,D000295,"De Wolf, James",1764,1837,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000295
DJ0019,"DeWolf, John, Jr.",NA,NA,NA,NA,NA
DJ0022,NA,D000075,"Davenport, John",1752,1830,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000075
DJ0027,"Dinsmore, James",NA,NA,NA,NA,NA
DJ0029,"Dudley, James",NA,NA,NA,NA,NA
DJ0039,"Dickinson, John",NA,NA,NA,NA,NA
DJ0042,"Dickerson, James",NA,NA,NA,NA,NA
DJ0043,"Dole, John",NA,NA,NA,NA,NA
DJ0047,"Dooley, John M.",NA,NA,NA,NA,NA
DJ0058,"Dolittle, Joel",NA,NA,NA,NA,NA
DJ0062,"Drury, John",NA,NA,NA,NA,NA
DJ0079,"Desha, Joseph",D000271,"Desha, Joseph",1768,1842,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000271
DJ0080,"Daveiss, Joseph Hamilton",NA,NA,NA,NA,NA
DJ0115,NA,D000273,"Destrehan, Jean Noel",1754,1823,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000273
DJ0119,"Done, John",NA,NA,NA,NA,NA
DJ0122,"Dennis, John",D000243,"Dennis, John",1771,1806,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000243
DJ0123,"Dimmick, Joseph",NA,NA,NA,NA,NA
DJ0149,"Delaplane, Joshua",NA,NA,NA,NA,NA
DJ0151,"Danford, Joshua",NA,NA,NA,NA,NA
DJ0153,"Davis, Josiah",NA,NA,NA,NA,NA
DJ0163,"Dance, Joseph",NA,NA,NA,NA,NA
DJ0164,"Davis, John",NA,NA,NA,NA,NA
DJ0165,"Dana, Joseph",NA,NA,NA,NA,NA
DJ0169,"Day, Jacob",NA,NA,NA,NA,NA
DJ0171,"Drew, Josiah",NA,NA,NA,NA,NA
DJ0173,"Dunbar, Jesse",NA,NA,NA,NA,NA
DJ0174,"Dane, Joseph",D000026,"Dane, Joseph",1778,1858,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000026
DJ0175,"Dunbar, John",NA,NA,NA,NA,NA
DJ0176,"Dillingham, John",NA,NA,NA,NA,NA
DJ0177,"Deane, Josiah",D000173,"Dean, Josiah",1748,1818,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000173
DJ0181,"Davis, John",D000117,"Davis, John",1787,1854,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000117
DJ0189,"De la Montagnie, Jacob",NA,NA,NA,NA,NA
DJ0190,"Davis, Jonathan",NA,NA,NA,NA,NA
DJ0206,"Dennie, Joseph",NA,NA,NA,NA,NA
DJ0209,"Dayton, Jonathan",D000165,"Dayton, Jonathan",1760,1824,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000165
DJ0215,"Doughty, John",NA,NA,NA,NA,NA
DJ0220,"Denton, Joel",NA,NA,NA,NA,NA
DJ0222,"Dorman, Joel",NA,NA,NA,NA,NA
DJ0223,"Davis, John S.",NA,NA,NA,NA,NA
DJ0231,"Dobbin, John",NA,NA,NA,NA,NA
DJ0232,"Doe, John",NA,NA,NA,NA,NA
DJ0233,"Doty, John",NA,NA,NA,NA,NA
DJ0261,"Dodd, Joel",NA,NA,NA,NA,NA
DJ0263,"Dow, John",NA,NA,NA,NA,NA
DJ0269,"Dubois, Jeremiah",NA,NA,NA,NA,NA
DJ0272,"Didler, Jere",NA,NA,NA,NA,NA
DJ0280,"Dorman, Jared",NA,NA,NA,NA,NA
DJ0281,"De Graaf, Jesse J.",NA,NA,NA,NA,NA
DJ0308,"Depuy, Jacobus",NA,NA,NA,NA,NA
DJ0311,"Dill, John",NA,NA,NA,NA,NA
DJ0314,"Dorr, Jonathan",NA,NA,NA,NA,NA
DJ0321,"Duer, John",NA,NA,NA,NA,NA
DJ0323,"Ditmus, John D.",NA,NA,NA,NA,NA
DJ0326,"Dickinson, John D.",D000322,"Dickinson, John Dean",1767,1841,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000322
DJ0329,"Drake, John",D000485,"Drake, John Reuben",1782,1857,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000485
DJ0332,"DeWitt, Jacob H.",D000287,"De Witt, Jacob Hasbrouck",1784,1857,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000287
DJ0345,"Dwinell, Justin",D000584,"Dwinell, Justin",1785,1850,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000584
DJ0351,"Dickson, Joseph",D000331,"Dickson, Joseph",1745,1825,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000331
DJ0364,"Daves, John P.",NA,NA,NA,NA,NA
DJ0365,"Dickson, James",NA,NA,NA,NA,NA
DJ0366,"Dawson, Jesse A.",NA,NA,NA,NA,NA
DJ0380,"Dowse, Joel",NA,NA,NA,NA,NA
DJ0381,"Daniels, John, Jr.",NA,NA,NA,NA,NA
DJ0385,"Day, Jacob",NA,NA,NA,NA,NA
DJ0403,"Donald, Joshua O.",NA,NA,NA,NA,NA
DJ0409,"Duncan, James",D000531,"Duncan, James",1756,1844,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000531
DJ0413,"Doe, John",NA,NA,NA,NA,NA
DJ0431,"Dikeman, John",NA,NA,NA,NA,NA
DJ0443,"Drew, Joshua",NA,NA,NA,NA,NA
DJ0445,"Delano, Jabez",NA,NA,NA,NA,NA
DJ0446,"Duncan, Jason",NA,NA,NA,NA,NA
DJ0448,"Dana, John W.",NA,NA,NA,NA,NA
DJ0450,"Dyer, John",NA,NA,NA,NA,NA
DJ0452,"Dana, Josiah",NA,NA,NA,NA,NA
DJ0464,"Duncan, Jason, Jr.",NA,NA,NA,NA,NA
DJ0466,"Dayly, Joshua",NA,NA,NA,NA,NA
DJ0467,"Dearborn, Josiah",NA,NA,NA,NA,NA
DJ0475,"Dickinson, John",NA,NA,NA,NA,NA
DJ0502,"Dorsey, John S.",NA,NA,NA,NA,NA
DJ0503,"Doty, John",NA,NA,NA,NA,NA
DJ0512,"Dunlap, James",NA,NA,NA,NA,NA
DJ0534,"Dolloff, John",NA,NA,NA,NA,NA
DJ0538,"Durfree, Job",D000568,"Durfee, Job",1790,1847,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000568
DJ0542,"Durrel, John",NA,NA,NA,NA,NA
DJ0551,"Doe, Joseph",NA,NA,NA,NA,NA
DJ0559,"Durken, John",NA,NA,NA,NA,NA
DJ0567,"Davenport, John",NA,NA,NA,NA,NA
DJ0569,"Dame, John",NA,NA,NA,NA,NA
DJ0574,"Duncan, John",NA,NA,NA,NA,NA
DJ0577,"Duval, J. P.",NA,NA,NA,NA,NA
DJ0582,"Dawson, John",D000151,"Dawson, John",1762,1814,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000151
DJ0584,"Daingerfield, John",NA,NA,NA,NA,NA
DJ0648,"Dodd, James",NA,NA,NA,NA,NA
DL0009,"Dennis, Littleton, Sr.",NA,NA,NA,NA,NA
DL0011,"Devol, Lucas",NA,NA,NA,NA,NA
DL0012,"Dennis, Littleton",NA,NA,NA,NA,NA
DL0024,"Dixon, Luther",NA,NA,NA,NA,NA
DM0010,"Dunn, Moses",NA,NA,NA,NA,NA
DM0020,"Davis, Matthew L.",NA,NA,NA,NA,NA
DM0027,"Davis, Moses",NA,NA,NA,NA,NA
DM0029,"Dow, Moses",NA,NA,NA,NA,NA
DM0030,"Dickinson, Mahlon",D000308,"Dickerson, Mahlon",1770,1853,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000308
DM0044,"Davis, Moses",NA,NA,NA,NA,NA
DM0058,"Dana, Moses",NA,NA,NA,NA,NA
DN0011,"Dane, Nathan",NA,NA,NA,NA,NA
DN0019,"Dummer, Nathaniel",NA,NA,NA,NA,NA
DN0036,"Dole, Nathaniel",NA,NA,NA,NA,NA
DN0037,"Davis, Nathaniel M.",NA,NA,NA,NA,NA
DN0041,"Dustin, Ninian A.",NA,NA,NA,NA,NA
DN0049,"Dauchy, Nathan",NA,NA,NA,NA,NA
DN0055,"Dowry, Noel",NA,NA,NA,NA,NA
DO0010,"Dribble, Orville B.",NA,NA,NA,NA,NA
DP0005,"Dennis, Patrick",NA,NA,NA,NA,NA
DP0009,"Dillingham, Pitt",NA,NA,NA,NA,NA
DP0015,"DeAugelis, Pascal C.J.",NA,NA,NA,NA,NA
DP0018,"Dickinson, Philemon",D000324,"Dickinson, Philemon",1739,1809,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000324
DP0022,"Dover, P. H.",NA,NA,NA,NA,NA
DP0026,"DeNoyelles, Peter",D000252,"Denoyelles, Peter",1766,1829,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000252
DP0029,"Dezeng, Philip M.",NA,NA,NA,NA,NA
DP0050,"Doddridge, Philip",NA,NA,NA,NA,NA
DP0053,"Dickenson, Philemon",NA,NA,NA,NA,NA
DP0059,"Demas, Peter",NA,NA,NA,NA,NA
DP0060,"Decker, Peter R.",NA,NA,NA,NA,NA
DP0065,"Denny, Peter",NA,NA,NA,NA,NA
DP0071,"Dean, Paul",NA,NA,NA,NA,NA
DR0001,"Dale, Richard C.",NA,NA,NA,NA,NA
DR0004,"Davidge, Rezin",NA,NA,NA,NA,NA
DR0005,"Douglass, Robert",NA,NA,NA,NA,NA
DR0007,"Dunlap, Robert P.",NA,NA,NA,NA,NA
DR0025,"Dame, Richard",NA,NA,NA,NA,NA
DR0026,"D'Contillon, Richard",NA,NA,NA,NA,NA
DR0028,"Devens, Richard",NA,NA,NA,NA,NA
DR0029,"Dodge, Richard",NA,NA,NA,NA,NA
DR0031,"Devendorf, Rudolph",NA,NA,NA,NA,NA
DR0034,"Dyer, Robert",NA,NA,NA,NA,NA
DR0035,"Dickinson, Rodolphus",NA,NA,NA,NA,NA
DR0036,"Day, Rowland",D000159,"Day, Rowland",1779,1853,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000159
DR0039,"Douglas, Richard",NA,NA,NA,NA,NA
DR0049,"Davis, Roger",D000133,"Davis, Roger",1762,1815,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000133
DR0051,"Decker, Richard",NA,NA,NA,NA,NA
DR0052,"Dodge, Reuben",NA,NA,NA,NA,NA
DR0073,"Dewey, Rodolphus",NA,NA,NA,NA,NA
DR0080,"Downman, Rawleigh W.",NA,NA,NA,NA,NA
DR0089,"Dana, Richard",NA,NA,NA,NA,NA
DS0001,"Dinsmoor, Silas",NA,NA,NA,NA,NA
DS0003,"Dana, Samuel W.",D000024,"Dana, Samuel Whittlesey",1760,1830,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000024
DS0018,"Davis, Samuel",D000134,"Davis, Samuel",1774,1831,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000134
DS0029,"Dutton, Samuel",NA,NA,NA,NA,NA
DS0030,"Deane, Samuel",NA,NA,NA,NA,NA
DS0031,"Danber, Simeon",NA,NA,NA,NA,NA
DS0033,"Day, Samuel",NA,NA,NA,NA,NA
DS0034,"Dance, Samuel",NA,NA,NA,NA,NA
DS0039,"Dunham, Shubael",NA,NA,NA,NA,NA
DS0053,"Dexter, Samuel",D000296,"Dexter, Samuel",1761,1816,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000296
DS0058,"Dana, Samuel",D000023,"Dana, Samuel",1767,1835,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000023
DS0076,"Dyer, Samuel",NA,NA,NA,NA,NA
DS0084,"Duncan, Samuel",NA,NA,NA,NA,NA
DS0099,"Dinsmore, Samuel",D000357,"Dinsmoor, Samuel",1766,1835,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000357
DS0108,"Dick, Samuel",NA,NA,NA,NA,NA
DS0109,"Dickerson, Silas",NA,NA,NA,NA,NA
DS0127,"Dill, Samuel",NA,NA,NA,NA,NA
DS0131,"Dickens, Samuel",D000306,"Dickens, Samuel",NA,1840,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000306
DS0152,"Douglas, Samuel",NA,NA,NA,NA,NA
DS0161,"Davis, Stephen",NA,NA,NA,NA,NA
DT0000,"Dwight, Theodore",D000582,"Dwight, Theodore",1764,1846,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000582
DT0007,"Day, Thomas",NA,NA,NA,NA,NA
DT0013,"Dickerson, Thomas",NA,NA,NA,NA,NA
DT0014,"Davis, Thomas",NA,NA,NA,NA,NA
DT0015,"Dawes, Thomas",NA,NA,NA,NA,NA
DT0018,"Duff, Thomas",NA,NA,NA,NA,NA
DT0019,"Dexter, Timothy",NA,NA,NA,NA,NA
DT0022,"Dalton, Tristram",D000013,"Dalton, Tristram",1738,1817,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000013
DT0023,"Dunham, Thomas",NA,NA,NA,NA,NA
DT0029,"Dawes, Thomas",NA,NA,NA,NA,NA
DT0030,"Davis, Thomas Terry",D000138,"Davis, Thomas Terry",NA,1807,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000138
DT0042,"Denis, Thomas",NA,NA,NA,NA,NA
DT0070,"Divine, Thomas",NA,NA,NA,NA,NA
DT0078,"Dwight, Thomas",D000583,"Dwight, Thomas",1758,1819,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000583
DT0081,"Dalton, Tristram",NA,NA,NA,NA,NA
DT0082,"Dakin, Timothy",NA,NA,NA,NA,NA
DT0094,"Davis, Thomas",NA,NA,NA,NA,NA
DT0096,"Davis, Thomas",NA,NA,NA,NA,NA
DT0098,"Dick, Thomas B.",NA,NA,NA,NA,NA
DT0111,"Downing, Thomas",NA,NA,NA,NA,NA
DT0114,"Davenport, Thomas",NA,NA,NA,NA,NA
DT0126,"Drew, Thomas",NA,NA,NA,NA,NA
DT0144,NA,D000079,"Davenport, Thomas",NA,1838,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000079
DU0001,"Doolittle, Uri",NA,NA,NA,NA,NA
DW0015,"Dunlap, William",NA,NA,NA,NA,NA
DW0020,"De Les Dernier, William",NA,NA,NA,NA,NA
DW0027,"Duval, William P.",D000577,"Duval, William Pope",1784,1854,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000577
DW0030,"Dorsey, William",NA,NA,NA,NA,NA
DW0036,NA,D000490,"Drayton, William",1776,1846,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000490
DW0062,"Davis, Wendall",NA,NA,NA,NA,NA
DW0066,"Donham, W.",NA,NA,NA,NA,NA
DW0071,"Davis, William",NA,NA,NA,NA,NA
DW0073,"Davis, William",NA,NA,NA,NA,NA
DW0080,"Denning, William",D000240,"Denning, William",1740,1819,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000240
DW0086,"Durfee, William",NA,NA,NA,NA,NA
DW0088,"Dowse, William",NA,NA,NA,NA,NA
DW0091,"Dietz, William",D000342,"Dietz, William",1778,1848,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000342
DW0104,"Dodge, William L.",NA,NA,NA,NA,NA
DW0108,"Dawson, William J.",D000157,"Dawson, William Johnson",NA,1798,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000157
DW0110,"Davie, William R.",NA,NA,NA,NA,NA
DW0114,"Duncan, William",NA,NA,NA,NA,NA
DW0128,"Davidson, William L.",D000087,"Davidson, William",1778,1857,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000087
DW0154,"Darlington, William",D000059,"Darlington, William",1782,1863,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000059
DW0162,"Duane, William J.",NA,NA,NA,NA,NA
DW0184,"Dickson, William",D000333,"Dickson, William",1770,1816,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000333
DW0187,"Deese, William",NA,NA,NA,NA,NA
DZ0004,"Douglass, Zebulon",NA,NA,NA,NA,NA
DZ0006,"Dennison, Ziba",NA,NA,NA,NA,NA
EA0012,"Edwards, Azariah",NA,NA,NA,NA,NA
EA0015,"Everett, Alexander H.",NA,NA,NA,NA,NA
EA0024,"Eggleston, Azariah",NA,NA,NA,NA,NA
EA0041,"Ellmaker, Amos",NA,NA,NA,NA,NA
EA0048,"Elmer, Andrew",NA,NA,NA,NA,NA
EA0049,"Erwin, Andrew",NA,NA,NA,NA,NA
EA0052,"Elholm, A.C.G.",NA,NA,NA,NA,NA
EA0055,"Emmons, Asa",NA,NA,NA,NA,NA
EA0062,"Eaton, Asa",NA,NA,NA,NA,NA
EB0002,"Edwards, Benjamin",E000060,"Edwards, Benjamin",1753,1829,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000060
EB0013,"Ellicott, Benjamin",E000118,"Ellicott, Benjamin",1765,1827,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000118
EB0022,"Emmons, Benjamin",NA,NA,NA,NA,NA
EB0023,"Estill, Benjamin",E000223,"Estil, Benjamin",1780,1853,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000223
EB0028,"Edmonds, B.",NA,NA,NA,NA,NA
EC0000,"Eells, Cushing",NA,NA,NA,NA,NA
EC0005,"Ellis, Caleb",E000130,"Ellis, Caleb",1767,1816,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000130
EC0010,"Eldred, Caleb",NA,NA,NA,NA,NA
EC0012,"Ewing, Charles",NA,NA,NA,NA,NA
EC0013,"Emerson, Charles O.",NA,NA,NA,NA,NA
EC0014,"Elmendorf, Conrad Edward",NA,NA,NA,NA,NA
EC0027,"Evans, Cadwalder",NA,NA,NA,NA,NA
EC0030,"Emery, Charles",NA,NA,NA,NA,NA
EC0032,"Eastman, Charles",NA,NA,NA,NA,NA
EC0037,"Eaton, Cyrus",NA,NA,NA,NA,NA
EC0044,NA,E000114,"Ellery, Christopher",1768,1840,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000114
ED0012,"Evans, David E.",NA,NA,NA,NA,NA
ED0013,"Elmer, Daniel",NA,NA,NA,NA,NA
ED0014,"Eason, David",NA,NA,NA,NA,NA
ED0015,"Erwin, David",NA,NA,NA,NA,NA
ED0016,"Everett, David",NA,NA,NA,NA,NA
ED0029,NA,E000238,"Evans, David Reid",1769,1843,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000238
ED0031,"Edmunds, David",NA,NA,NA,NA,NA
ED0033,"Evans, Daniel E.",NA,NA,NA,NA,NA
ED0039,"Everett, David",NA,NA,NA,NA,NA
ED0040,"Evans, Daniel",NA,NA,NA,NA,NA
EE0014,"Evans, Edward",NA,NA,NA,NA,NA
EE0016,"Elmer, Ebenezer",E000154,"Elmer, Ebenezer",1752,1843,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000154
EE0018,"Everett, Edward",E000264,"Everett, Edward",1794,1865,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000264
EE0021,"Ely, Edward",NA,NA,NA,NA,NA
EE0022,"Edwards, Elecom",NA,NA,NA,NA,NA
EE0023,"Edmonds, Eliphalet",NA,NA,NA,NA,NA
EE0031,"Edwards, Edward",NA,NA,NA,NA,NA
EE0033,"Englesby, E. T.",NA,NA,NA,NA,NA
EE0042,"Earle, Elias",E000007,"Earle, Elias",1762,1823,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000007
EE0045,"Edwards, Ebenezer",NA,NA,NA,NA,NA
EE0047,"Evans, Estwick",NA,NA,NA,NA,NA
EE0048,"Eastman, Ebenezer",NA,NA,NA,NA,NA
EE0051,"Edmonds, Elias",NA,NA,NA,NA,NA
EG0009,"Ege, George",E000089,"Ege, George",1748,1829,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000089
EG0010,"Eaker, George",NA,NA,NA,NA,NA
EG0026,"Edwards, Griffin",NA,NA,NA,NA,NA
EH0001,"Edwards, Henry W.",E000070,"Edwards, Henry Waggaman",1779,1847,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000070
EH0018,"Ellis, Horace",NA,NA,NA,NA,NA
EH0020,"Eckford, Henry",NA,NA,NA,NA,NA
EH0027,"Edwards, Henry",NA,NA,NA,NA,NA
EH0029,"Everett, Horace",NA,NA,NA,NA,NA
EH0032,"Ellsworth, Henry L.",NA,NA,NA,NA,NA
EI0000,"Evans, Israel",NA,NA,NA,NA,NA
EI0001,"Ely, Isaac",NA,NA,NA,NA,NA
EJ0007,"Edwards, Jonathan W.",NA,NA,NA,NA,NA
EJ0009,"Eaton, Joseph",NA,NA,NA,NA,NA
EJ0015,"Elliot, James",NA,NA,NA,NA,NA
EJ0016,NA,E000124,"Elliott, John",1773,1827,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000124
EJ0027,NA,E000075,"Edwards, John",1748,1837,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000075
EJ0028,"Ellicott, Joseph",NA,NA,NA,NA,NA
EJ0036,"Eaker, Jabez",NA,NA,NA,NA,NA
EJ0059,"Eccleston, John B.",NA,NA,NA,NA,NA
EJ0093,"Eldbridge, Jeremiah",NA,NA,NA,NA,NA
EJ0094,"Elmer, Jonathan",E000155,"Elmer, Jonathan",1745,1817,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000155
EJ0095,"Ely, Justin",NA,NA,NA,NA,NA
EJ0102,"Endicott, John",NA,NA,NA,NA,NA
EJ0107,"Ellis, John",NA,NA,NA,NA,NA
EJ0111,"Eaker, Jacob",NA,NA,NA,NA,NA
EJ0115,"Ely, John",NA,NA,NA,NA,NA
EJ0125,"Emott, James",E000176,"Emott, James",1771,1850,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000176
EJ0126,"Eldridge, James B.",NA,NA,NA,NA,NA
EJ0127,"Esselstyne, John B.",NA,NA,NA,NA,NA
EJ0135,"Ellis, John",NA,NA,NA,NA,NA
EJ0143,"Edwards, John S.",NA,NA,NA,NA,NA
EJ0166,"Eyerly, Jacob",NA,NA,NA,NA,NA
EJ0169,"Eyegenbroat, Jacob",NA,NA,NA,NA,NA
EJ0174,"Edie, John",NA,NA,NA,NA,NA
EJ0187,"Eichelberger, Jacob",NA,NA,NA,NA,NA
EJ0192,"Engle, Joseph",NA,NA,NA,NA,NA
EJ0199,"Erwin, John",NA,NA,NA,NA,NA
EJ0210,"Eggleston, June",NA,NA,NA,NA,NA
EJ0229,"Ellis, Joseph",NA,NA,NA,NA,NA
EJ0231,"Elliot, Joseph",NA,NA,NA,NA,NA
EJ0266,NA,E000008,"Earle, John Baylis",1766,1836,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000008
EJ0276,NA,E000209,"Ervin, James",1778,1841,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000209
EJ0283,"Eppes, John W.",E000197,"Eppes, John Wayles",1773,1823,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000197
EJ0290,NA,E000024,"Eaton, John Henry",1790,1856,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000024
EJ0292,"Elliot, James",E000122,"Elliot, James",1775,1839,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000122
EJ0301,"Eggleston, Joseph",E000091,"Eggleston, Joseph",1754,1811,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000091
EJ0307,"Eyre, John",NA,NA,NA,NA,NA
EJ0324,"Ela, Joseph",NA,NA,NA,NA,NA
EL0002,"Elmer, Lucious Q.C.",NA,NA,NA,NA,NA
EL0004,"Elmendorf, Lucas",E000153,"Elmendorf, Lucas Conrad",1758,1843,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000153
EL0007,"Ellicott, Lebeus",NA,NA,NA,NA,NA
EL0010,"Egerton, Lebbeus",NA,NA,NA,NA,NA
EL0012,"Everett, Leonard",NA,NA,NA,NA,NA
EL0013,"Eaton, Lewis",E000025,"Eaton, Lewis",1789,1857,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000025
EL0014,"Everts, Luther",NA,NA,NA,NA,NA
EM0015,"Everett, Moses",NA,NA,NA,NA,NA
EM0021,"Eastman, Moses",NA,NA,NA,NA,NA
EN0001,"Emery, Nicholas",NA,NA,NA,NA,NA
EN0002,NA,E000078,"Edwards, Ninian",1775,1833,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000078
EN0013,"Emmons, Nathaniel",NA,NA,NA,NA,NA
EN0018,"Everett, Noble",NA,NA,NA,NA,NA
EN0021,"Eldridge, Nehemiah",E000021,"Eastman, Nehemiah",1782,1856,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000021
EN0024,"Ely, Noah",NA,NA,NA,NA,NA
