candidate_id,candidate_name,congbio_id,congbio_name,congbio_birthyear,congbio_deathyear,congbio_url
HS0138,"Halsey, Silas",H000090,"Halsey, Silas",1743,1832,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000090
HS0142,"Harper, Samuel",NA,NA,NA,NA,NA
HS0156,"Hopkins, Samuel M.",H000780,"Hopkins, Samuel Miles",1772,1837,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000780
HS0157,"Hathaway, Samuel G.",NA,NA,NA,NA,NA
HS0158,"Howell, Silas",NA,NA,NA,NA,NA
HS0160,"Hodges, Samuel",NA,NA,NA,NA,NA
HS0161,"Hoyle, Samuel C.",NA,NA,NA,NA,NA
HS0167,"Huntington, Samuel",NA,NA,NA,NA,NA
HS0176,"Herrick, Samuel",H000542,"Herrick, Samuel",1779,1852,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000542
HS0178,"Howell, Samuel M.",NA,NA,NA,NA,NA
HS0185,"Henderson, Samuel",NA,NA,NA,NA,NA
HS0209,"Harvey, Samuel",NA,NA,NA,NA,NA
HS0223,"Houston, Samuel",NA,NA,NA,NA,NA
HS0227,"Hunter, Samuel",NA,NA,NA,NA,NA
HS0237,"Hathaway, Silas",NA,NA,NA,NA,NA
HS0246,"Hogg, Samuel",H000705,"Hogg, Samuel",1783,1842,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000705
HS0248,"Houston, Samuel",H000827,"Houston, Samuel",1793,1863,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000827
HS0250,"Hitchcock, Samuel",NA,NA,NA,NA,NA
HS0253,"Horn, Stephen",NA,NA,NA,NA,NA
HS0254,"Howard, Samuel",NA,NA,NA,NA,NA
HS0255,"Hodgen, Silas W.",NA,NA,NA,NA,NA
HS0256,"Hall, Sherburne",NA,NA,NA,NA,NA
HS0257,"Hemingway, Slyvanus",NA,NA,NA,NA,NA
HS0258,"Haight, Stephen, Jr.",NA,NA,NA,NA,NA
HS0260,"Hopkins, Samuel",NA,NA,NA,NA,NA
HS0267,"Holt, Sylvester",NA,NA,NA,NA,NA
HS0272,"Harvey, Samuel H.",NA,NA,NA,NA,NA
HS0273,"Hover, Samuel",NA,NA,NA,NA,NA
HS0282,"Howell, Samuel S.",NA,NA,NA,NA,NA
HS0290,"Hanson, Stephen",NA,NA,NA,NA,NA
HS0302,"Hammond, Stafford",NA,NA,NA,NA,NA
HS0309,"Hammond, Samuel",NA,NA,NA,NA,NA
HS0318,"Hughes, Stephen",NA,NA,NA,NA,NA
HT0007,"Haskell, Thomas",NA,NA,NA,NA,NA
HT0009,"Hill, Tommy",NA,NA,NA,NA,NA
HT0022,"Hunt, T.",NA,NA,NA,NA,NA
HT0023,"Harvey, Thomas",NA,NA,NA,NA,NA
HT0030,"Hammond, Thomas",NA,NA,NA,NA,NA
HT0031,"Harrington, Theophilus",NA,NA,NA,NA,NA
HT0050,"Holt, Thomas",NA,NA,NA,NA,NA
HT0058,"Hale, Thomas",NA,NA,NA,NA,NA
HT0064,"Houghtaling, Tennis",NA,NA,NA,NA,NA
HT0065,"Hamilton, Thomas H.",NA,NA,NA,NA,NA
HT0071,"Harris, Thomas",NA,NA,NA,NA,NA
HT0086,"Hazard, Thomas, Jr.",NA,NA,NA,NA,NA
HT0100,"Henderson, Thomas",H000488,"Henderson, Thomas",1743,1824,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000488
HT0103,"Hustier, Thomas",NA,NA,NA,NA,NA
HT0115,"Hendry, Thomas",NA,NA,NA,NA,NA
HT0118,"Hewitt, Thomas",NA,NA,NA,NA,NA
HT0120,"Hubbard, Thomas H.",H000890,"Hubbard, Thomas Hill",1781,1857,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000890
HT0121,"Humphrey, Thomas",NA,NA,NA,NA,NA
HT0135,"Hall, Thomas H.",H000072,"Hall, Thomas H.",1773,1853,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000072
HT0145,"Hisenton, Theophilus",NA,NA,NA,NA,NA
HT0154,"Hartley, Thomas",H000299,"Hartley, Thomas",1748,1800,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000299
HT0158,"Hurtsin, Timothy",NA,NA,NA,NA,NA
HT0161,"Howe, Thomas",NA,NA,NA,NA,NA
HT0188,"Hersey, Thomas",NA,NA,NA,NA,NA
HT0192,"Hale, Thomas",NA,NA,NA,NA,NA
HT0198,"Hall, Thomas",NA,NA,NA,NA,NA
HT0204,"Hazard, Thomas B.",NA,NA,NA,NA,NA
HT0213,"Harris, Thomas K.",H000254,"Harris, Thomas K.",NA,1816,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000254
HT0218,"Hutchinson, Titus",NA,NA,NA,NA,NA
HU0000,"Holmes, Uriel",H000743,"Holmes, Uriel",1764,1827,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000743
HU0003,"Hay, Udney",NA,NA,NA,NA,NA
HU0004,"Hatch, Uriel C.",NA,NA,NA,NA,NA
HU0006,"Hozen, Uriah",NA,NA,NA,NA,NA
HW0006,"Hovey, William",NA,NA,NA,NA,NA
HW0010,"Hawse, W.R.",NA,NA,NA,NA,NA
HW0011,"Hight, William",NA,NA,NA,NA,NA
HW0014,"Hayes, William A.",NA,NA,NA,NA,NA
HW0015,"Hart, William",NA,NA,NA,NA,NA
HW0016,"Harmon, William",NA,NA,NA,NA,NA
HW0039,"Hart, William",NA,NA,NA,NA,NA
HW0048,"Hall, Willard",H000076,"Hall, Willard",1780,1875,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000076
HW0061,"Houston, William",NA,NA,NA,NA,NA
HW0062,"Heyser, William",NA,NA,NA,NA,NA
HW0072,"Hendricks, William",H000494,"Hendricks, William",1782,1850,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000494
HW0079,"Hull, William",NA,NA,NA,NA,NA
HW0084,"Henry, William",NA,NA,NA,NA,NA
HW0087,"Hale, William, Jr.",NA,NA,NA,NA,NA
HW0097,"Hindman, William",H000629,"Hindman, William",1743,1822,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000629
HW0119,"Helm, William",NA,NA,NA,NA,NA
HW0125,"Hoffmaster, William",NA,NA,NA,NA,NA
HW0127,"Humphrey, William",NA,NA,NA,NA,NA
HW0131,"Hollingsworth, William",NA,NA,NA,NA,NA
HW0144,"Hayward, William, Jr.",H000410,"Hayward, William, Jr.",1787,1836,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000410
HW0163,"Hough, William J.",NA,NA,NA,NA,NA
HW0171,"Heath, William",NA,NA,NA,NA,NA
HW0183,"Hammatt, William",NA,NA,NA,NA,NA
HW0187,"Hale, William",H000039,"Hale, William",1765,1848,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000039
HW0189,"Halsey, William",NA,NA,NA,NA,NA
HW0200,"Henry, William",NA,NA,NA,NA,NA
HW0205,"Helms, William",H000464,"Helms, William",NA,1813,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000464
HW0215,"Huntington, William",NA,NA,NA,NA,NA
HW0217,"Harvey, Walter",NA,NA,NA,NA,NA
HW0220,"Henderson, William",NA,NA,NA,NA,NA
HW0221,"Hunter, William",NA,NA,NA,NA,NA
HW0222,"Hess, William R.",NA,NA,NA,NA,NA
HW0223,"Hotchkiss, William",NA,NA,NA,NA,NA
HW0224,"Hecox, Warren",NA,NA,NA,NA,NA
HW0226,"Heaton, William",NA,NA,NA,NA,NA
HW0228,"Harrison, William",NA,NA,NA,NA,NA
HW0230,"Heermance, William V. B.",NA,NA,NA,NA,NA
HW0231,"Hegen, William",NA,NA,NA,NA,NA
HW0233,"Hill, William Henry",H000611,"Hill, William Henry",1767,1809,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000611
HW0234,"Hunt, William G.",NA,NA,NA,NA,NA
HW0244,"Hinton, William S.",NA,NA,NA,NA,NA
HW0250,"Hackett, William H.Y.",NA,NA,NA,NA,NA
HW0253,"Hartshow, William",NA,NA,NA,NA,NA
HW0265,"Ham, William",NA,NA,NA,NA,NA
HW0286,"Harrison, William H.",H000279,"Harrison, William Henry",1773,1841,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000279
HW0305,NA,H000022,"Haile, William",1797,1837,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000022
HW0316,"Hoge, William",H000699,"Hoge, William",1762,1814,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000699
HW0332,"Hungerford, William",NA,NA,NA,NA,NA
HW0333,"Hall, William",NA,NA,NA,NA,NA
HW0335,"Hunter, William",H000990,"Hunter, William",1754,1827,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000990
HW0342,"Hudson, Walter B.",NA,NA,NA,NA,NA
HW0346,"Hewit, Warner",NA,NA,NA,NA,NA
HW0347,"Hadley, William",NA,NA,NA,NA,NA
HW0348,"Harrington, William C.",NA,NA,NA,NA,NA
HW0350,NA,H000226,"Harper, William",1790,1847,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000226
HW0370,"Hunter, William",H000991,"Hunter, William",1774,1849,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000991
HW0374,NA,H000140,"Hampton, Wade",1752,1835,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000140
HW0378,"Hill, William",NA,NA,NA,NA,NA
HW0389,"Hutson, William Maine",NA,NA,NA,NA,NA
HZ0003,"Hitchcock, Zina",NA,NA,NA,NA,NA
HZ0004,"Herrick, Zebulon",NA,NA,NA,NA,NA
IB0001,"Isaacs, Benjamin",NA,NA,NA,NA,NA
IC0003,"Ingersoll, Charles J.",I000015,"Ingersoll, Charles Jared",1782,1862,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000015
IC0004,"Ingalls, Charles F.",NA,NA,NA,NA,NA
ID0002,"Ilsley, Daniel",I000009,"Ilsley, Daniel",1740,1813,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000009
IE0004,"Irish, Ebenezer",NA,NA,NA,NA,NA
IE0008,"Ingalls, Ezra",NA,NA,NA,NA,NA
IE0010,"Ingalls, Edward",NA,NA,NA,NA,NA
IE0011,"Ives, Elisha",NA,NA,NA,NA,NA
IE0012,"Ile, Ernie",NA,NA,NA,NA,NA
II0002,"Ilsley, Isaac",NA,NA,NA,NA,NA
IJ0004,"Irish, James",NA,NA,NA,NA,NA
IJ0013,"Ingersoll, Jonathan",NA,NA,NA,NA,NA
IJ0016,"Isham, Jirah",NA,NA,NA,NA,NA
IJ0017,"Ingle, Jacob",NA,NA,NA,NA,NA
IJ0023,"Irwin, Jared",I000042,"Irwin, Jared",1768,1818,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000042
IJ0030,"Iscariott, Judas",NA,NA,NA,NA,NA
IJ0047,"Ingalls, Joseph A.",NA,NA,NA,NA,NA
IJ0057,"Imlay, James H.",I000011,"Imlay, James Henderson",1764,1823,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000011
IJ0062,"Isacks, Jacob C.",NA,NA,NA,NA,NA
IJ0072,"Israel, John",NA,NA,NA,NA,NA
IJ0076,"Iredell, James",NA,NA,NA,NA,NA
IJ0081,"Iredell, James",NA,NA,NA,NA,NA
IJ0112,NA,I000045,"Isacks, Jacob C.",NA,NA,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000045
IL0001,"Inne, Levi",NA,NA,NA,NA,NA
IL0004,"Isaac, Lane",NA,NA,NA,NA,NA
IL0005,"Ide, Lemuel",NA,NA,NA,NA,NA
IM0000,"Ingley, Moses",NA,NA,NA,NA,NA
IR0000,"Ingersoll, Ralph I.",I000020,"Ingersoll, Ralph Isaacs",1789,1872,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000020
IR0002,"Isley, Robert",NA,NA,NA,NA,NA
IR0010,"Irwin, Robert",NA,NA,NA,NA,NA
IS0001,"Ingham, Samuel D.",I000022,"Ingham, Samuel Delucenna",1779,1860,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000022
IS0002,"Ide, Stephen",NA,NA,NA,NA,NA
IT0000,"Ives, Thomas",NA,NA,NA,NA,NA
IT0001,"Ives, Titus",NA,NA,NA,NA,NA
IT0002,"Insley, Thomas",NA,NA,NA,NA,NA
IW0000,"Imlay, William Eugene",NA,NA,NA,NA,NA
IW0007,"Ireland, William H.",NA,NA,NA,NA,NA
IW0012,"Irvine, William N.",NA,NA,NA,NA,NA
IW0014,"Irving, William",I000038,"Irving, William",1766,1821,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000038
IW0015,"Ingalls, William",NA,NA,NA,NA,NA
IW0016,"Irvine, William",I000035,"Irvine, William",1741,1804,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000035
IW0018,"Irwin, William W.",NA,NA,NA,NA,NA
JA0011,"Johnson, Alfred, Jr.",NA,NA,NA,NA,NA
JA0014,NA,J000005,"Jackson, Andrew",1767,1845,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000005
JA0015,"Johnson, Alexander B.",NA,NA,NA,NA,NA
JA0018,"Jarrett, Abraham",NA,NA,NA,NA,NA
JA0024,"Jackson, Andrew",NA,NA,NA,NA,NA
JA0033,"Jackson, Andrew",NA,NA,NA,NA,NA
JA0048,"Jackson, Andrew",NA,NA,NA,NA,NA
JA0055,"Judson, Andrew T.",NA,NA,NA,NA,NA
JB0015,"Johnson, Benjamin",NA,NA,NA,NA,NA
JC0014,"Jarvis, Charles",NA,NA,NA,NA,NA
JC0015,"Jarvis, Charles",NA,NA,NA,NA,NA
JC0019,"Johnson, Charles",J000123,"Johnson, Charles",NA,1802,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000123
JC0023,"Jones, Calvin",NA,NA,NA,NA,NA
JC0036,"Jones, Charles Binns",NA,NA,NA,NA,NA
JD0003,"Jacobs, Daniel",NA,NA,NA,NA,NA
JD0008,"Judson, David C.",NA,NA,NA,NA,NA
JD0012,"Jones, David",NA,NA,NA,NA,NA
JD0018,"Jennings, David",J000095,"Jennings, David",1787,1834,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000095
JD0038,"Jewitt, Daniel",NA,NA,NA,NA,NA
JE0007,"Johnson, Edward",NA,NA,NA,NA,NA
JE0010,"James, Eleazer",NA,NA,NA,NA,NA
JE0013,"Jenkins, Elisha",NA,NA,NA,NA,NA
JE0025,"Jones, Edmund",NA,NA,NA,NA,NA
JE0036,"Janis, Elias",NA,NA,NA,NA,NA
JE0039,"Jones, Edward",NA,NA,NA,NA,NA
JE0040,"Judd, Ebenezer H.",NA,NA,NA,NA,NA
JE0044,"Jackson, Edward B.",J000010,"Jackson, Edward Brake",1793,1826,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000010
JF0000,"Johnson, Francis",J000129,"Johnson, Francis",1776,1842,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000129
JF0010,"Jones, Francis",J000218,"Jones, Francis",NA,NA,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000218
JF0016,"Jarvis, Frederick",NA,NA,NA,NA,NA
JG0000,"Jones, George",J000220,"Jones, George",1766,1838,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000220
JG0014,"Jewitt, George",NA,NA,NA,NA,NA
JG0015,"Jackson, George",NA,NA,NA,NA,NA
JG0027,"Jenkins, Gideon T.",NA,NA,NA,NA,NA
JG0029,"Jacobs, German",NA,NA,NA,NA,NA
JG0032,"Jackson, George",J000012,"Jackson, George",1757,1831,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000012
JH0003,"Johnson, Henry",J000137,"Johnson, Henry",1783,1864,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000137
JH0020,"Jerome, Horace",NA,NA,NA,NA,NA
JH0022,"Jennings, Hudson",NA,NA,NA,NA,NA
JH0033,"John, Hale",NA,NA,NA,NA,NA
JI0006,"Jacobs, Israel",J000036,"Jacobs, Israel",1726,1796,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000036
JI0013,"Johnson, Isaac",NA,NA,NA,NA,NA
JI0015,"Jewett, Ivers",NA,NA,NA,NA,NA
JJ0004,"Jackson, James",J000017,"Jackson, James",1757,1806,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000017
JJ0008,"Johnson, John",NA,NA,NA,NA,NA
JJ0009,"Jones, John",NA,NA,NA,NA,NA
JJ0010,"Jones, James",J000227,"Jones, James",NA,1801,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000227
JJ0032,"Jacobs, John",NA,NA,NA,NA,NA
JJ0036,"Jacob, Jared",NA,NA,NA,NA,NA
JJ0041,"Jennings, Jonathan",J000097,"Jennings, Jonathan",1784,1834,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000097
JJ0043,"Jacobs, Jeremiah",NA,NA,NA,NA,NA
JJ0054,"Jones, John",NA,NA,NA,NA,NA
JJ0059,"Jarvis, John",NA,NA,NA,NA,NA
JJ0065,"Johnson, John T.",J000154,"Johnson, John Telemachus",1788,1856,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000154
JJ0068,"Johnson, James",J000143,"Johnson, James",1774,1826,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000143
JJ0070,"Johnston, Joseph",NA,NA,NA,NA,NA
JJ0071,"Jackson, Jonathan",NA,NA,NA,NA,NA
JJ0073,NA,J000194,"Johnston, Josiah Stoddard",1784,1833,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000194
JJ0084,"Jaycocks, Jonathan",NA,NA,NA,NA,NA
JJ0099,"Jones, John Coffin",NA,NA,NA,NA,NA
JJ0106,"Johnson, Jesse",NA,NA,NA,NA,NA
JJ0112,"Johnson, John",NA,NA,NA,NA,NA
JJ0115,"Jackson, James",NA,NA,NA,NA,NA
JJ0117,"Jacobson, John V.D.",NA,NA,NA,NA,NA
JJ0122,"Jackson, John",NA,NA,NA,NA,NA
JJ0123,"Jay, John",NA,NA,NA,NA,NA
JJ0127,"Johnson, John",NA,NA,NA,NA,NA
JJ0135,"Jaycocks, John H.",NA,NA,NA,NA,NA
JJ0137,"Joice, Jonathan",NA,NA,NA,NA,NA
JJ0140,"Jayne, John",NA,NA,NA,NA,NA
JJ0144,"Jones, John P.",NA,NA,NA,NA,NA
JJ0145,"Jansen, John T.",NA,NA,NA,NA,NA
JJ0148,"Jones, John H.",NA,NA,NA,NA,NA
JJ0150,NA,J000152,"Johnson, Jeromus",1775,1846,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000152
JJ0156,"Jones, John D.",NA,NA,NA,NA,NA
JJ0211,"Jackson, Jarel",NA,NA,NA,NA,NA
JJ0213,"Jackson, Jarib",NA,NA,NA,NA,NA
JJ0217,"Jackson, John",NA,NA,NA,NA,NA
JJ0226,"James, Joshua",NA,NA,NA,NA,NA
JJ0238,"Jarvis, Joseph Russell",NA,NA,NA,NA,NA
JJ0243,"Jarvis, Joseph B.",NA,NA,NA,NA,NA
JJ0276,"Jones, James",J000228,"Jones, James",1772,1848,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000228
JJ0282,"Johnson, James",J000142,"Johnson, James",NA,1825,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000142
JJ0283,"Jones, Joseph",NA,NA,NA,NA,NA
JJ0284,"Jacobs, Jonathan J.",NA,NA,NA,NA,NA
JJ0287,"Jackson, John G.",J000021,"Jackson, John George",1777,1825,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000021
JJ0298,"Jeffries, John M.",J000155,"Johnson, Joseph",1785,1877,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000155
JJ0315,"Johnson, John",NA,NA,NA,NA,NA
JL0007,"Jarvis, L.",NA,NA,NA,NA,NA
JL0008,"Jackson, Levi",NA,NA,NA,NA,NA
JL0010,"Jenkins, Lemuel",J000085,"Jenkins, Lemuel",1789,1862,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000085
JL0015,"Jewitt, Luther",J000107,"Jewett, Luther",1772,1860,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000107
JM0003,"Johnson, Moses",NA,NA,NA,NA,NA
JM0015,"Jones, Meriweather",NA,NA,NA,NA,NA
JN0005,"Jones, Nathaniel",NA,NA,NA,NA,NA
JN0014,"Jackson, Nathaniel",NA,NA,NA,NA,NA
JN0015,"Jewitt, Nathan",NA,NA,NA,NA,NA
JN0022,"Johnson, Nathan",NA,NA,NA,NA,NA
JO0000,"Jones, Obadiah",NA,NA,NA,NA,NA
JO0001,"James, O.",NA,NA,NA,NA,NA
JO0005,"Jennings, Obadiah",NA,NA,NA,NA,NA
JP0004,"Jay, Peter A.",NA,NA,NA,NA,NA
JP0026,"Johnson, Peter",NA,NA,NA,NA,NA
JR0001,"John, Robert",NA,NA,NA,NA,NA
JR0005,"Johnston, Robert",NA,NA,NA,NA,NA
JR0006,"Jaques, Richard",NA,NA,NA,NA,NA
JR0007,"Johnson, Richard M.",J000170,"Johnson, Richard Mentor",1780,1850,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000170
JR0010,"Johnston, Robert",NA,NA,NA,NA,NA
JR0030,"Johnson, Robert",NA,NA,NA,NA,NA
JR0031,"Jenkins, Robert",J000087,"Jenkins, Robert",1769,1848,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000087
JR0043,"Jenkins, Robert",NA,NA,NA,NA,NA
JR0048,"Jenness, Richard",NA,NA,NA,NA,NA
JR0052,"Jackson, Richard, Jr.",J000025,"Jackson, Richard, Jr.",1764,1838,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000025
JS0000,"Johnson, Samuel W.",NA,NA,NA,NA,NA
JS0001,"Jones, Solomon",NA,NA,NA,NA,NA
JS0002,"Jacelyn, Samuel",NA,NA,NA,NA,NA
JS0005,"Jarvis, Samuel",NA,NA,NA,NA,NA
JS0016,"Judd, Solomon",NA,NA,NA,NA,NA
JS0017,"Jumal, Stephen",NA,NA,NA,NA,NA
JS0021,"Johnson, Stephen W.",NA,NA,NA,NA,NA
JS0022,"Jones, Seaborn",NA,NA,NA,NA,NA
JS0028,"Jones, Samuel",NA,NA,NA,NA,NA
JS0030,"Jones, Samuel W.",NA,NA,NA,NA,NA
JS0032,"Judd, Stephen",NA,NA,NA,NA,NA
JS0038,"James, Samuel L.",NA,NA,NA,NA,NA
JS0040,"Jewett, Samuel",NA,NA,NA,NA,NA
JS0047,"Jones, Servant",NA,NA,NA,NA,NA
JS0049,"Jones, Samuel",NA,NA,NA,NA,NA
JS0059,"Jackson, Samuel",NA,NA,NA,NA,NA
JS0060,"Jacob, Stephen",NA,NA,NA,NA,NA
JS0061,"Johnson, Stephen",NA,NA,NA,NA,NA
JT0019,"Johnson, Thomas, Sr.",NA,NA,NA,NA,NA
JT0025,"Jackson, Timothy",NA,NA,NA,NA,NA
JT0031,"Jones, Thomas G.",NA,NA,NA,NA,NA
JT0037,"Johnston, Thomas",NA,NA,NA,NA,NA
JT0039,"Jordan, Tristram",NA,NA,NA,NA,NA
JT0041,"Jones, Thomas",NA,NA,NA,NA,NA
JT0055,"Joy, Thaddeus",NA,NA,NA,NA,NA
JT0060,"Johnson, Thomas",NA,NA,NA,NA,NA
JT0063,"James, Thomas",NA,NA,NA,NA,NA
JT0079,"Jefferson, Thomas",NA,NA,NA,NA,NA
JT0085,"Joy, Thomas",NA,NA,NA,NA,NA
JW0023,"Jackson, William Hall",NA,NA,NA,NA,NA
JW0027,"Jarvis, William",NA,NA,NA,NA,NA
JW0029,"Jarvis, William C.",NA,NA,NA,NA,NA
JW0032,"Jones, William",NA,NA,NA,NA,NA
JW0036,"Johnson, William H.",NA,NA,NA,NA,NA
JW0041,"Jadwin, William",NA,NA,NA,NA,NA
JW0056,"Jones, William B.",NA,NA,NA,NA,NA
JW0060,"Jones, William W.",NA,NA,NA,NA,NA
JW0062,"Jarvis, William",NA,NA,NA,NA,NA
JW0065,NA,J000258,"Jones, William",1760,1831,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000258
JW0090,"Jones, William",NA,NA,NA,NA,NA
JW0099,"Jones, Willis",NA,NA,NA,NA,NA
JW0100,"Jones, Walter",J000254,"Jones, Walter",1745,1815,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000254
JZ0001,"Johnston, Zachariah",NA,NA,NA,NA,NA
JZ0002,"Johnson, Zepheniah",NA,NA,NA,NA,NA
KA0001,"Kingsbury, Andrew",NA,NA,NA,NA,NA
KA0020,"Kittredge, Amos",NA,NA,NA,NA,NA
KA0023,"Kitchell, Aaron",K000246,"Kitchell, Aaron",1744,1820,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000246
KA0027,"Kitchell, Abraham",NA,NA,NA,NA,NA
KA0049,"Keyes, Abel",NA,NA,NA,NA,NA
KA0051,"Keyser, Abraham",NA,NA,NA,NA,NA
KA0052,"Keeler, Abner",NA,NA,NA,NA,NA
KA0057,"Kelley, Alfred",NA,NA,NA,NA,NA
KA0058,"Keyes, Asa, 2nd",NA,NA,NA,NA,NA
KA0060,"Kent, Amos",NA,NA,NA,NA,NA
KB0000,"Knower, Benjamin",NA,NA,NA,NA,NA
KB0008,"Kimball, Benjamin",NA,NA,NA,NA,NA
KB0017,"Koap, Benjamin",NA,NA,NA,NA,NA
KC0001,"Kirk, Caleb",NA,NA,NA,NA,NA
KC0002,"Kilgour, Charles J.",NA,NA,NA,NA,NA
KC0006,"King, Cyrus",K000197,"King, Cyrus",1772,1817,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000197
KC0008,"Kinsey, Charles",K000227,"Kinsey, Charles",1773,1849,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000227
KC0016,"Keep, Caleb",NA,NA,NA,NA,NA
KC0017,"Kellogg, Charles",K000063,"Kellogg, Charles",1773,1842,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000063
KC0041,"Kenney, Charles",NA,NA,NA,NA,NA
KC0049,"Keith, Caleb",NA,NA,NA,NA,NA
KD0004,"Kidder, David",K000163,"Kidder, David",1787,1860,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000163
KD0015,"Killborn, Daniel",NA,NA,NA,NA,NA
KD0018,"Kong, Dudley Atkins",NA,NA,NA,NA,NA
KD0021,"Kilham, Daniel",NA,NA,NA,NA,NA
KD0023,"Kellogg, Daniel",NA,NA,NA,NA,NA
KD0036,"Kellogg, Daniel",NA,NA,NA,NA,NA
KD0038,"Kirtland, Dorrance",K000243,"Kirtland, Dorrance",1770,1840,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000243
KD0039,"Knapp, David",NA,NA,NA,NA,NA
KD0044,"Kimberly, Dennis",NA,NA,NA,NA,NA
KD0050,"Keller, D. R.",NA,NA,NA,NA,NA
KD0057,"Kain, D.",NA,NA,NA,NA,NA
KD0064,"Kingsbury, Dennis",NA,NA,NA,NA,NA
KD0065,"Kimball, Dennis",NA,NA,NA,NA,NA
KD0070,"Kimberly, Daniel",NA,NA,NA,NA,NA
KE0005,"Kelleran, Edward",NA,NA,NA,NA,NA
KE0009,"Kane, Elias K.",K000006,"Kane, Elias Kent",1794,1835,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000006
KE0025,"Keyes, Elliott",NA,NA,NA,NA,NA
KE0032,"King, Elisha W.",NA,NA,NA,NA,NA
KE0035,"King, Edward",NA,NA,NA,NA,NA
KE0039,"Knight, Elijah",NA,NA,NA,NA,NA
KE0040,"Kingsbury, Ephraim",NA,NA,NA,NA,NA
KE0050,"Keyes, Elias",K000160,"Keyes, Elias",1758,1844,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000160
KG0003,"Knight, George B.",NA,NA,NA,NA,NA
KG0012,"Konig, George",NA,NA,NA,NA,NA
