congbio_id,congbio_state,congbio_congress,congbio_position,name_id,meae_id,district
B000714,NJ,12,Representative,BA0122,meae.congressional.congress12.nj.county,NA
B000745,VT,12,Senator,BS0312,NA,NA
B000785,VA,12,Representative,BJ1431,meae.congressional.congress12.va.county,5
B000802,VA,12,Senator,BR0163,NA,NA
B000833,MA,12,Representative,BE0103,meae.congressional.congress12.ma.county,10
B000921,LA,12,Senator,BJ0266,meae.congressional.congress12.md.county,7
B000942,PA,12,Representative,BR0106,meae.congressional.congress12.pa.county,2
B001160,VA,12,Representative,BW0451,meae.congressional.congress12.va.county,13
B001194,SC,12,Representative,BW0365,NA,NA
C000044,SC,12,Representative,CJ1014,NA,NA
C000076,OH,12,Senator,CA0083,NA,NA
C000083,TN,12,Senator,CG0108,NA,NA
C000175,MA,12,Representative,CF0012,NA,NA
C000288,CT,12,Representative,CE0020,NA,NA
C000289,RI,12,Senator,CC0006,NA,NA
C000350,SC,12,Representative,CL0067,NA,NA
C000372,VT,12,Representative,CM0084,meae.congressional.congress12.vt.county,4
C000482,KY,12,Representative,CH0035,NA,NA
C000487,VA,12,Representative,CM0108,meae.congressional.congress12.va.county,14
C000531,VA,12,Representative,CJ1097,meae.congressional.congress12.va.county,22
C000547,GA,12,Representative,CH0029,meae.congressional.congress12.ga.county,NA
C000564,NC,12,Representative,CJ0546,meae.congressional.congress12.nc.county,9
C000668,NJ,12,Representative,CL0013,meae.congressional.congress12.nj.county,NA
C000671,NJ,12,Senator,CJ0382,NA,NA
C000734,NY,12,Representative,CT0159,meae.congressional.congress12.ny.county,5
C000894,PA,12,Representative,CW0246,meae.congressional.congress12.pa.county,6
C000895,GA,12,Senator,CW0010,NA,NA
C001031,NH,12,Senator,CC0034,NA,NA
C001033,MA,12,Representative,CR0035,meae.congressional.congress12.ma.county,14
D000024,CT,12,Senator,DS0003,NA,NA
D000075,CT,12,Representative,DJ0022,NA,NA
D000133,PA,12,Representative,DR0049,meae.congressional.congress12.pa.county,3
D000151,VA,12,Representative,DJ0582,meae.congressional.congress12.va.county,10
D000271,KY,12,Representative,DJ0079,meae.congressional.congress12.ky.county,6
D000273,LA,12,Senator,DJ0115,NA,NA
D000357,NH,12,Representative,DS0099,meae.congressional.congress12.nh.county,NA
E000007,SC,12,Representative,EE0042,NA,NA
E000168,MA,12,Representative,EW0034,meae.congressional.congress12.ma.county,5
E000176,NY,12,Representative,EJ0125,meae.congressional.congress12.ny.county,4
F000124,PA,12,Representative,FW0062,meae.congressional.congress12.pa.county,8
F000154,VT,12,Representative,FJ0462,meae.congressional.congress12.vt.county,3
F000154,VT,12,Representative,FJ0462,meae.congressional.congress12.vt.county,2
F000156,NY,12,Representative,FA0038,meae.congressional.congress12.ny.county,6
F000344,NC,12,Senator,FJ0228,NA,NA
F000346,NC,12,Representative,FM0021,meae.congressional.congress12.nc.county,12
G000005,SC,12,Senator,GJ0554,NA,NA
G000039,MA,12,Representative,GB0014,meae.congressional.congress12.ma.county,17
G000136,NY,12,Senator,GO0001,NA,NA
G000150,VA,12,Representative,GT0098,meae.congressional.congress12.va.county,17
G000183,VA,12,Senator,GW0186,NA,NA
G000215,NH,12,Senator,GN0015,NA,NA
G000257,NY,12,Representative,GT0056,meae.congressional.congress12.ny.county,11
G000261,MD,12,Representative,GC0057,meae.congressional.congress12.md.county,8
G000293,CT,12,Senator,GC0000,NA,NA
G000306,VA,12,Representative,GP0075,meae.congressional.congress12.va.county,18
G000394,VA,12,Representative,GE0059,meae.congressional.congress12.va.county,19
G000413,MA,12,Representative,GI0007,meae.congressional.congress12.ma.county,8
G000442,PA,12,Senator,GA0060,NA,NA
G000498,NY,12,Representative,GT0059,NA,NA
G000509,TN,12,Representative,GF0029,meae.congressional.congress12.tn.county,3
H000045,GA,12,Representative,HB0018,meae.congressional.congress12.ga.county,NA
H000064,NH,12,Representative,HO0010,meae.congressional.congress12.nh.county,NA
H000223,NH,12,Representative,HJ0379,meae.congressional.congress12.nh.county,NA
H000361,VA,12,Representative,HA0190,meae.congressional.congress12.va.county,9
H000795,DE,12,Senator,HO0000,NA,NA
H000865,RI,12,Senator,HJ0035,NA,NA
H000914,NJ,12,Representative,HJ0423,meae.congressional.congress12.nj.county,NA
H000967,VA,12,Representative,HJ1310,meae.congressional.congress12.va.county,8
H000991,RI,12,Senator,HW0370,NA,NA
H001026,PA,12,Representative,HJ0847,meae.congressional.congress12.pa.county,3
J000025,RI,12,Representative,JR0052,meae.congressional.congress12.ri.county,NA
J000170,KY,12,Representative,JR0007,meae.congressional.congress12.ky.county,4
K000125,MD,12,Representative,KJ0034,meae.congressional.congress12.md.county,2
K000159,MD,12,Representative,KP0001,meae.congressional.congress12.md.county,3
K000217,NC,12,Representative,KW0001,meae.congressional.congress12.nc.county,5
L000011,PA,12,Representative,LA0102,meae.congressional.congress12.pa.county,11
L000036,NJ,12,Senator,LJ0153,NA,NA
L000126,CT,12,Representative,LL0001,NA,NA
L000212,PA,12,Representative,LJ0342,meae.congressional.congress12.pa.county,3
L000229,PA,12,Senator,LM0058,NA,NA
L000290,VA,12,Representative,LJ0543,meae.congressional.congress12.vt.county,4
L000354,MD,12,Representative,LP0015,meae.congressional.congress12.md.county,5
L000370,NY,12,Representative,LR0024,meae.congressional.congress12.ny.county,6
L000378,MA,12,Senator,LJ0107,NA,NA
L000483,SC,12,Representative,LW0219,NA,NA
L000524,PA,12,Representative,LA0096,meae.congressional.congress12.pa.county,10
M000034,NC,12,Representative,MN0068,meae.congressional.congress12.nc.county,6
M000056,LA,12,Senator,MA0076,NA,NA
M000267,NJ,12,Representative,MG0041,meae.congressional.congress12.nj.county,NA
M000302,NC,12,Representative,MA0162,meae.congressional.congress12.nc.county,7
M000377,VA,12,Representative,MW0392,meae.congressional.congress12.va.county,4
M000496,KY,12,Representative,MS0028,NA,NA
M000515,MD,12,Representative,MA0045,meae.congressional.congress12.md.county,5
M000668,NY,12,Representative,MA0129,meae.congressional.congress12.ny.county,12
M000785,PA,12,Representative,MJ0945,meae.congressional.congress12.pa.county,1
M000831,NY,12,Representative,MS0108,meae.congressional.congress12.ny.county,2
M000867,MD,12,Representative,MJ0205,meae.congressional.congress12.md.county,6
M000919,SC,12,Representative,MT0220,NA,NA
M000951,NJ,12,Representative,MJ0401,meae.congressional.congress12.nj.county,NA
M001003,OH,12,Representative,MJ0625,meae.congressional.congress12.oh.county,NA
M001023,CT,12,Representative,MJ0022,NA,NA
N000035,VA,12,Representative,NH0015,meae.congressional.congress12.va.county,21
N000058,KY,12,Representative,NA0009,NA,NA
N000064,NJ,12,Representative,NT0008,meae.congressional.congress12.nj.county,NA
N000078,VA,12,Representative,NT0024,meae.congressional.congress12.va.county,20
O000100,KY,12,Representative,OS0002,NA,NA
P000146,NY,12,Representative,PW0169,meae.congressional.congress12.ny.county,2
P000168,NC,12,Representative,PJ0335,meae.congressional.congress12.nc.county,10
P000322,NC,12,Representative,PI0001,meae.congressional.congress12.nc.county,11
P000363,PA,12,Representative,PW0228,meae.congressional.congress12.pa.county,7
P000368,CT,12,Representative,PT0001,NA,NA
P000386,VA,12,Representative,PJ0579,meae.congressional.congress12.va.county,16
P000425,NY,12,Representative,PB0058,meae.congressional.congress12.ny.county,8
P000431,KY,12,Senator,PJ0075,NA,NA
P000446,NY,12,Representative,PP0008,meae.congressional.congress12.ny.county,15
P000450,LA,12,Senator,PT0039,NA,NA
P000463,RI,12,Representative,PE0102,meae.congressional.congress12.ri.county,NA
Q000015,MA,12,Representative,QJ0002,meae.congressional.congress12.ma.county,1
R000047,VA,12,Representative,RJ0610,meae.congressional.congress12.va.county,15
R000125,MD,12,Senator,RP0009,NA,NA
R000130,MA,12,Representative,RW0085,meae.congressional.congress12.ma.county,2
R000181,TN,12,Representative,RJ0595,NA,NA
R000231,MA,12,Representative,RW0088,NA,NA
R000245,DE,12,Representative,RH0001,meae.congressional.congress12.de.county,NA
R000263,MD,12,Representative,RS0013,meae.congressional.congress12.md.county,4
R000291,VA,12,Representative,RJ0605,meae.congressional.congress12.va.county,11
R000313,PA,12,Representative,RJ0414,meae.congressional.congress12.pa.county,2
R000326,LA,12,Representative,RT0026,NA,NA
R000346,VT,12,Senator,RJ0696,NA,NA
R000375,PA,12,Representative,RW0146,meae.congressional.congress12.pa.county,2
S000012,NY,12,Representative,SE0063,meae.congressional.congress12.ny.county,1
S000023,NY,12,Representative,ST0168,meae.congressional.congress12.ny.county,9
S000089,NC,12,Representative,SL0032,meae.congressional.congress12.nc.county,1
S000215,MA,12,Representative,SE0023,meae.congressional.congress12.ma.county,13
S000257,TN,12,Representative,SJ0166,NA,NA
S000264,PA,12,Representative,SA0219,meae.congressional.congress12.pa.county,1
S000310,VT,12,Representative,SS0314,NA,NA
S000317,VA,12,Representative,SD0212,meae.congressional.congress12.va.county,6
S000508,PA,12,Representative,SJ0970,meae.congressional.congress12.pa.county,9
S000537,PA,12,Representative,SG0084,meae.congressional.congress12.pa.county,5
S000564,VA,12,Representative,SJ1530,meae.congressional.congress12.va.county,3
S000566,NY,12,Senator,SJ0689,NA,NA
S000609,MD,12,Senator,SS0062,NA,NA
S000794,NC,12,Representative,SR0175,meae.congressional.congress12.nc.county,8
S000984,NY,12,Representative,SS0203,meae.congressional.congress12.ny.county,10
S001022,VT,12,Representative,SW0343,meae.congressional.congress12.vt.county,2
S001036,MD,12,Representative,SP0013,meae.congressional.congress12.md.county,1
S001048,CT,12,Representative,SL0001,NA,NA
S001052,NH,12,Representative,SG0056,meae.congressional.congress12.nh.county,NA
T000012,MA,12,Representative,TS0046,meae.congressional.congress12.ma.county,6
T000015,GA,12,Senator,TC0002,NA,NA
T000027,VA,12,Representative,TJ0538,meae.congressional.congress12.va.county,8
T000029,CT,12,Representative,TB0015,NA,NA
T000033,MA,12,Representative,TP0017,meae.congressional.congress12.ma.county,16
T000085,SC,12,Senator,TJ0451,NA,NA
T000347,NY,12,Representative,TU0001,meae.congressional.congress12.ny.county,13
T000382,GA,12,Representative,TG0014,meae.congressional.congress12.ga.county,NA
T000416,MA,12,Representative,TC0016,meae.congressional.congress12.ma.county,7
T000423,NC,12,Senator,TJ0367,NA,NA
V000023,NY,12,Representative,VP0039,meae.congressional.congress12.ny.county,3
V000074,MA,12,Representative,VJ0024,meae.congressional.congress12.ma.county,4
V000074,MA,12,Senator,VJ0024,meae.congressional.congress12.ma.county,4
W000329,MA,12,Representative,WL0029,meae.congressional.congress12.ma.county,9
W000385,MA,12,Representative,WL0035,meae.congressional.congress12.ma.county,3
W000404,PA,12,Representative,WR0153,meae.congressional.congress12.pa.county,4
W000411,TN,12,Senator,WJ0951,NA,NA
W000444,MA,12,Representative,WW0129,meae.congressional.congress12.ma.county,15
W000495,SC,12,Representative,WD0118,NA,NA
W000615,VA,12,Representative,WT0140,meae.congressional.congress12.va.county,1
W000637,SC,12,Representative,WR0158,NA,NA
W000750,OH,12,Senator,WT0156,NA,NA
W000768,MD,12,Representative,WR0038,NA,NA
A000096,OH,13,Representative,AJ0239,meae.congressional.congress13.oh.county,2
A000167,NC,13,Representative,AW0047,meae.congressional.congress13.nc.county,2
A000197,TN,13,Senator,AJ0370,NA,NA
A000235,PA,13,Representative,AW0039,NA,NA
A000273,MD,13,Representative,AS0013,meae.congressional.congress13.md.county,6
A000345,NY,13,Representative,AD0015,meae.congressional.congress13.ny.county,20
B000127,VA,13,Senator,BJ1485,NA,NA
B000131,VA,13,Representative,BP0115,NA,NA
B000137,PA,13,Representative,BD0120,meae.congressional.congress13.pa.county,9
B000161,GA,13,Representative,BW0037,meae.congressional.congress13.ga.county,NA
B000192,KY,13,Senator,BW0082,NA,NA
B000256,MA,13,Representative,BW0156,meae.congressional.congress13.ma.county,7
B000260,VA,13,Representative,BT0255,meae.congressional.congress13.va.county,13
B000273,OH,13,Representative,BR0094,meae.congressional.congress13.oh.county,6
B000388,NY,13,Representative,BE0171,meae.congressional.congress13.ny.county,1
B000388,NY,13,Representative,BE0171,meae.congressional.congress13.ny.county,2
B000433,KY,13,Senator,BG0012,NA,NA
B000434,GA,13,Representative,BW0000,meae.congressional.congress13.ga.county,NA
B000434,GA,13,Senator,BW0000,meae.congressional.congress13.ga.county,NA
B000453,MA,13,Representative,BA0106,meae.congressional.congress13.ma.county,11
B000467,NJ,13,Representative,BT0169,NA,NA
B000554,KY,13,Senator,BJ0210,NA,NA
B000684,TN,13,Representative,BJ1411,NA,NA
B000691,NY,13,Representative,BJ0742,meae.congressional.congress13.ny.county,15
B000715,NY,13,Representative,BA0140,meae.congressional.congress13.ny.county,13
B000733,MA,13,Representative,BG0016,meae.congressional.congress13.ma.county,15
B000748,VT,13,Representative,BW0418,meae.congressional.congress13.vt.county,NA
B000785,VA,13,Representative,BJ1431,meae.congressional.congress13.va.county,5
B000802,VA,13,Senator,BR0163,NA,NA
B000833,MA,13,Representative,BE0103,meae.congressional.congress13.ma.county,10
B000921,LA,13,Senator,BJ0266,NA,NA
B000942,PA,13,Representative,BR0106,meae.congressional.congress13.pa.county,6
B001051,GA,13,Senator,BW0058,NA,NA
B001160,VA,13,Representative,BW0451,meae.congressional.congress13.va.county,14
B001176,VT,13,Representative,BE0213,meae.congressional.congress13.vt.county,NA
C000033,OH,13,Representative,CJ0045,NA,NA
C000044,SC,13,Representative,CJ1014,NA,NA
C000083,TN,13,Senator,CG0108,NA,NA
C000123,TN,13,Representative,CN0037,meae.congressional.congress13.tn.county,5
C000131,VA,13,Representative,CH0072,meae.congressional.congress13.va.county,7
C000288,CT,13,Representative,CE0020,NA,NA
C000320,SC,13,Representative,CJ1050,NA,NA
C000325,VT,13,Senator,CD0206,NA,NA
C000350,SC,13,Representative,CL0067,NA,NA
C000394,NH,13,Representative,CB0048,meae.congressional.congress13.nh.county,NA
C000436,KY,13,Representative,CJ0165,meae.congressional.congress13.ky.county,1
C000482,KY,13,Representative,CH0035,meae.congressional.congress13.ky.county,2
C000510,OH,13,Representative,CD0149,NA,NA
C000531,VA,13,Representative,CJ1097,meae.congressional.congress13.va.county,23
C000664,NY,13,Representative,CO0016,meae.congressional.congress13.ny.county,20
C000667,PA,13,Representative,CJ0812,meae.congressional.congress13.pa.county,1
C000668,NJ,13,Representative,CL0013,meae.congressional.congress13.nj.county,1
C000671,NJ,13,Senator,CJ0382,NA,NA
C000762,DE,13,Representative,CT0008,meae.congressional.congress13.de.county,NA
C000843,NJ,13,Representative,CW0104,meae.congressional.congress13.nj.county,3
C000894,PA,13,Representative,CW0246,meae.congressional.congress13.pa.county,5
C000895,GA,13,Senator,CW0010,NA,NA
C000902,OH,13,Representative,CW0192,NA,NA
C000934,PA,13,Representative,CE0131,NA,NA
C000976,NC,13,Representative,CJ0545,meae.congressional.congress13.nc.county,7
C001023,GA,13,Representative,CA0020,NA,NA
C001031,NH,13,Senator,CC0034,NA,NA
D000002,CT,13,Senator,DD0000,NA,NA
D000023,MA,13,Representative,DS0058,NA,NA
D000024,CT,13,Senator,DS0003,NA,NA
D000075,CT,13,Representative,DJ0022,NA,NA
D000133,PA,13,Representative,DR0049,meae.congressional.congress13.pa.county,2
D000134,MA,13,Representative,DS0018,meae.congressional.congress13.ma.county,16
D000151,VA,13,Representative,DJ0582,meae.congressional.congress13.va.county,11
D000252,NY,13,Representative,DP0026,meae.congressional.congress13.ny.county,3
D000271,KY,13,Representative,DJ0079,meae.congressional.congress13.ky.county,4
D000293,MA,13,Representative,DD0043,meae.congressional.congress13.ma.county,12
D000577,KY,13,Representative,DW0027,meae.congressional.congress13.ky.county,10
E000007,SC,13,Representative,EE0042,NA,NA
E000168,MA,13,Representative,EW0034,meae.congressional.congress13.ma.county,5
E000197,VA,13,Representative,EJ0283,meae.congressional.congress13.va.county,16
E000238,SC,13,Representative,ED0029,NA,NA
F000036,SC,13,Representative,FS0123,NA,NA
F000124,PA,13,Representative,FW0062,meae.congressional.congress13.pa.county,11
F000154,VT,13,Representative,FJ0462,meae.congressional.congress13.vt.county,NA
F000155,NY,13,Representative,FJ0199,meae.congressional.congress13.ny.county,6
F000279,NC,13,Representative,FP0016,meae.congressional.congress13.nc.county,11
F000284,GA,13,Representative,FJ0021,meae.congressional.congress13.ga.county,NA
F000346,NC,13,Representative,FM0021,meae.congressional.congress13.nc.county,13
F000389,LA,13,Senator,FE0010,meae.congressional.congress13.la.county,NA
G000005,SC,13,Senator,GJ0554,NA,NA
G000096,NC,13,Representative,GW0095,meae.congressional.congress13.nc.county,4
G000116,NY,13,Representative,GJ0280,meae.congressional.congress13.ny.county,19
G000136,NY,13,Senator,GO0001,NA,NA
G000150,VA,13,Representative,GT0098,meae.congressional.congress13.va.county,18
G000183,VA,13,Senator,GW0186,NA,NA
G000215,NH,13,Senator,GN0015,NA,NA
G000231,PA,13,Representative,GH0063,meae.congressional.congress13.pa.county,4
G000241,PA,13,Representative,GJ0371,meae.congressional.congress13.pa.county,3
G000261,MD,13,Representative,GC0057,meae.congressional.congress13.md.county,8
G000264,MD,13,Senator,GR0028,NA,NA
G000293,CT,13,Senator,GC0000,NA,NA
G000306,VA,13,Representative,GP0075,meae.congressional.congress13.va.county,19
G000322,MA,13,Senator,GC0056,NA,NA
G000345,SC,13,Representative,GT0086,NA,NA
G000461,PA,13,Representative,GI0024,NA,NA
G000498,NY,13,Representative,GT0059,meae.congressional.congress13.ny.county,10
G000498,NY,13,Representative,GT0059,meae.congressional.congress13.ny.county,12
G000498,NY,13,Representative,GT0059,meae.congressional.congress13.ny.county,5
G000509,TN,13,Representative,GF0029,meae.congressional.congress13.tn.county,5
H000039,NH,13,Representative,HW0187,meae.congressional.congress13.nh.county,NA
H000045,GA,13,Representative,HB0018,meae.congressional.congress13.ga.county,NA
H000176,MD,13,Representative,HA0038,meae.congressional.congress13.md.county,3
H000254,TN,13,Representative,HT0213,meae.congressional.congress13.tn.county,3
H000313,NY,13,Representative,HA0085,meae.congressional.congress13.ny.county,7
H000361,VA,13,Representative,HA0190,meae.congressional.congress13.va.county,10
H000372,KY,13,Representative,HJ0109,NA,NA
H000487,PA,13,Representative,HS0045,NA,NA
H000778,KY,13,Representative,HS0042,meae.congressional.congress13.ky.county,5
H000780,NY,13,Representative,HS0156,meae.congressional.congress13.ny.county,21
H000795,DE,13,Senator,HO0000,NA,NA
H000865,RI,13,Senator,HJ0035,NA,NA
H000867,NY,13,Representative,HN0037,meae.congressional.congress13.ny.county,21
H000887,MA,13,Representative,HL0012,meae.congressional.congress13.ma.county,20
H000914,NJ,13,Representative,HJ0423,meae.congressional.congress13.nj.county,3
H000935,MA,13,Representative,HJ0303,NA,NA
H000962,TN,13,Representative,HP0075,NA,NA
H000967,VA,13,Representative,HJ1310,meae.congressional.congress13.va.county,9
H000991,RI,13,Senator,HW0370,NA,NA
H001026,PA,13,Representative,HJ0847,meae.congressional.congress13.pa.county,7
I000015,PA,13,Representative,IC0003,meae.congressional.congress13.pa.county,1
I000022,PA,13,Representative,IS0001,meae.congressional.congress13.pa.county,6
I000038,NY,13,Representative,IW0014,meae.congressional.congress13.ny.county,1
I000038,NY,13,Representative,IW0014,meae.congressional.congress13.ny.county,2
I000042,PA,13,Representative,IJ0023,NA,NA
J000021,VA,13,Representative,JJ0287,meae.congressional.congress13.va.county,1
J000025,RI,13,Representative,JR0052,meae.congressional.congress13.ri.county,NA
J000142,VA,13,Representative,JJ0282,meae.congressional.congress13.va.county,20
J000170,KY,13,Representative,JR0007,meae.congressional.congress13.ky.county,3
K000116,NC,13,Representative,KW0059,meae.congressional.congress13.nc.county,3
K000125,MD,13,Representative,KJ0034,meae.congressional.congress13.md.county,2
K000126,NY,13,Representative,KM0021,meae.congressional.congress13.ny.county,18
K000136,VA,13,Representative,KJ0364,meae.congressional.congress13.va.county,15
K000141,OH,13,Senator,KJ0130,NA,NA
K000149,SC,13,Representative,KJ0375,NA,NA
K000169,OH,13,Representative,KJ0144,meae.congressional.congress13.oh.county,5
K000197,MA,13,Representative,KC0006,meae.congressional.congress13.ma.county,14
K000212,NY,13,Senator,KR0003,NA,NA
K000217,NC,13,Representative,KW0001,meae.congressional.congress13.nc.county,5
L000011,PA,13,Senator,LA0102,meae.congressional.congress13.pa.county,15
L000036,NJ,13,Senator,LJ0153,NA,NA
L000126,CT,13,Representative,LL0001,NA,NA
L000213,NY,13,Representative,LJ0236,meae.congressional.congress13.ny.county,1
L000213,NY,13,Representative,LJ0236,meae.congressional.congress13.ny.county,2
L000229,PA,13,Senator,LM0058,NA,NA
L000290,VA,13,Representative,LJ0543,NA,NA
L000378,MA,13,Senator,LJ0107,NA,NA
L000387,NC,13,Senator,LF0010,NA,NA
L000466,NY,13,Representative,LJ0221,meae.congressional.congress13.ny.county,9
L000483,SC,13,Representative,LW0219,NA,NA
L000524,PA,13,Representative,LA0096,meae.congressional.congress13.pa.county,12
M000034,NC,13,Representative,MN0068,meae.congressional.congress13.nc.county,6
M000132,NY,13,Representative,MJ0491,meae.congressional.congress13.ny.county,14
M000217,NH,13,Senator,MJ0387,NA,NA
M000299,OH,13,Representative,MD0142,meae.congressional.congress13.oh.county,3
M000377,VA,13,Representative,MW0392,meae.congressional.congress13.va.county,4
M000496,KY,13,Representative,MS0028,meae.congressional.congress13.ky.county,7
M000515,MD,13,Representative,MA0045,meae.congressional.congress13.md.county,5
M000549,OH,13,Representative,MJ0663,meae.congressional.congress13.oh.county,1
M000747,NY,13,Representative,MM0033,meae.congressional.congress13.ny.county,16
M000840,NY,13,Representative,MH0061,meae.congressional.congress13.ny.county,10
M000872,KY,13,Representative,MT0031,NA,NA
M000909,MD,13,Representative,MN0021,meae.congressional.congress13.md.county,5
M001003,OH,13,Senator,MJ0625,NA,NA
M001023,CT,13,Representative,MJ0022,NA,NA
M001084,NC,13,Representative,MW0233,meae.congressional.congress13.nc.county,1
N000035,VA,13,Representative,NH0015,meae.congressional.congress13.va.county,22
N000078,VA,13,Representative,NT0024,meae.congressional.congress13.va.county,21
O000003,NY,13,Representative,OT0003,meae.congressional.congress13.ny.county,4
O000100,KY,13,Representative,OS0002,meae.congressional.congress13.ky.county,8
P000060,MA,13,Representative,PJ0264,NA,NA
P000168,NC,13,Representative,PJ0335,meae.congressional.congress13.nc.county,10
P000322,NC,13,Representative,PI0001,meae.congressional.congress13.nc.county,12
P000324,MA,13,Representative,PT0078,meae.congressional.congress13.ma.county,3
P000363,PA,13,Representative,PW0228,meae.congressional.congress13.pa.county,8
P000368,CT,13,Representative,PT0001,NA,NA
P000386,VA,13,Representative,PJ0579,meae.congressional.congress13.va.county,17
P000455,NY,13,Representative,PJ0293,meae.congressional.congress13.ny.county,2
P000463,RI,13,Representative,PE0102,meae.congressional.congress13.ri.county,NA
R000089,PA,13,Representative,RJ0310,NA,NA
R000121,MA,13,Representative,RJ0226,NA,NA
R000130,MA,13,Representative,RW0085,meae.congressional.congress13.ma.county,2
R000130,MA,13,Representative,RW0085,meae.congressional.congress13.ma.county,4
R000181,TN,13,Representative,RJ0595,NA,NA
R000207,VT,13,Representative,RC0058,meae.congressional.congress13.vt.county,NA
R000231,MA,13,Representative,RW0088,meae.congressional.congress13.ma.county,4
R000245,DE,13,Representative,RH0001,meae.congressional.congress13.de.county,NA
R000263,MD,13,Representative,RS0013,meae.congressional.congress13.md.county,4
R000291,VA,13,Representative,RJ0605,meae.congressional.congress13.va.county,12
R000313,PA,13,Representative,RJ0414,meae.congressional.congress13.pa.county,2
R000313,PA,13,Senator,RJ0414,meae.congressional.congress13.pa.county,2
R000326,LA,13,Representative,RT0026,meae.congressional.congress13.la.county,NA
R000346,VT,13,Senator,RJ0696,NA,NA
R000503,MA,13,Representative,RN0012,meae.congressional.congress13.ma.county,13
S000012,NY,13,Representative,SE0063,meae.congressional.congress13.ny.county,1
S000012,NY,13,Representative,SE0063,meae.congressional.congress13.ny.county,2
S000150,NJ,13,Representative,SJ0522,meae.congressional.congress13.nj.county,2
S000257,TN,13,Representative,SJ0166,NA,NA
S000264,PA,13,Representative,SA0219,meae.congressional.congress13.pa.county,1
S000295,KY,13,Representative,SS0045,meae.congressional.congress13.ky.county,6
S000317,VA,13,Representative,SD0212,meae.congressional.congress13.va.county,6
S000356,NY,13,Representative,SS0183,meae.congressional.congress13.ny.county,8
S000366,NY,13,Representative,SZ0012,meae.congressional.congress13.ny.county,12
S000469,VT,13,Representative,SR0206,meae.congressional.congress13.vt.county,NA
S000483,PA,13,Representative,SA0189,meae.congressional.congress13.pa.county,3
S000556,PA,13,Representative,SI0076,meae.congressional.congress13.pa.county,10
S000564,VA,13,Representative,SJ1530,meae.congressional.congress13.va.county,3
S000608,NH,13,Representative,SS0149,meae.congressional.congress13.nh.county,NA
S000609,MD,13,Senator,SS0062,NA,NA
S000638,NY,13,Representative,SW0140,meae.congressional.congress13.ny.county,17
S000794,NC,13,Representative,SR0175,meae.congressional.congress13.nc.county,8
S000941,NJ,13,Representative,SR0121,meae.congressional.congress13.nj.county,2
S000955,NC,13,Senator,SD0075,NA,NA
S001022,VT,13,Representative,SW0343,meae.congressional.congress13.vt.county,NA
S001036,MD,13,Representative,SP0013,meae.congressional.congress13.md.county,1
S001048,CT,13,Representative,SL0001,NA,NA
T000012,MA,13,Representative,TS0046,NA,NA
T000015,GA,13,Senator,TC0002,NA,NA
T000017,KY,13,Senator,TI0001,NA,NA
T000029,CT,13,Representative,TB0015,NA,NA
T000036,PA,13,Representative,TA0049,meae.congressional.congress13.pa.county,14
T000085,SC,13,Senator,TJ0451,NA,NA
T000091,NY,13,Representative,TJ0328,meae.congressional.congress13.ny.county,11
T000115,GA,13,Representative,TT0002,meae.congressional.congress13.ga.county,NA
T000205,NY,13,Representative,TJ0323,NA,NA
T000220,NH,13,Senator,TT0048,NA,NA
T000382,GA,13,Representative,TG0014,meae.congressional.congress13.ga.county,NA
T000423,NC,13,Senator,TJ0367,NA,NA
U000003,PA,13,Representative,UD0000,NA,NA
V000074,MA,13,Senator,VJ0024,NA,NA
V000120,NH,13,Representative,VR0000,meae.congressional.congress13.nh.county,NA
W000053,KY,13,Senator,NA,meae.congressional.congress13.ct.county,NA
W000053,KY,13,Senator,NA,meae.congressional.congress13.ky.county,9
W000053,KY,13,Senator,NA,meae.congressional.congress13.la.county,NA
W000053,KY,13,Senator,NA,meae.congressional.congress13.ma.county,6
W000053,KY,13,Senator,NA,meae.congressional.congress13.nc.county,4
W000053,KY,13,Senator,NA,meae.congressional.congress13.sc.county,2
W000053,KY,13,Senator,NA,meae.congressional.congress13.sc.county,1
W000053,KY,13,Senator,NA,meae.congressional.congress13.sc.county,8
W000053,KY,13,Senator,NA,meae.congressional.congress13.sc.county,6
W000053,KY,13,Senator,NA,meae.congressional.congress13.sc.county,3
W000053,KY,13,Senator,NA,meae.congressional.congress13.sc.county,5
W000053,KY,13,Senator,NA,meae.congressional.congress13.sc.county,4
W000053,KY,13,Senator,NA,meae.congressional.congress13.sc.county,7
W000053,KY,13,Senator,NA,meae.congressional.congress13.sc.county,9
W000053,KY,13,Senator,NA,meae.congressional.congress13.tn.county,1
W000053,KY,13,Senator,NA,meae.congressional.congress13.tn.county,2
W000053,KY,13,Senator,NA,meae.congressional.congress13.tn.county,3
W000053,KY,13,Senator,NA,meae.congressional.congress13.tn.county,4
W000053,KY,13,Senator,NA,meae.congressional.congress13.tn.county,6
W000128,MA,13,Representative,ZZ0004,NA,NA
W000141,NJ,13,Representative,WT0111,meae.congressional.congress13.nj.county,1
W000238,NH,13,Representative,WD0028,meae.congressional.congress13.nh.county,NA
W000287,DE,13,Senator,WW0020,NA,NA
W000324,TN,13,Senator,WJ0952,NA,NA
W000329,MA,13,Representative,WL0029,meae.congressional.congress13.ma.county,9
W000367,VA,13,Representative,WF0027,meae.congressional.congress13.va.county,2
W000402,PA,13,Representative,WJ0705,meae.congressional.congress13.pa.county,3
