congbio_id,candidate_id,congbio_name,congbio_birthyear,congbio_deathyear,congbio_url
G000083,GD0024,"Garrison, Daniel",1782,1851,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000083
G000096,GW0095,"Gaston, William",1778,1844,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000096
G000099,GA0047,"Gatlin, Alfred Moore",1790,1841,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000099
G000109,GJ0367,"Gazlay, James William",1784,1874,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000109
G000114,GJ0283,"Gebhard, John",1782,1854,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000114
G000116,GJ0280,"Geddes, James",1763,1838,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000116
G000136,GO0001,"German, Obadiah",1766,1842,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000136
G000139,GE0049,"Gerry, Elbridge",1744,1814,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000139
G000150,GT0098,"Gholson, Thomas, Jr.",NA,1816,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000150
G000173,GE0066,"Gilbert, Ezekiel",1756,1841,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000173
G000178,GS0003,"Gilbert, Sylvester",1755,1846,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000178
G000183,GW0186,"Giles, William Branch",1762,1830,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000183
G000196,GJ0328,"Gillespie, James",1747,1805,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000196
G000211,GA0121,"Gillon, Alexander",1741,1794,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000211
G000215,GN0015,"Gilman, Nicholas",1755,1814,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000215
G000216,GG0006,"Gilmer, George Rockingham",1790,1859,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000216
G000227,GJ0573,"Gist, Joseph",1775,1836,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000227
G000231,GH0063,"Glasgow, Hugh",1769,1818,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000231
G000235,GH0039,"Glen, Henry",1739,1814,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000235
G000241,GJ0371,"Gloninger, John",1758,1836,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000241
G000248,GC0005,"Goddard, Calvin",1768,1842,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000248
G000257,GT0056,"Gold, Thomas Ruggles",1764,1827,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000257
G000261,GC0057,"Goldsborough, Charles",1765,1834,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000261
G000264,GR0028,"Goldsborough, Robert Henry",1779,1836,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000264
G000279,GS0120,"Goode, Samuel",1756,1822,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000279
G000286,GB0015,"Goodhue, Benjamin",1748,1814,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000286
G000293,GC0000,"Goodrich, Chauncey",1759,1815,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000293
G000294,GE0001,"Goodrich, Elizur",1761,1849,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000294
G000306,GP0075,"Goodwyn, Peterson",1745,1818,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000306
G000311,GJ0267,"Gordon, James",1739,1810,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000311
G000318,GW0063,"Gordon, William",1763,1802,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000318
G000322,GC0056,"Gore, Christopher",1758,1827,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000322
G000324,GB0016,"Gorham, Benjamin",1775,1855,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000324
G000345,GT0086,"Gourdin, Theodore",1764,1826,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000345
G000346,GA0112,"Govan, Andrew Robison",1794,1841,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000346
G000394,GE0059,"Gray, Edwin",1743,NA,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000394
G000398,GJ0669,"Gray, John Cowper",1783,1823,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000398
G000403,GW0185,"Grayson, William",1740,1790,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000403
G000413,GI0007,"Green, Isaiah Lewis",1761,1841,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000413
G000427,GR0095,"Greene, Ray",1765,1849,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000427
G000434,GC0053,"Greenup, Christopher",1750,1818,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000434
G000442,GA0060,"Gregg, Andrew",1755,1835,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000442
G000461,GI0024,"Griffin, Isaac",1756,1827,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000461
G000466,GS0114,"Griffin, Samuel",1746,1810,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000466
G000467,GT0058,"Griffin, Thomas",1773,1837,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000467
G000482,GG0018,"Griswold, Gaylord",1767,1809,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000482
G000488,GR0000,"Griswold, Roger",1762,1812,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000488
G000489,NA,"Griswold, Stanley",1763,1815,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000489
G000494,GE0070,"Gross, Ezra Carter",1787,1829,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000494
G000496,GS0076,"Gross, Samuel",1776,1839,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000496
G000498,GT0059,"Grosvenor, Thomas Peabody",1778,1817,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000498
G000500,GJ0158,"Grout, Jonathan",1737,1807,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000500
G000502,GW0091,"Grove, William Barry",1764,1818,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000502
G000509,GF0029,"Grundy, Felix",1777,1840,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000509
G000526,GJ0032,"Gunn, James",1753,1801,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000526
G000529,GH0013,"Gurley, Henry Hosford",1788,1833,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000529
G000539,GJ0318,"Guyon, James, Jr.",1778,1846,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000539
H000006,HA0093,"Hackley, Aaron, Jr.",1783,1868,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000006
H000018,HJ1003,"Hahn, John",1776,1823,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000018
H000022,HW0305,"Haile, William",1797,1837,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000022
H000038,HS0111,"Hale, Salma",1787,1866,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000038
H000039,HW0187,"Hale, William",1765,1848,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000039
H000045,HB0018,"Hall, Bolling",1767,1836,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000045
H000051,HG0062,"Hall, George",1770,1840,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000051
H000064,HO0010,"Hall, Obed",1757,1828,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000064
H000072,HT0135,"Hall, Thomas H.",1773,1853,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000072
H000076,HW0048,"Hall, Willard",1780,1875,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000076
H000082,HJ0600,"Hallock, John, Jr.",1783,1840,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000082
H000090,HS0138,"Halsey, Silas",1743,1832,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000090
H000110,HJ1250,"Hamilton, James, Jr.",1786,1857,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000110
H000111,HJ0611,"Hamilton, John",1754,1837,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000111
H000127,HJ0566,"Hammond, Jabez Delano",1778,1855,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000127
H000133,HS0033,"Hammond, Samuel",1757,1842,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000133
H000140,HW0374,"Hampton, Wade",1752,1835,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000140
H000148,HG0163,"Hancock, George",1754,1820,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000148
H000161,HK0754,"Hanna, John Andre",1762,1805,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000161
H000176,HA0038,"Hanson, Alexander Contee",1786,1819,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000176
H000184,HB0033,"Hardin, Benjamin",1784,1852,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000184
H000186,HM0017,"Hardin, Martin D.",1780,1823,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000186
H000223,HJ0379,"Harper, John Adams",1779,1816,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000223
H000225,HR0079,"Harper, Robert Goodloe",1765,1825,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000225
H000226,HW0350,"Harper, William",1790,1847,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000226
H000245,HJ0541,"Harris, John",1760,1824,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000245
H000248,HM0038,"Harris, Mark",1779,1843,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000248
H000250,HR0184,"Harris, Robert",1768,1851,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000250
H000254,HT0213,"Harris, Thomas K.",NA,1816,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000254
H000266,HC0136,"Harrison, Carter Bassett",1756,1808,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000266
H000279,HW0286,"Harrison, William Henry",1773,1841,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000279
H000299,HT0154,"Hartley, Thomas",1748,1800,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000299
H000308,HJ0382,"Harvey, Jonathan",1780,1859,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000308
H000309,HM0125,"Harvey, Matthew",1781,1866,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000309
H000312,ZZ0001,"Hasbrouck, Abraham Bruyn",1791,1879,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000312
H000313,HA0085,"Hasbrouck, Abraham Joseph",1773,1845,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000313
H000314,HJ0528,"Hasbrouck, Josiah",1755,1821,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000314
H000331,HS0073,"Hastings, Seth",1762,1831,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000331
H000348,HJ0485,"Hathorn, John",1749,1825,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000348
H000354,HN0031,"Haven, Nathaniel Appleton",1762,1831,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000354
H000359,HJ0499,"Havens, Jonathan Nicoll",1757,1799,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000359
H000361,HA0190,"Hawes, Aylett",1768,1833,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000361
H000366,HJ0588,"Hawkes, James",1776,1865,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000366
H000368,NA,"Hawkins, Benjamin",1754,1816,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000368
H000372,HJ0109,"Hawkins, Joseph H.",NA,1823,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000372
H000387,HM0053,"Hayden, Moses",1786,1830,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000387
H000398,HR0200,"Hayne, Robert Young",1791,1839,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000398
H000399,HC0011,"Haynes, Charles Eaton",1784,1841,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000399
H000410,HW0144,"Hayward, William, Jr.",1787,1836,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000410
H000415,HN0066,"Hazard, Nathaniel",1776,1820,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000415
H000425,HJ1093,"Healy, Joseph",1776,1861,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000425
H000431,HJ1299,"Heath, John",1758,1810,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000431
H000464,HW0205,"Helms, William",NA,1813,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000464
H000470,HJ0774,"Hemphill, Joseph",1770,1842,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000470
H000475,HA0107,"Henderson, Archibald",1768,1822,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000475
H000476,HB0169,"Henderson, Bennett H.",1784,NA,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000476
H000487,HS0045,"Henderson, Samuel",1764,1841,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000487
H000488,HT0100,"Henderson, Thomas",1743,1824,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000488
H000494,HW0072,"Hendricks, William",1782,1850,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000494
H000508,HJ0153,"Henry, John",1750,1798,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000508
H000509,HJ0557,"Henry, John Flournoy",1793,1873,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000509
H000517,HR0031,"Henry, Robert Pryor",1788,1826,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000517
H000525,HJ0191,"Herbert, John Carlyle",1775,1846,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000525
H000529,HJ0524,"Herkimer, John",1773,1848,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000529
H000538,HE0005,"Herrick, Ebenezer",1785,1839,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000538
H000542,HS0176,"Herrick, Samuel",1779,1852,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000542
H000558,HJ0843,"Hibshman, Jacob",1772,1852,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000558
H000570,ZZ0005,"Hiester, Daniel",1747,1804,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000570
H000571,ZZ0006,"Hiester, Daniel",1774,1834,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000571
H000573,HJ0784,"Hiester, John",1745,1821,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000573
H000574,HJ0793,"Hiester, Joseph",1752,1832,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000574
H000602,HM0035,"Hill, Mark Langdon",1772,1842,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000602
H000611,HW0233,"Hill, William Henry",1767,1809,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000611
H000618,HJ0008,"Hillhouse, James",1754,1832,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000618
H000629,HW0097,"Hindman, William",1743,1822,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000629
H000634,HR0171,"Hines, Richard",NA,1851,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000634
H000647,HP0039,"Hitchcock, Peter",1781,1853,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000647
H000659,HA0079,"Hobart, Aaron",1787,1858,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000659
H000661,HJ0510,"Hobart, John Sloss",1738,1805,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000661
H000688,HM0054,"Hoffman, Michael",1787,1848,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000688
H000695,HJ0764,"Hoge, John",1760,1824,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000695
H000699,HW0316,"Hoge, William",1762,1814,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000699
H000700,HJ0519,"Hogeboom, James Lawrence",1766,1839,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000700
H000705,HS0246,"Hogg, Samuel",1783,1842,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000705
H000711,HG0047,"Holcombe, George",1786,1828,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000711
H000718,HJ1278,"Holland, James",1754,1823,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000718
H000735,HD0041,"Holmes, David",1769,1832,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000735
H000737,HG0080,"Holmes, Gabriel",1769,1829,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000737
H000739,HJ0336,"Holmes, John",1773,1843,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000739
H000743,HU0000,"Holmes, Uriel",1764,1827,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000743
H000750,HS0071,"Holten, Samuel",1738,1816,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000750
H000761,HC0086,"Hooks, Charles",1768,1843,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000761
H000778,HS0042,"Hopkins, Samuel",1753,1819,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000778
H000780,HS0156,"Hopkins, Samuel Miles",1772,1837,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000780
H000784,HJ0994,"Hopkinson, Joseph",1770,1842,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000784
H000795,HO0000,"Horsey, Outerbridge",1777,1842,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000795
H000803,HH0037,"Hosmer, Hezekiah Lord",1765,1814,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000803
H000806,HJ0778,"Hostetter, Jacob",1754,1831,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000806
H000811,HD0043,"Hough, David",1753,1831,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000811
H000827,HS0248,"Houston, Samuel",1793,1863,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000827
H000834,HB0032,"Howard, Benjamin",1760,1814,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000834
H000841,HJ0159,"Howard, John Eager",1752,1827,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000841
H000865,HJ0035,"Howell, Jeremiah Brown",1771,1822,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000865
H000867,HN0037,"Howell, Nathaniel Woodhull",1770,1851,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000867
H000870,HB0138,"Howland, Benjamin",1755,1821,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000870
H000886,HJ1289,"Hubbard, Jonathan Hatch",1768,1849,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000886
H000887,HL0012,"Hubbard, Levi",1762,1836,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000887
H000890,HT0120,"Hubbard, Thomas Hill",1781,1857,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000890
H000914,HJ0423,"Hufty, Jacob",NA,1814,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000914
H000915,HB0145,"Huger, Benjamin",1768,1823,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000915
H000916,HD0170,"Huger, Daniel",1742,1799,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000916
H000932,HD0063,"Hugunin, Daniel, Jr.",1790,1850,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000932
H000935,HJ0303,"Hulbert, John Whitefield",1770,1831,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000935
H000950,HC0076,"Humphrey, Charles",1792,1850,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000950
H000957,HR0127,"Humphrey, Reuben",1757,1831,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000957
H000962,HP0075,"Humphreys, Parry Wayne",1778,1839,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000962
H000967,HJ1310,"Hungerford, John Pratt",1761,1833,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000967
H000976,HS0108,"Hunt, Samuel",1765,1807,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000976
H000982,HJ0599,"Hunter, John",1760,1802,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000982
H000991,HW0370,"Hunter, William",1774,1849,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000991
H000990,HW0335,"Hunter, William",1754,1827,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000990
H000995,HB0005,"Huntington, Benjamin",1736,1800,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000995
H000996,HE0008,"Huntington, Ebenezer",1754,1834,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000996
H001026,HJ0847,"Hyneman, John M.",1771,1816,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001026
I000009,ID0002,"Ilsley, Daniel",1740,1813,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000009
I000011,IJ0057,"Imlay, James Henderson",1764,1823,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000011
I000015,IC0003,"Ingersoll, Charles Jared",1782,1862,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000015
I000020,IR0000,"Ingersoll, Ralph Isaacs",1789,1872,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000020
I000022,IS0001,"Ingham, Samuel Delucenna",1779,1860,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000022
I000035,IW0016,"Irvine, William",1741,1804,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000035
I000038,IW0014,"Irving, William",1766,1821,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000038
I000042,IJ0023,"Irwin, Jared",1768,1818,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000042
I000045,IJ0112,"Isacks, Jacob C.",NA,NA,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000045
I000053,NA,"Izard, Ralph",1742,1804,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000053
J000005,JA0014,"Jackson, Andrew",1767,1845,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000005
J000010,JE0044,"Jackson, Edward Brake",1793,1826,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000010
J000012,JG0015,"Jackson, George",1757,1831,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000012
J000017,JJ0004,"Jackson, James",1757,1806,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000017
J000021,JJ0287,"Jackson, John George",1777,1825,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000021
J000025,JR0052,"Jackson, Richard, Jr.",1764,1838,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000025
J000036,JI0006,"Jacobs, Israel",1726,1796,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000036
J000085,JL0010,"Jenkins, Lemuel",1789,1862,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000085
J000087,JR0031,"Jenkins, Robert",1769,1848,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000087
J000095,JD0018,"Jennings, David",1787,1834,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000095
J000097,JJ0041,"Jennings, Jonathan",1784,1834,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000097
J000107,JL0015,"Jewett, Luther",1772,1860,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000107
J000123,JC0019,"Johnson, Charles",NA,1802,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000123
J000129,JF0000,"Johnson, Francis",1776,1842,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000129
J000137,JH0003,"Johnson, Henry",1783,1864,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000137
J000142,JJ0282,"Johnson, James",NA,1825,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000142
J000143,JJ0068,"Johnson, James",1774,1826,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000143
J000152,JJ0150,"Johnson, Jeromus",1775,1846,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000152
J000154,JJ0065,"Johnson, John Telemachus",1788,1856,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000154
J000155,JJ0298,"Johnson, Joseph",1785,1877,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000155
J000170,JR0007,"Johnson, Richard Mentor",1780,1850,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000170
J000182,NA,"Johnson, William Samuel",1727,1819,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000182
J000194,JJ0073,"Johnston, Josiah Stoddard",1784,1833,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000194
J000198,NA,"Johnston, Samuel",1733,1816,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000198
J000218,JF0010,"Jones, Francis",NA,NA,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000218
J000220,JG0000,"Jones, George",1766,1838,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000220
J000227,JJ0010,"Jones, James",NA,1801,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000227
J000228,JJ0276,"Jones, James",1772,1848,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000228
J000254,JW0100,"Jones, Walter",1745,1815,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000254
J000258,JW0065,"Jones, William",1760,1831,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000258
K000006,KE0009,"Kane, Elias Kent",1794,1835,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000006
K000063,KC0017,"Kellogg, Charles",1773,1842,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000063
K000073,KJ0173,"Kelly, James",1760,1819,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000073
K000079,KW0004,"Kelly, William",1786,1834,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000079
K000089,KT0049,"Kenan, Thomas",1771,1843,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000089
K000093,KJ0066,"Kendall, Jonas",1757,1844,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000093
K000116,KW0059,"Kennedy, William",1768,1834,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000116
K000125,KJ0034,"Kent, Joseph",1779,1837,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000125
K000126,KM0021,"Kent, Moss",1766,1838,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000126
K000136,KJ0364,"Kerr, John",1782,1842,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000136
K000139,KJ0030,"Kerr, John Leeds",1780,1844,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000139
K000141,KJ0130,"Kerr, Joseph",1765,1837,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000141
K000149,KJ0375,"Kershaw, John",1765,1829,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000149
K000158,KP0011,"Key, Philip",1750,1820,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000158
K000159,KP0001,"Key, Philip Barton",1757,1815,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000159
K000160,KE0050,"Keyes, Elias",1758,1844,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000160
K000163,KD0004,"Kidder, David",1787,1860,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000163
K000169,KJ0144,"Kilbourne, James",1770,1850,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000169
