congbio_id,candidate_id,congbio_name,congbio_birthyear,congbio_deathyear,congbio_url
C000289,CC0006,"Champlin, Christopher Grant",1768,1840,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000289
C000291,CJ0020,"Chandler, John",1762,1841,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000291
C000313,CJ0685,"Chapman, John",1740,1800,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000313
C000320,CJ1050,"Chappell, John Joel",1782,1871,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000320
C000325,CD0206,"Chase, Dudley",1771,1846,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000325
C000350,CL0067,"Cheves, Langdon",1776,1857,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000350
C000366,CD0204,"Chipman, Daniel",1765,1850,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000366
C000369,CN0042,"Chipman, Nathaniel",1752,1843,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000369
C000372,CM0084,"Chittenden, Martin",1763,1840,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000372
C000382,CG0044,"Christie, Gabriel",1755,1808,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000382
C000394,CB0048,"Cilley, Bradbury",1760,1831,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000394
C000399,CC0033,"Clagett, Clifton",1762,1829,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000399
C000403,CJ1099,"Claiborne, John",1777,1808,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000403
C000405,CN0061,"Claiborne, Nathaniel Herbert",1777,1859,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000405
C000406,CT0181,"Claiborne, Thomas",1749,1812,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000406
C000407,CT0204,"Claiborne, Thomas",1780,1856,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000407
C000408,CW0037,"Claiborne, William Charles Cole",1775,1817,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000408
C000418,CA0071,"Clark, Abraham",1726,1794,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000418
C000424,CC0134,"Clark, Christopher Henderson",1767,1828,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000424
C000436,CJ0165,"Clark, James",1779,1839,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000436
C000438,CJ0556,"Clark, James West",1779,1843,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000438
C000447,CL0046,"Clark, Lot",1788,1862,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000447
C000449,CR0084,"Clark, Robert",1777,1837,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000449
C000456,CA0097,"Clarke, Archibald Smith",1788,1821,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000456
C000482,CH0035,"Clay, Henry",1777,1852,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000482
C000486,CJ0754,"Clay, Joseph",1769,1811,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000486
C000487,CM0108,"Clay, Matthew",1754,1815,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000487
C000497,CJ0087,"Clayton, Joshua",1744,1798,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000497
C000499,CT0005,"Clayton, Thomas",1777,1854,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000499
C000510,CD0149,"Clendenin, David",1779,NA,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000510
C000525,CD0092,"Clinton, De Witt",1769,1828,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000525
C000526,CG0080,"Clinton, George",1771,1809,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000526
C000531,CJ1097,"Clopton, John",1756,1816,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000531
C000538,CG0011,"Clymer, George",1739,1813,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000538
C000545,CD0056,"Cobb, David",1748,1830,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000545
C000547,CH0029,"Cobb, Howell",1772,1818,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000547
C000553,CT0041,"Cobb, Thomas Willis",1784,1830,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000553
C000563,CJ0481,"Cochran, James",1769,1848,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000563
C000564,CJ0546,"Cochran, James",1767,1813,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000564
C000571,CJ1064,"Cocke, John",1772,1854,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000571
C000572,CW0351,"Cocke, William",1748,1828,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000572
C000591,CP0027,"Coffin, Peleg, Jr.",1756,1805,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000591
C000600,CJ0025,"Coit, Joshua",1758,1798,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000600
C000604,CC0074,"Colden, Cadwallader David",1769,1834,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000604
C000624,CI0035,"Coles, Isaac",1747,1813,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000624
C000627,CJ0999,"Colhoun, John Ewing",1749,1802,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000627
C000635,CE0108,"Collins, Ela",1786,1848,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000635
C000650,CE0182,"Colston, Edward",1786,1852,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000650
C000664,CO0016,"Comstock, Oliver Cromwell",1780,1860,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000664
C000667,CJ0812,"Conard, John",1773,1857,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000667
C000668,CL0013,"Condict, Lewis",1772,1862,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000668
C000671,CJ0382,"Condit, John",1755,1834,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000671
C000679,CA0117,"Conkling, Alfred",1789,1874,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000679
C000692,CS0086,"Conner, Samuel Shepard",1783,1820,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000692
C000700,CH0119,"Connor, Henry William",1793,1866,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000700
C000704,CF0031,"Conrad, Frederick",1759,1827,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000704
C000710,CB0013,"Contee, Benjamin",1755,1815,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000710
C000716,CD0015,"Cook, Daniel Pope",1794,1827,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000716
C000723,CO0004,"Cook, Orchard",1763,1819,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000723
C000728,CZ0000,"Cook, Zadock",1769,1863,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000728
C000734,CT0159,"Cooke, Thomas Burrage",1778,1853,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000734
C000762,CT0008,"Cooper, Thomas",1764,1829,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000762
C000764,CW0154,"Cooper, William",1754,1809,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000764
C000792,CJ0268,"Cosden, Jeremiah",1768,1824,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000792
C000817,CL0008,"Covington, Leonard",1768,1813,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000817
C000834,CJ0405,"Cox, James",1753,1810,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000834
C000843,CW0104,"Coxe, William, Jr.",1762,1831,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000843
C000848,CJ0201,"Crabb, Jeremiah",1760,1800,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000848
C000851,CS0219,"Crafts, Samuel Chandler",1768,1853,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000851
C000856,CH0107,"Craig, Hector",1775,1842,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000856
C000863,CW0040,"Craik, William",1761,1814,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000863
C000891,CJ0122,"Crawford, Joel",1783,1858,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000891
C000894,CW0246,"Crawford, William",1760,1823,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000894
C000895,CW0010,"Crawford, William Harris",1772,1834,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000895
C000902,CW0192,"Creighton, William, Jr.",1778,1851,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000902
C000910,CH0038,"Crist, Henry",1764,1844,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000910
C000912,CJ0170,"Crittenden, John Jordan",1786,1863,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000912
C000914,CH0097,"Crocheron, Henry",1772,1819,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000914
C000934,CE0131,"Crouch, Edward",1764,1827,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000934
C000942,CJ0004,"Crowell, John",1780,1846,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000942
C000946,CB0039,"Crowninshield, Benjamin Williams",1772,1851,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000946
C000947,CJ0329,"Crowninshield, Jacob",1770,1808,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000947
C000953,CJ0586,"Crudup, Josiah",1791,1872,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000953
C000954,CD0115,"Cruger, Daniel",1780,1843,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000954
C000956,CG0118,"Crump, George William",1786,1848,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000956
C000967,CT0095,"Culbreth, Thomas",1786,1843,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000967
C000976,CJ0545,"Culpepper, John",1761,1841,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000976
C001019,CJ0520,"Cushman, John Paine",1784,1848,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001019
C001020,CJ0007,"Cushman, Joshua",1761,1834,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001020
C001023,CA0020,"Cuthbert, Alfred",1785,1856,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001023
C001024,CJ0138,"Cuthbert, John Alfred",1788,1881,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001024
C001026,CM0015,"Cutler, Manasseh",1742,1823,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001026
C001031,CC0034,"Cutts, Charles",1769,1846,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001031
C001033,CR0035,"Cutts, Richard",1771,1845,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001033
D000002,DD0000,"Daggett, David",1764,1851,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000002
D000013,DT0022,"Dalton, Tristram",1738,1817,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000013
D000023,DS0058,"Dana, Samuel",1767,1835,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000023
D000024,DS0003,"Dana, Samuel Whittlesey",1760,1830,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000024
D000026,DJ0174,"Dane, Joseph",1778,1858,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000026
D000047,DE0037,"Darby, Ezra",1768,1808,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000047
D000057,DI0059,"Darlington, Isaac",1781,1839,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000057
D000059,DW0154,"Darlington, William",1782,1863,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000059
D000069,DF0014,"Davenport, Franklin",1755,1832,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000069
D000073,DJ0006,"Davenport, James",1758,1797,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000073
D000075,DJ0022,"Davenport, John",1752,1830,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000075
D000079,DT0144,"Davenport, Thomas",NA,1838,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000079
D000087,DW0128,"Davidson, William",1778,1857,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000087
D000117,DJ0181,"Davis, John",1787,1854,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000117
D000133,DR0049,"Davis, Roger",1762,1815,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000133
D000134,DS0018,"Davis, Samuel",1774,1831,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000134
D000138,DT0030,"Davis, Thomas Terry",NA,1807,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000138
D000151,DJ0582,"Dawson, John",1762,1814,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000151
D000157,DW0108,"Dawson, William Johnson",NA,1798,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000157
D000159,DR0036,"Day, Rowland",1779,1853,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000159
D000165,DJ0209,"Dayton, Jonathan",1760,1824,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000165
D000287,DJ0332,"De Witt, Jacob Hasbrouck",1784,1857,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000287
D000295,DJ0014,"De Wolf, James",1764,1837,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000295
D000173,DJ0177,"Dean, Josiah",1748,1818,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000173
D000178,DH0026,"Dearborn, Henry",1751,1829,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000178
D000238,DG0052,"Denison, George",1790,1831,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000238
D000240,DW0080,"Denning, William",1740,1819,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000240
D000243,DJ0122,"Dennis, John",1771,1806,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000243
D000252,DP0026,"Denoyelles, Peter",1766,1829,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000252
D000254,DG0004,"Dent, George",1756,1813,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000254
D000271,DJ0079,"Desha, Joseph",1768,1842,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000271
D000273,DJ0115,"Destrehan, Jean Noel",1754,1823,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000273
D000293,DD0043,"Dewey, Daniel",1766,1815,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000293
D000296,DS0053,"Dexter, Samuel",1761,1816,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000296
D000306,DS0131,"Dickens, Samuel",NA,1840,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000306
D000308,DM0030,"Dickerson, Mahlon",1770,1853,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000308
D000322,DJ0326,"Dickinson, John Dean",1767,1841,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000322
D000324,DP0018,"Dickinson, Philemon",1739,1809,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000324
D000331,DJ0351,"Dickson, Joseph",1745,1825,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000331
D000333,DW0184,"Dickson, William",1770,1816,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000333
D000342,DW0091,"Dietz, William",1778,1848,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000342
D000357,DS0099,"Dinsmoor, Samuel",1766,1835,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000357
D000437,DC0019,"Dorsey, Clement",1778,1848,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000437
D000477,DE0032,"Dowse, Edward",1756,1828,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000477
D000485,DJ0329,"Drake, John Reuben",1782,1857,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000485
D000490,DW0036,"Drayton, William",1776,1846,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000490
D000531,DJ0409,"Duncan, James",1756,1844,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000531
D000565,DD0071,"Durell, Daniel Meserve",1769,1841,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000565
D000568,DJ0538,"Durfee, Job",1790,1847,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000568
D000577,DW0027,"Duval, William Pope",1784,1854,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000577
D000578,DG0008,"Duvall, Gabriel",1752,1844,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000578
D000579,DH0008,"Dwight, Henry Williams",1788,1845,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000579
D000582,DT0000,"Dwight, Theodore",1764,1846,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000582
D000583,DT0078,"Dwight, Thomas",1758,1819,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000583
D000584,DJ0345,"Dwinell, Justin",1785,1850,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000584
E000007,EE0042,"Earle, Elias",1762,1823,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000007
E000008,EJ0266,"Earle, John Baylis",1766,1836,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000008
E000010,NA,"Earle, Samuel",1760,1833,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000010
E000014,EP0004,"Early, Peter",1773,1817,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000014
E000021,EN0021,"Eastman, Nehemiah",1782,1856,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000021
E000024,EJ0290,"Eaton, John Henry",1790,1856,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000024
E000025,EL0013,"Eaton, Lewis",1789,1857,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000025
E000040,ES0042,"Eddy, Samuel",1769,1839,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000040
E000052,EW0001,"Edmond, William",1755,1838,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000052
E000060,EB0002,"Edwards, Benjamin",1753,1829,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000060
E000070,EH0001,"Edwards, Henry Waggaman",1779,1847,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000070
E000075,EJ0027,"Edwards, John",1748,1837,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000075
E000078,EN0002,"Edwards, Ninian",1775,1833,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000078
E000080,ES0034,"Edwards, Samuel",1785,1850,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000080
E000083,EW0066,"Edwards, Weldon Nathaniel",1788,1873,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000083
E000089,EG0009,"Ege, George",1748,1829,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000089
E000091,EJ0301,"Eggleston, Joseph",1754,1811,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000091
E000114,EC0044,"Ellery, Christopher",1768,1840,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000114
E000118,EB0013,"Ellicott, Benjamin",1765,1827,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000118
E000122,EJ0292,"Elliot, James",1775,1839,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000122
E000124,EJ0016,"Elliott, John",1773,1827,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000124
E000130,EC0005,"Ellis, Caleb",1767,1816,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000130
E000136,NA,"Ellis, Powhatan",1790,1863,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000136
E000137,EW0059,"Ellis, William Cox",1787,1871,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000137
E000147,EO0001,"Ellsworth, Oliver",1745,1807,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000147
E000153,EL0004,"Elmendorf, Lucas Conrad",1758,1843,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000153
E000154,EE0016,"Elmer, Ebenezer",1752,1843,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000154
E000155,EJ0094,"Elmer, Jonathan",1745,1817,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000155
E000168,EW0034,"Ely, William",1765,1817,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000168
E000176,EJ0125,"Emott, James",1771,1850,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000176
E000197,EJ0283,"Eppes, John Wayles",1773,1823,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000197
E000209,EJ0276,"Ervin, James",1778,1841,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000209
E000223,EB0023,"Estil, Benjamin",1780,1853,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000223
E000230,EW0031,"Eustis, William",1753,1825,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000230
E000238,ED0029,"Evans, David Reid",1769,1843,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000238
E000257,ET0046,"Evans, Thomas",1755,1815,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000257
E000264,EE0018,"Everett, Edward",1794,1865,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000264
F000032,FP0028,"Farrelly, Patrick",1770,1826,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000032
F000036,FS0123,"Farrow, Samuel",1759,1824,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000036
F000052,FJ0059,"Fay, John",1773,1855,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000052
F000074,FJ0410,"Fenner, James",1771,1846,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000074
F000100,FW0005,"Few, William",1748,1828,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000100
F000119,FJ0300,"Findlay, James",1770,1835,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000119
F000120,FJ0394,"Findlay, John",1766,1838,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000120
F000122,FW0061,"Findlay, William",1768,1846,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000122
F000124,FW0062,"Findley, William",1742,1821,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000124
F000144,FC0020,"Fisher, Charles",1789,1849,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000144
F000154,FJ0462,"Fisk, James",1763,1844,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000154
F000155,FJ0199,"Fisk, Jonathan",1778,1832,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000155
F000156,FA0038,"Fitch, Asa",1765,1843,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000156
F000178,FT0061,"Fitzsimons, Thomas",1741,1811,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000178
F000204,FT0013,"Fletcher, Thomas",1779,NA,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000204
F000221,FJ0482,"Floyd, John",1783,1837,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000221
F000224,FW0034,"Floyd, William",1734,1821,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000224
F000242,FW0026,"Folger, Walter, Jr.",1765,1849,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000242
F000247,FS0001,"Foot, Samuel Augustus",1780,1846,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000247
F000249,FC0018,"Foote, Charles Augustus",1785,1828,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000249
F000269,FW0046,"Ford, William Donnison",1779,1833,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000269
F000278,FD0022,"Forney, Daniel Munroe",1784,1847,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000278
F000279,FP0016,"Forney, Peter",1756,1834,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000279
F000281,FT0063,"Forrest, Thomas",1747,1825,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000281
F000282,FU0000,"Forrest, Uriah",1756,1805,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000282
F000284,FJ0021,"Forsyth, John",1780,1841,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000284
F000290,FW0098,"Forward, Chauncey",1793,1839,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000290
F000291,FW0098,"Forward, Walter",1786,1852,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000291
F000292,FN0023,"Fosdick, Nicoll",1785,1868,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000292
F000297,FA0029,"Foster, Abiel",1735,1806,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000297
F000301,FD0007,"Foster, Dwight",1757,1823,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000301
F000313,NA,"Foster, Theodore",1752,1828,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000313
F000322,FJ0047,"Fowler, John",1755,1840,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000322
F000344,FJ0228,"Franklin, Jesse",1760,1823,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000344
F000346,FM0021,"Franklin, Meshack",1772,1839,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000346
F000364,FJ0138,"Freeman, Jonathan",1745,1808,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000364
F000365,FN0017,"Freeman, Nathaniel, Jr.",1766,1800,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000365
F000368,FF0012,"Frelinghuysen, Frederick",1753,1804,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000368
F000389,FE0010,"Fromentin, Eligius",NA,1822,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000389
F000391,FH0195,"Frost, Joel",1765,1827,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000391
F000413,FT0028,"Fuller, Timothy",1778,1835,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000413
F000416,FD0036,"Fullerton, David",1772,1843,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000416
G000003,GJ0005,"Gage, Joshua",1763,1831,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000003
G000005,GJ0554,"Gaillard, John",1765,1826,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000005
G000012,GG0007,"Gale, George",1756,1815,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000012
G000020,GA0061,"Gallatin, Albert",1761,1849,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000020
G000039,GB0014,"Gannett, Barzillai",1764,1832,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000039
G000049,GB0026,"Gardenier, Barent",1776,1822,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000049
G000052,GF0006,"Gardner, Francis",1771,1835,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000052
G000054,GG0013,"Gardner, Gideon",1759,1832,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000054
G000066,GD0070,"Garland, David Shepherd",1769,1841,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000066
G000075,GJ0658,"Garnett, James Mercer",1770,1843,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000075
G000077,GR0068,"Garnett, Robert Selden",1789,1840,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000077
G000078,GD0043,"Garnsey, Daniel Greene",1779,1851,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000078
