election_id,election_office,state,congress,district,year,election_type,election_label
sc.uscongress.charleston.1798,U.S. House of Representatives,SC,6,1,1798,General,"South Carolina 1798 U.S. House of Representatives, District 1"
sc.uscongress.beaufort.1798,U.S. House of Representatives,SC,6,2,1798,General,"South Carolina 1798 U.S. House of Representatives, District 2"
sc.uscongress.georgetown.1798,U.S. House of Representatives,SC,6,3,1798,General,"South Carolina 1798 U.S. House of Representatives, District 3"
sc.uscongress.camden.1798,U.S. House of Representatives,SC,6,4,1798,General,"South Carolina 1798 U.S. House of Representatives, District 4"
sc.uscongress.ninety-six.1798,U.S. House of Representatives,SC,6,5,1798,General,"South Carolina 1798 U.S. House of Representatives, District 5"
sc.uscongress.washington.1798,U.S. House of Representatives,SC,6,6,1798,General,"South Carolina 1798 U.S. House of Representatives, District 6"
sc.uscongress.charleston.1800,U.S. House of Representatives,SC,7,1,NA,NA,NA
sc.uscongress.beaufort.1800,U.S. House of Representatives,SC,7,2,NA,NA,NA
sc.uscongress.georgetown.1800,U.S. House of Representatives,SC,7,3,NA,NA,NA
sc.uscongress.camden.1800,U.S. House of Representatives,SC,7,4,NA,NA,NA
sc.uscongress.camden.special.1802,U.S. House of Representatives,SC,7,4,NA,NA,NA
sc.uscongress.ninety-six.1800,U.S. House of Representatives,SC,7,5,NA,NA,NA
sc.uscongress.washington.1800,U.S. House of Representatives,SC,7,6,NA,NA,NA
sc.uscongress.charleston.1803,U.S. House of Representatives,SC,8,1,NA,NA,NA
sc.uscongress.edgefield.1803,U.S. House of Representatives,SC,8,2,NA,NA,NA
sc.uscongress.georgetown.1803,U.S. House of Representatives,SC,8,3,NA,NA,NA
sc.uscongress.orangeburg.1803,U.S. House of Representatives,SC,8,4,NA,NA,NA
sc.uscongress.sumter.1803,U.S. House of Representatives,SC,8,5,NA,NA,NA
sc.uscongress.abbeville.1803,U.S. House of Representatives,SC,8,6,NA,NA,NA
sc.uscongress.chester.1803,U.S. House of Representatives,SC,8,7,NA,NA,NA
sc.uscongress.pendleton.1803,U.S. House of Representatives,SC,8,8,NA,NA,NA
sc.uscongress.charleston.1804,U.S. House of Representatives,SC,9,1,NA,NA,NA
sc.uscongress.edgefield.1804,U.S. House of Representatives,SC,9,2,NA,NA,NA
sc.uscongress.georgetown.1804,U.S. House of Representatives,SC,9,3,NA,NA,NA
sc.uscongress.orangeburg.1804,U.S. House of Representatives,SC,9,4,NA,NA,NA
sc.uscongress.sumter.1804,U.S. House of Representatives,SC,9,5,NA,NA,NA
sc.uscongress.abbeville.1804,U.S. House of Representatives,SC,9,6,NA,NA,NA
sc.uscongress.spartanburg.1804,U.S. House of Representatives,SC,9,7,NA,NA,NA
sc.uscongress.pendleton.1805,U.S. House of Representatives,SC,9,8,1805,Special,"South Carolina 1805 U.S. House of Representatives, District 8, Special"
sc.uscongress.pendleton.1804,U.S. House of Representatives,SC,9,8,NA,NA,NA
sc.uscongress.charleston.1806,U.S. House of Representatives,SC,10,2,NA,NA,NA
sc.uscongress.beaufort.1806,U.S. House of Representatives,SC,10,2,NA,NA,NA
sc.uscongress.georgetown.1806,U.S. House of Representatives,SC,10,3,NA,NA,NA
sc.uscongress.orangeburgh.1806,U.S. House of Representatives,SC,10,4,NA,NA,NA
sc.uscongress.sumter.1806,U.S. House of Representatives,SC,10,5,NA,NA,NA
sc.uscongress.abbeville.1806,U.S. House of Representatives,SC,10,6,NA,NA,NA
sc.uscongress.newberry.specialelection.1807,U.S. House of Representatives,SC,10,6,NA,NA,NA
sc.uscongress.spartanburg.1806,U.S. House of Representatives,SC,10,7,NA,NA,NA
sc.uscongress.pendleton.1806,U.S. House of Representatives,SC,10,8,NA,NA,NA
sc.uscongress.district1.1808,U.S. House of Representatives,SC,11,1,NA,NA,NA
sc.uscongress.district2.1808,U.S. House of Representatives,SC,11,2,NA,NA,NA
sc.uscongress.district3.1808,U.S. House of Representatives,SC,11,3,NA,NA,NA
sc.uscongress.district4.1808,U.S. House of Representatives,SC,11,4,NA,NA,NA
sc.uscongress.district5.1808,U.S. House of Representatives,SC,11,5,NA,NA,NA
sc.uscongress.district6.1808,U.S. House of Representatives,SC,11,6,NA,NA,NA
sc.uscongress.district7.1808,U.S. House of Representatives,SC,11,7,NA,NA,NA
sc.uscongress.district8.1808,U.S. House of Representatives,SC,11,8,NA,NA,NA
sc.uscongress.charleston.1810,U.S. House of Representatives,SC,12,1,NA,NA,NA
sc.uscongress.charleston.specialelection.1811,U.S. House of Representatives,SC,12,1,NA,NA,NA
sc.uscongress.edgefield.1810,U.S. House of Representatives,SC,12,2,NA,NA,NA
sc.uscongress.georgetown.1810,U.S. House of Representatives,SC,12,3,NA,NA,NA
sc.uscongress.orangeburgh.1810,U.S. House of Representatives,SC,12,4,NA,NA,NA
sc.uscongress.sumter.1810,U.S. House of Representatives,SC,12,5,NA,NA,NA
sc.uscongress.newberry.1810,U.S. House of Representatives,SC,12,6,NA,NA,NA
sc.uscongress.chester.1810,U.S. House of Representatives,SC,12,7,NA,NA,NA
sc.uscongress.pendleton.1810,U.S. House of Representatives,SC,12,8,NA,NA,NA
sc.uscongress.charleston.1812,U.S. House of Representatives,SC,13,1,NA,NA,NA
sc.uscongress.beaufort.1812,U.S. House of Representatives,SC,13,2,NA,NA,NA
sc.uscongress.georgetown.1812,U.S. House of Representatives,SC,13,3,NA,NA,NA
sc.uscongress.orangeburg.1812,U.S. House of Representatives,SC,13,4,NA,NA,NA
sc.uscongress.newberry.1812,U.S. House of Representatives,SC,13,5,NA,NA,NA
sc.uscongress.edgefield.1812,U.S. House of Representatives,SC,13,6,NA,NA,NA
sc.uscongress.pendleton.1812,U.S. House of Representatives,SC,13,7,NA,NA,NA
sc.uscongress.chester.1812,U.S. House of Representatives,SC,13,8,NA,NA,NA
sc.uscongress.sumter.1812,U.S. House of Representatives,SC,13,9,NA,NA,NA
sc.uscongress.charleston.1814,U.S. House of Representatives,SC,14,1,NA,NA,NA
sc.uscongress.beaufort.1814,U.S. House of Representatives,SC,14,2,NA,NA,NA
sc.uscongress.georgetown.1814,U.S. House of Representatives,SC,14,3,NA,NA,NA
sc.uscongress.orangeburg.1814,U.S. House of Representatives,SC,14,4,NA,NA,NA
sc.uscongress.newberry.1814,U.S. House of Representatives,SC,14,5,NA,NA,NA
sc.uscongress.edgefield.1814,U.S. House of Representatives,SC,14,6,NA,NA,NA
sc.uscongress.pendleton.1814,U.S. House of Representatives,SC,14,7,NA,NA,NA
sc.uscongress.chester.1814,U.S. House of Representatives,SC,14,8,NA,NA,NA
sc.uscongress.sumpter.1814,U.S. House of Representatives,SC,14,9,NA,NA,NA
sc.uscongress.camden.special.1816,U.S. House of Representatives,SC,14,9,NA,NA,NA
sc.uscongress.charleston.1816,U.S. House of Representatives,SC,15,1,NA,NA,NA
sc.uscongress.beaufort.1816,U.S. House of Representatives,SC,15,2,NA,NA,NA
sc.uscongress.georgetown.1816,U.S. House of Representatives,SC,15,3,NA,NA,NA
sc.uscongress.orangeburg.1816,U.S. House of Representatives,SC,15,4,NA,NA,NA
sc.uscongress.newberry.1816,U.S. House of Representatives,SC,15,5,NA,NA,NA
sc.uscongress.edgefield.1816,U.S. House of Representatives,SC,15,6,NA,NA,NA
sc.uscongress.edgefield.special.1818,U.S. House of Representatives,SC,15,6,NA,NA,NA
sc.uscongress.pendleton.1816,U.S. House of Representatives,SC,15,7,NA,NA,NA
sc.uscongress.chester.1816,U.S. House of Representatives,SC,15,8,NA,NA,NA
sc.uscongress.sumpter.1816,U.S. House of Representatives,SC,15,9,NA,NA,NA
sc.uscongress.charleston.1818,U.S. House of Representatives,SC,16,1,NA,NA,NA
sc.uscongress.beaufort.1818,U.S. House of Representatives,SC,16,2,NA,NA,NA
sc.uscongress.georgetown.1818,U.S. House of Representatives,SC,16,3,NA,NA,NA
sc.uscongress.orangeburg.1818,U.S. House of Representatives,SC,16,4,NA,NA,NA
sc.uscongress.newberry.1818,U.S. House of Representatives,SC,16,5,NA,NA,NA
sc.uscongress.edgefield.1818,U.S. House of Representatives,SC,16,6,NA,NA,NA
sc.uscongress.pendleton.1818,U.S. House of Representatives,SC,16,7,NA,NA,NA
sc.uscongress.chester.1818,U.S. House of Representatives,SC,16,8,NA,NA,NA
sc.uscongress.sumpter.1818,U.S. House of Representatives,SC,16,9,NA,NA,NA
sc.uscongress.charleston.1820,U.S. House of Representatives,SC,17,1,NA,NA,NA
sc.uscongress.beaufort.1820,U.S. House of Representatives,SC,17,2,NA,NA,NA
sc.uscongress.beaufort.specialelection.1822,U.S. House of Representatives,SC,17,2,NA,NA,NA
sc.uscongress.georgetown.1820,U.S. House of Representatives,SC,17,3,NA,NA,NA
sc.uscongress.orangeburgh.1820,U.S. House of Representatives,SC,17,4,NA,NA,NA
sc.uscongress.orangeburg.specialelection.1822,U.S. House of Representatives,SC,17,4,NA,NA,NA
sc.uscongress.fairfield.1820,U.S. House of Representatives,SC,17,5,NA,NA,NA
sc.uscongress.edgefield.1820,U.S. House of Representatives,SC,17,6,NA,NA,NA
sc.uscongress.pendleton.1820,U.S. House of Representatives,SC,17,7,NA,NA,NA
sc.uscongress.chester.1820,U.S. House of Representatives,SC,17,8,NA,NA,NA
sc.uscongress.kershaw.1820,U.S. House of Representatives,SC,17,9,NA,NA,NA
sc.uscongress.kershaw.specialelection.1821,U.S. House of Representatives,SC,17,9,NA,NA,NA
sc.uscongress.kershaw.specialelection.1822,U.S. House of Representatives,SC,17,9,NA,NA,NA
sc.uscongress.charleston.1823,U.S. House of Representatives,SC,18,1,NA,NA,NA
sc.uscongress.beaufort.1823,U.S. House of Representatives,SC,18,2,NA,NA,NA
sc.uscongress.georgetown.1823,U.S. House of Representatives,SC,18,3,NA,NA,NA
sc.uscongress.orange.1823,U.S. House of Representatives,SC,18,4,NA,NA,NA
sc.uscongress.edgefield.1823,U.S. House of Representatives,SC,18,NA,NA,NA,NA
sc.uscongress.chester.1823,U.S. House of Representatives,SC,18,NA,NA,NA,NA
sc.uscongress.newberry.1823,U.S. House of Representatives,SC,18,NA,NA,NA,NA
sc.uscongress.kershaw.1823,U.S. House of Representatives,SC,18,NA,NA,NA,NA
sc.uscongress.pendleton.1823,U.S. House of Representatives,SC,18,NA,NA,NA,NA
sc.uscongress.charleston.1824,U.S. House of Representatives,SC,19,1,NA,NA,NA
sc.uscongress.special.charleston.1825,U.S. House of Representatives,SC,19,1,NA,NA,NA
sc.uscongress.beaufort.1824,U.S. House of Representatives,SC,19,2,NA,NA,NA
sc.uscongress.georgetown.1824,U.S. House of Representatives,SC,19,3,NA,NA,NA
sc.uscongress.orangeburgh.1824,U.S. House of Representatives,SC,19,4,NA,NA,NA
sc.uscongress.abbeville.1824,U.S. House of Representatives,SC,19,5,NA,NA,NA
sc.uscongress.pendleton.1824,U.S. House of Representatives,SC,19,6,NA,NA,NA
sc.uscongress.chester.1824,U.S. House of Representatives,SC,19,7,NA,NA,NA
sc.uscongress.kershaw.1824,U.S. House of Representatives,SC,19,8,NA,NA,NA
sc.uscongress.newberry.1824,U.S. House of Representatives,SC,19,9,NA,NA,NA
tn.uscongress.1796,U.S. House of Representatives,TN,5,NA,NA,NA,NA
tn.ushouserepresentatives.1797,U.S. House of Representatives,TN,5,NA,NA,NA,NA
tn.congress.1799,U.S. House of Representatives,TN,6,NA,1799,General,Tennessee 1799 U.S. House of Representatives
tn.ushouserepresentativespecial.1801,U.S. House of Representatives,TN,7,NA,NA,NA,NA
tn.congress.1801,U.S. House of Representatives,TN,7,NA,NA,NA,NA
tn.congress.1803,U.S. House of Representatives,TN,8,NA,1803,General,Tennessee 1803 U.S. House of Representatives
tn.congressdistrict1.1805,U.S. House of Representatives,TN,9,1,1805,General,"Tennessee 1805 U.S. House of Representatives, District 1"
tn.congress.hamilton.1805,U.S. House of Representatives,TN,9,2,1805,General,"Tennessee 1805 U.S. House of Representatives, District 2"
tn.uscongressdistrict3.1805,U.S. House of Representatives,TN,9,3,1805,General,"Tennessee 1805 U.S. House of Representatives, District 3"
tn.congress.washington.1807,U.S. House of Representatives,TN,10,1,1807,General,"Tennessee 1807 U.S. House of Representatives, Washington District"
tn.congress.hamilton.1807,U.S. House of Representatives,TN,10,2,1807,General,"Tennessee 1807 U.S. House of Representatives, Hamilton District"
tn.congress.mero.1807,U.S. House of Representatives,TN,10,3,NA,NA,NA
tn.congress.washington.1809,U.S. House of Representatives,TN,11,1,NA,NA,NA
tn.congress.hamilton.1809,U.S. House of Representatives,TN,11,2,1809,General,"Tennessee 1809 U.S. House of Representatives, Hamilton District"
tn.congress.mero.1809,U.S. House of Representatives,TN,11,3,1809,General,"Tennessee 1809 U.S. House of Representatives, Mero District"
tn.congress.1.1811,U.S. House of Representatives,TN,12,1,NA,NA,NA
tn.congress.2.1811,U.S. House of Representatives,TN,12,2,NA,NA,NA
tn.congress.3.1811,U.S. House of Representatives,TN,12,3,1811,General,"Tennessee 1811 U.S. House of Representatives, District 3"
tn.congress.1.1813,U.S. House of Representatives,TN,13,1,NA,NA,NA
tn.congress.2.1813,U.S. House of Representatives,TN,13,2,NA,NA,NA
tn.congress.3.1813,U.S. House of Representatives,TN,13,3,1813,General,"Tennessee 1813 U.S. House of Representatives, District 3"
tn.congress.4.1813,U.S. House of Representatives,TN,13,4,NA,NA,NA
tn.congress.5.1813,U.S. House of Representatives,TN,13,5,1813,General,"Tennessee 1813 U.S. House of Representatives, District 5"
tn.special.congress.5.1814,U.S. House of Representatives,TN,13,5,NA,NA,NA
tn.congress.6.1813,U.S. House of Representatives,TN,13,6,NA,NA,NA
tn.congress.1.1815,U.S. House of Representatives,TN,14,1,1815,General,"Tennessee 1815 U.S. House of Representatives, District 1"
tn.congress.2.1815,U.S. House of Representatives,TN,14,2,1815,General,"Tennessee 1815 U.S. House of Representatives, District 2"
tn.special.congress.2.1815,U.S. House of Representatives,TN,14,2,NA,NA,NA
tn.congress.3.1815,U.S. House of Representatives,TN,14,3,1815,General,"Tennessee 1815 U.S. House of Representatives, District 3"
tn.congress.4.1815,U.S. House of Representatives,TN,14,4,1815,General,"Tennessee 1815 U.S. House of Representatives, District 4"
tn.congress.5.1815,U.S. House of Representatives,TN,14,5,1815,General,"Tennessee 1815 U.S. House of Representatives, District 5"
tn.congress.6.1815,U.S. House of Representatives,TN,14,6,1815,General,"Tennessee 1815 U.S. House of Representatives, District 6"
tn.congress.1.1817,U.S. House of Representatives,TN,15,1,1817,General,"Tennessee 1817 U.S. House of Representatives, District 1"
tn.congress.2.1817,U.S. House of Representatives,TN,15,2,1817,General,"Tennessee 1817 U.S. House of Representatives, District 2"
tn.congress.3.1817,U.S. House of Representatives,TN,15,3,1817,General,"Tennessee 1817 U.S. House of Representatives, District 3"
tn.congress.4.1817,U.S. House of Representatives,TN,15,4,1817,General,"Tennessee 1817 U.S. House of Representatives, District 4"
tn.congress.5.1817,U.S. House of Representatives,TN,15,5,1817,General,"Tennessee 1817 U.S. House of Representatives, District 5"
tn.congress.6.1817,U.S. House of Representatives,TN,15,6,1817,General,"Tennessee 1817 U.S. House of Representatives, District 6"
tn.congress.1.1819,U.S. House of Representatives,TN,16,1,1819,General,"Tennessee 1819 U.S. House of Representatives, District 1"
tn.congress.2.1819,U.S. House of Representatives,TN,16,2,1819,General,"Tennessee 1819 U.S. House of Representatives, District 2"
tn.congress.3.1819,U.S. House of Representatives,TN,16,3,1819,General,"Tennessee 1819 U.S. House of Representatives, District 3"
tn.congress.4.1819,U.S. House of Representatives,TN,16,4,1819,General,"Tennessee 1819 U.S. House of Representatives, District 4"
tn.congress.5.1819,U.S. House of Representatives,TN,16,5,1819,General,"Tennessee 1819 U.S. House of Representatives, District 5"
tn.congress.6.1819,U.S. House of Representatives,TN,16,6,1819,General,"Tennessee 1819 U.S. House of Representatives, District 6"
tn.congress.1.1821,U.S. House of Representatives,TN,17,1,1821,General,"Tennessee 1821 U.S. House of Representatives, District 1"
tn.congress.2.1821,U.S. House of Representatives,TN,17,2,1821,General,"Tennessee 1821 U.S. House of Representatives, District 2"
tn.congress.3.1821,U.S. House of Representatives,TN,17,3,1821,General,"Tennessee 1821 U.S. House of Representatives, District 3"
tn.congress.4.1821,U.S. House of Representatives,TN,17,4,1821,General,"Tennessee 1821 U.S. House of Representatives, District 4"
tn.congress.5.1821,U.S. House of Representatives,TN,17,5,1821,General,"Tennessee 1821 U.S. House of Representatives, District 5"
tn.congress.6.1821,U.S. House of Representatives,TN,17,6,1821,General,"Tennessee 1821 U.S. House of Representatives, District 6"
tn.congress.1st.1823,U.S. House of Representatives,TN,18,1,1823,General,"Tennessee 1823 U.S. House of Representatives, District 1"
tn.congress.2nd.1823,U.S. House of Representatives,TN,18,2,1823,General,"Tennessee 1823 U.S. House of Representatives, District 2"
tn.congress.3rd.1823,U.S. House of Representatives,TN,18,3,1823,General,"Tennessee 1823 U.S. House of Representatives, District 3"
tn.congress.4th.1823,U.S. House of Representatives,TN,18,4,1823,General,"Tennessee 1823 U.S. House of Representatives, District 4"
tn.congress.5th.1823,U.S. House of Representatives,TN,18,5,1823,General,"Tennessee 1823 U.S. House of Representatives, District 5"
tn.congress.6th.1823,U.S. House of Representatives,TN,18,6,1823,General,"Tennessee 1823 U.S. House of Representatives, District 6"
tn.congress.7th.1823,U.S. House of Representatives,TN,18,7,1823,General,"Tennessee 1823 U.S. House of Representatives, District 7"
tn.congress.8th.1823,U.S. House of Representatives,TN,18,8,1823,General,"Tennessee 1823 U.S. House of Representatives, District 8"
tn.congress.9th.1823,U.S. House of Representatives,TN,18,9,1823,General,"Tennessee 1823 U.S. House of Representatives, District 9"
tn.congress.1st.1825,U.S. House of Representatives,TN,19,1,1825,General,"Tennessee 1825 U.S. House of Representatives, District 1"
tn.congress.2nd.1825,U.S. House of Representatives,TN,19,2,1825,General,"Tennessee 1825 U.S. House of Representatives, District 2"
tn.congress.3rd.1825,U.S. House of Representatives,TN,19,3,1825,General,"Tennessee 1825 U.S. House of Representatives, District 3"
tn.congress.4th.1825,U.S. House of Representatives,TN,19,4,1825,General,"Tennessee 1825 U.S. House of Representatives, District 4"
tn.congress.5th.1825,U.S. House of Representatives,TN,19,5,1825,General,"Tennessee 1825 U.S. House of Representatives, District 5"
tn.congress.6th.1825,U.S. House of Representatives,TN,19,6,1825,General,"Tennessee 1825 U.S. House of Representatives, District 6"
tn.congress.7th.1825,U.S. House of Representatives,TN,19,7,1825,General,"Tennessee 1825 U.S. House of Representatives, District 7"
tn.congress.8th.1825,U.S. House of Representatives,TN,19,8,1825,General,"Tennessee 1825 U.S. House of Representatives, District 8"
tn.congress.9th.1825,U.S. House of Representatives,TN,19,9,1825,General,"Tennessee 1825 U.S. House of Representatives, District 9"
va.uscongress.1.1789,U.S. House of Representatives,VA,1,1,1789,General,"Virginia 1789 U.S. House of Representatives, District 1"
va.uscongress.2.1789,U.S. House of Representatives,VA,1,2,1789,General,"Virginia 1789 U.S. House of Representatives, District 2"
va.uscongress.3.1789,U.S. House of Representatives,VA,1,3,1789,General,"Virginia 1789 U.S. House of Representatives, District 3"
va.uscongress.4.1789,U.S. House of Representatives,VA,1,4,1789,General,"Virginia 1789 U.S. House of Representatives, District 4"
va.uscongress.5.1789,U.S. House of Representatives,VA,1,5,1789,General,"Virginia 1789 U.S. House of Representatives, District 5"
va.uscongress.6.1789,U.S. House of Representatives,VA,1,6,1789,General,"Virginia 1789 U.S. House of Representatives, District 6"
va.uscongress.7.1789,U.S. House of Representatives,VA,1,7,1789,General,"Virginia 1789 U.S. House of Representatives, District 7"
va.uscongress.8.1789,U.S. House of Representatives,VA,1,8,1789,General,"Virginia 1789 U.S. House of Representatives, District 8"
va.uscongress.9.1789,U.S. House of Representatives,VA,1,9,1789,General,"Virginia 1789 U.S. House of Representatives, District 9"
va.uscongress.10.1789,U.S. House of Representatives,VA,1,10,1789,General,"Virginia 1789 U.S. House of Representatives, District 10"
va.uscongress.1.1790,U.S. House of Representatives,VA,2,1,1790,General,"Virginia 1790 U.S. House of Representatives, District 1"
va.uscongress.2.1790,U.S. House of Representatives,VA,2,2,1790,General,"Virginia 1790 U.S. House of Representatives, District 2"
va.uscongress.3.1790,U.S. House of Representatives,VA,2,3,1790,General,"Virginia 1790 U.S. House of Representatives, District 3"
va.uscongress.4.1790,U.S. House of Representatives,VA,2,4,1790,General,"Virginia 1790 U.S. House of Representatives, District 4"
va.uscongress.5.1790,U.S. House of Representatives,VA,2,5,1790,General,"Virginia 1790 U.S. House of Representatives, District 5"
va.uscongress.6.1790,U.S. House of Representatives,VA,2,6,1790,General,"Virginia 1790 U.S. House of Representatives, District 6"
va.uscongress.7.1790,U.S. House of Representatives,VA,2,7,1790,General,"Virginia 1790 U.S. House of Representatives, District 7"
va.uscongress.8.1790,U.S. House of Representatives,VA,2,8,1790,General,"Virginia 1790 U.S. House of Representatives, District 8"
va.uscongress.9.1790,U.S. House of Representatives,VA,2,9,1790,General,"Virginia 1790 U.S. House of Representatives, District 9"
va.special.uscongress.9.1790,U.S. House of Representatives,VA,2,9,NA,NA,NA
va.uscongress.10.1790,U.S. House of Representatives,VA,2,10,1790,General,"Virginia 1790 U.S. House of Representatives, District 10"
va.uscongress.2.1793,U.S. House of Representatives,VA,3,2,1793,General,"Virginia 1793 U.S. House of Representatives, District 2"
va.uscongress.3.1792,U.S. House of Representatives,VA,3,3,1792,General,"Virginia 1792 U.S. House of Representatives, District 3"
va.uscongress.3.1793,U.S. House of Representatives,VA,3,3,1793,General,"Virginia 1793 U.S. House of Representatives, District 3"
va.uscongress.4.1793,U.S. House of Representatives,VA,3,4,1793,General,"Virginia 1793 U.S. House of Representatives, District 4"
va.uscongress.5.1793,U.S. House of Representatives,VA,3,5,1793,General,"Virginia 1793 U.S. House of Representatives, District 5"
va.uscongress.6.1793,U.S. House of Representatives,VA,3,6,1793,General,"Virginia 1793 U.S. House of Representatives, District 6"
va.uscongress.7.1793,U.S. House of Representatives,VA,3,7,1793,General,"Virginia 1793 U.S. House of Representatives, District 7"
va.uscongress.8.1793,U.S. House of Representatives,VA,3,8,1793,General,"Virginia 1793 U.S. House of Representatives, District 8"
va.uscongress.9.1793,U.S. House of Representatives,VA,3,9,1793,General,"Virginia 1793 U.S. House of Representatives, District 9"
va.uscongress.10.1793,U.S. House of Representatives,VA,3,10,1793,General,"Virginia 1793 U.S. House of Representatives, District 10"
va.uscongress.11.1793,U.S. House of Representatives,VA,3,11,1793,General,"Virginia 1793 U.S. House of Representatives, District 11"
va.uscongress.12.1793,U.S. House of Representatives,VA,3,12,1793,General,"Virginia 1793 U.S. House of Representatives, District 12"
va.uscongress.13.1793,U.S. House of Representatives,VA,3,13,1793,General,"Virginia 1793 U.S. House of Representatives, District 13"
va.uscongress.14.1793,U.S. House of Representatives,VA,3,14,1793,General,"Virginia 1793 U.S. House of Representatives, District 14"
va.uscongress.15.1793,U.S. House of Representatives,VA,3,15,1793,General,"Virginia 1793 U.S. House of Representatives, District 15"
va.uscongress.16.1793,U.S. House of Representatives,VA,3,16,1793,General,"Virginia 1793 U.S. House of Representatives, District 16"
va.uscongress.17.1793,U.S. House of Representatives,VA,3,17,1793,General,"Virginia 1793 U.S. House of Representatives, District 17"
va.uscongress.18.1793,U.S. House of Representatives,VA,3,18,1793,General,"Virginia 1793 U.S. House of Representatives, District 18"
va.uscongress.19.1793,U.S. House of Representatives,VA,3,19,1793,General,"Virginia 1793 U.S. House of Representatives, District 19"
va.uscongress.1793,U.S. House of Representatives,VA,3,1793,1793,General,"Virginia 1793 U.S. House of Representatives, District 1"
va.uscongress.1.1795,U.S. House of Representatives,VA,4,1,1795,General,"Virginia 1795 U.S. House of Representatives, District 1"
va.uscongress.2.1795,U.S. House of Representatives,VA,4,2,1795,General,"Virginia 1795 U.S. House of Representatives, District 2"
va.uscongress.3.1795,U.S. House of Representatives,VA,4,3,1795,General,"Virginia 1795 U.S. House of Representatives, District 3"
va.uscongress.4.1795,U.S. House of Representatives,VA,4,4,1795,General,"Virginia 1795 U.S. House of Representatives, District 4"
va.uscongress.5.1795,U.S. House of Representatives,VA,4,5,1795,General,"Virginia 1795 U.S. House of Representatives, District 5"
va.uscongress.6.1795,U.S. House of Representatives,VA,4,6,1795,General,"Virginia 1795 U.S. House of Representatives, District 6"
va.uscongress.7.1795,U.S. House of Representatives,VA,4,7,1795,General,"Virginia 1795 U.S. House of Representatives, District 7"
va.uscongress.8.1795,U.S. House of Representatives,VA,4,8,1795,General,"Virginia 1795 U.S. House of Representatives, District 8"
va.uscongress.9.1795,U.S. House of Representatives,VA,4,9,1795,General,"Virginia 1795 U.S. House of Representatives, District 9"
va.uscongress.10.1795,U.S. House of Representatives,VA,4,10,1795,General,"Virginia 1795 U.S. House of Representatives, District 10"
va.uscongress.11.1795,U.S. House of Representatives,VA,4,11,1795,General,"Virginia 1795 U.S. House of Representatives, District 11"
va.uscongress.12.1795,U.S. House of Representatives,VA,4,12,1795,General,"Virginia 1795 U.S. House of Representatives, District 12"
va.uscongress.13.1795,U.S. House of Representatives,VA,4,13,1795,General,"Virginia 1795 U.S. House of Representatives, District 13"
va.uscongress.14.1795,U.S. House of Representatives,VA,4,14,1795,General,"Virginia 1795 U.S. House of Representatives, District 14"
va.uscongress.15.1795,U.S. House of Representatives,VA,4,15,1795,General,"Virginia 1795 U.S. House of Representatives, District 15"
va.uscongress.16.1795,U.S. House of Representatives,VA,4,16,1795,General,"Virginia 1795 U.S. House of Representatives, District 16"
va.uscongress.17.1795,U.S. House of Representatives,VA,4,17,1795,General,"Virginia 1795 U.S. House of Representatives, District 17"
va.uscongress.18.1795,U.S. House of Representatives,VA,4,18,1795,General,"Virginia 1795 U.S. House of Representatives, District 18"
va.uscongress.19.1795,U.S. House of Representatives,VA,4,19,1795,General,"Virginia 1795 U.S. House of Representatives, District 19"
va.uscongress.1.1797,U.S. House of Representatives,VA,5,1,1797,General,"Virginia 1797 U.S. House of Representatives, District 1"
va.uscongress.2.1797,U.S. House of Representatives,VA,5,2,1797,General,"Virginia 1797 U.S. House of Representatives, District 2"
va.uscongress.3.1797,U.S. House of Representatives,VA,5,3,1797,General,"Virginia 1797 U.S. House of Representatives, District 3"
va.uscongress.4.1797,U.S. House of Representatives,VA,5,4,1797,General,"Virginia 1797 U.S. House of Representatives, District 4"
va.uscongress.5.1797,U.S. House of Representatives,VA,5,5,1797,General,"Virginia 1797 U.S. House of Representatives, District 5"
va.uscongress.6.1797,U.S. House of Representatives,VA,5,6,1797,General,"Virginia 1797 U.S. House of Representatives, District 6"
va.uscongress.7.1797,U.S. House of Representatives,VA,5,7,1797,General,"Virginia 1797 U.S. House of Representatives, District 7"
va.uscongress.8.1797,U.S. House of Representatives,VA,5,8,1797,General,"Virginia 1797 U.S. House of Representatives, District 8"
va.uscongress.9.1797,U.S. House of Representatives,VA,5,9,1797,General,"Virginia 1797 U.S. House of Representatives, District 9"
va.uscongress.10.1797,U.S. House of Representatives,VA,5,10,1797,General,"Virginia 1797 U.S. House of Representatives, District 10"
va.uscongress.11.1797,U.S. House of Representatives,VA,5,11,1797,General,"Virginia 1797 U.S. House of Representatives, District 11"
va.uscongress.12.1797,U.S. House of Representatives,VA,5,12,1797,General,"Virginia 1797 U.S. House of Representatives, District 12"
va.uscongress.13.1797,U.S. House of Representatives,VA,5,13,1797,General,"Virginia 1797 U.S. House of Representatives, District 13"
va.uscongress.14.1797,U.S. House of Representatives,VA,5,14,1797,General,"Virginia 1797 U.S. House of Representatives, District 14"
va.uscongress.15.1797,U.S. House of Representatives,VA,5,15,1797,General,"Virginia 1797 U.S. House of Representatives, District 15"
va.uscongress.16.1797,U.S. House of Representatives,VA,5,16,1797,General,"Virginia 1797 U.S. House of Representatives, District 16"
