election_id,county,state,county_ahcb,county_fips,candidate,candidate_id,party,party_id,vote
ri.uscongress.1792,Newport,RI,ris_newport,44005,"Bourne, Benjamin",BB0013,Federalist,A01,0
ri.uscongress.1792,Newport,RI,ris_newport,44005,"Malbone, Francis",MF0037,Federalist,A01,0
ri.uscongress.1792,Newport,RI,ris_newport,44005,"Mumford, Paul",MP0122,NA,NA,0
ri.uscongress.firstcongressmen.1796,Bristol,RI,ris_bristol,44001,"Bourne, Benjamin",BB0013,Federalist,A01,251
ri.uscongress.firstcongressmen.1796,Bristol,RI,ris_bristol,44001,NA,Other candidates,NA,NA,0
ri.uscongress.firstcongressmen.1796,Kent,RI,ris_kent,44003,"Bourne, Benjamin",BB0013,Federalist,A01,611
ri.uscongress.firstcongressmen.1796,Kent,RI,ris_kent,44003,NA,Other candidates,NA,NA,0
ri.uscongress.firstcongressmen.1796,Newport,RI,ris_newport,44005,"Bourne, Benjamin",BB0013,Federalist,A01,789
ri.uscongress.firstcongressmen.1796,Newport,RI,ris_newport,44005,NA,Other candidates,NA,NA,1
ri.uscongress.firstcongressmen.1796,Providence,RI,ris_providence,44007,"Bourne, Benjamin",BB0013,Federalist,A01,1322
ri.uscongress.firstcongressmen.1796,Providence,RI,ris_providence,44007,NA,Other candidates,NA,NA,0
ri.uscongress.firstcongressmen.1796,Washington,RI,ris_washington,44009,"Bourne, Benjamin",BB0013,Federalist,A01,734
ri.uscongress.firstcongressmen.1796,Washington,RI,ris_washington,44009,NA,Other candidates,NA,NA,2
ri.uscongress.secondcongressmen.1796,Bristol,RI,ris_bristol,44001,"Champlin, Christopher G.",CC0006,Federalist,A01,252
ri.uscongress.secondcongressmen.1796,Bristol,RI,ris_bristol,44001,"Greene, William",GW0161,Federalist,A01,1
ri.uscongress.secondcongressmen.1796,Bristol,RI,ris_bristol,44001,NA,Other candidates,NA,NA,0
ri.uscongress.secondcongressmen.1796,Kent,RI,ris_kent,44003,"Champlin, Christopher G.",CC0006,Federalist,A01,33
ri.uscongress.secondcongressmen.1796,Kent,RI,ris_kent,44003,"Greene, William",GW0161,Federalist,A01,577
ri.uscongress.secondcongressmen.1796,Kent,RI,ris_kent,44003,NA,Other candidates,NA,NA,0
ri.uscongress.secondcongressmen.1796,Newport,RI,ris_newport,44005,"Champlin, Christopher G.",CC0006,Federalist,A01,759
ri.uscongress.secondcongressmen.1796,Newport,RI,ris_newport,44005,"Greene, William",GW0161,Federalist,A01,48
ri.uscongress.secondcongressmen.1796,Newport,RI,ris_newport,44005,NA,Other candidates,NA,NA,0
ri.uscongress.secondcongressmen.1796,Providence,RI,ris_providence,44007,"Champlin, Christopher G.",CC0006,Federalist,A01,331
ri.uscongress.secondcongressmen.1796,Providence,RI,ris_providence,44007,"Greene, William",GW0161,Federalist,A01,980
ri.uscongress.secondcongressmen.1796,Providence,RI,ris_providence,44007,NA,Other candidates,NA,NA,7
ri.uscongress.secondcongressmen.1796,Washington,RI,ris_washington,44009,"Champlin, Christopher G.",CC0006,Federalist,A01,540
ri.uscongress.secondcongressmen.1796,Washington,RI,ris_washington,44009,"Greene, William",GW0161,Federalist,A01,195
ri.uscongress.secondcongressmen.1796,Washington,RI,ris_washington,44009,NA,Other candidates,NA,NA,0
ri.uscongress.2ndrep.1798,Bristol,RI,ris_bristol,44001,"Brown, John",BJ1311,Federalist,A01,302
ri.uscongress.2ndrep.1798,Bristol,RI,ris_bristol,44001,"Tillinghast, Thomas",TT0119,Republican,A03,1
ri.uscongress.2ndrep.1798,Kent,RI,ris_kent,44003,"Brown, John",BJ1311,Federalist,A01,304
ri.uscongress.2ndrep.1798,Kent,RI,ris_kent,44003,"Tillinghast, Thomas",TT0119,Republican,A03,391
ri.uscongress.2ndrep.1798,Newport,RI,ris_newport,44005,"Brown, John",BJ1311,Federalist,A01,427
ri.uscongress.2ndrep.1798,Newport,RI,ris_newport,44005,"Tillinghast, Thomas",TT0119,Republican,A03,289
ri.uscongress.2ndrep.1798,Providence,RI,ris_providence,44007,"Brown, John",BJ1311,Federalist,A01,1540
ri.uscongress.2ndrep.1798,Providence,RI,ris_providence,44007,"Tillinghast, Thomas",TT0119,Republican,A03,314
ri.uscongress.2ndrep.1798,Washington,RI,ris_washington,44009,"Brown, John",BJ1311,Federalist,A01,107
ri.uscongress.2ndrep.1798,Washington,RI,ris_washington,44009,"Tillinghast, Thomas",TT0119,Republican,A03,420
ri.uscongress.1800,Bristol,RI,ris_bristol,44001,"Brown, John",BJ1311,Federalist,A01,0
ri.uscongress.1800,Bristol,RI,ris_bristol,44001,"Helme, James",HJ0032,NA,NA,0
ri.uscongress.1800,Bristol,RI,ris_bristol,44001,"Jackson, Richard, Jr.",JR0052,Federalist,A01,28
ri.uscongress.1800,Bristol,RI,ris_bristol,44001,"Manton, Edward",ME0118,NA,NA,0
ri.uscongress.1800,Bristol,RI,ris_bristol,44001,"Mumford, Paul",MP0122,NA,NA,0
ri.uscongress.1800,Bristol,RI,ris_bristol,44001,NA,Other candidates,NA,NA,114
ri.uscongress.1800,Bristol,RI,ris_bristol,44001,"Robbins, Asher",RA0121,Federalist,A01,152
ri.uscongress.1800,Bristol,RI,ris_bristol,44001,"Rice, Joseph",RJ0587,NA,NA,0
ri.uscongress.1800,Bristol,RI,ris_bristol,44001,"Stanton,, Joseph",SJ1416,Republican,A03,0
ri.uscongress.1800,Bristol,RI,ris_bristol,44001,"Tillinghast, Thomas",TT0119,Republican,A03,3
ri.uscongress.1800,Kent,RI,ris_kent,44003,"Brown, John",BJ1311,Federalist,A01,0
ri.uscongress.1800,Kent,RI,ris_kent,44003,"Helme, James",HJ0032,NA,NA,0
ri.uscongress.1800,Kent,RI,ris_kent,44003,"Jackson, Richard, Jr.",JR0052,Federalist,A01,290
ri.uscongress.1800,Kent,RI,ris_kent,44003,"Manton, Edward",ME0118,NA,NA,0
ri.uscongress.1800,Kent,RI,ris_kent,44003,"Mumford, Paul",MP0122,NA,NA,0
ri.uscongress.1800,Kent,RI,ris_kent,44003,NA,Other candidates,NA,NA,3
ri.uscongress.1800,Kent,RI,ris_kent,44003,"Robbins, Asher",RA0121,Federalist,A01,38
ri.uscongress.1800,Kent,RI,ris_kent,44003,"Rice, Joseph",RJ0587,NA,NA,0
ri.uscongress.1800,Kent,RI,ris_kent,44003,"Stanton,, Joseph",SJ1416,Republican,A03,73
ri.uscongress.1800,Kent,RI,ris_kent,44003,"Tillinghast, Thomas",TT0119,Republican,A03,334
ri.uscongress.1800,Newport,RI,ris_newport,44005,"Brown, John",BJ1311,Federalist,A01,0
ri.uscongress.1800,Newport,RI,ris_newport,44005,"Helme, James",HJ0032,NA,NA,0
ri.uscongress.1800,Newport,RI,ris_newport,44005,"Jackson, Richard, Jr.",JR0052,Federalist,A01,16
ri.uscongress.1800,Newport,RI,ris_newport,44005,"Manton, Edward",ME0118,NA,NA,0
ri.uscongress.1800,Newport,RI,ris_newport,44005,"Mumford, Paul",MP0122,NA,NA,0
ri.uscongress.1800,Newport,RI,ris_newport,44005,NA,Other candidates,NA,NA,16
ri.uscongress.1800,Newport,RI,ris_newport,44005,"Robbins, Asher",RA0121,Federalist,A01,351
ri.uscongress.1800,Newport,RI,ris_newport,44005,"Rice, Joseph",RJ0587,NA,NA,0
ri.uscongress.1800,Newport,RI,ris_newport,44005,"Stanton,, Joseph",SJ1416,Republican,A03,437
ri.uscongress.1800,Newport,RI,ris_newport,44005,"Tillinghast, Thomas",TT0119,Republican,A03,382
ri.uscongress.1800,Providence,RI,ris_providence,44007,"Brown, John",BJ1311,Federalist,A01,0
ri.uscongress.1800,Providence,RI,ris_providence,44007,"Helme, James",HJ0032,NA,NA,0
ri.uscongress.1800,Providence,RI,ris_providence,44007,"Jackson, Richard, Jr.",JR0052,Federalist,A01,856
ri.uscongress.1800,Providence,RI,ris_providence,44007,"Manton, Edward",ME0118,NA,NA,0
ri.uscongress.1800,Providence,RI,ris_providence,44007,"Mumford, Paul",MP0122,NA,NA,0
ri.uscongress.1800,Providence,RI,ris_providence,44007,NA,Other candidates,NA,NA,2
ri.uscongress.1800,Providence,RI,ris_providence,44007,"Robbins, Asher",RA0121,Federalist,A01,66
ri.uscongress.1800,Providence,RI,ris_providence,44007,"Rice, Joseph",RJ0587,NA,NA,0
ri.uscongress.1800,Providence,RI,ris_providence,44007,"Stanton,, Joseph",SJ1416,Republican,A03,383
ri.uscongress.1800,Providence,RI,ris_providence,44007,"Tillinghast, Thomas",TT0119,Republican,A03,1093
ri.uscongress.1800,Washington,RI,ris_washington,44009,"Brown, John",BJ1311,Federalist,A01,0
ri.uscongress.1800,Washington,RI,ris_washington,44009,"Helme, James",HJ0032,NA,NA,0
ri.uscongress.1800,Washington,RI,ris_washington,44009,"Jackson, Richard, Jr.",JR0052,Federalist,A01,64
ri.uscongress.1800,Washington,RI,ris_washington,44009,"Manton, Edward",ME0118,NA,NA,0
ri.uscongress.1800,Washington,RI,ris_washington,44009,"Mumford, Paul",MP0122,NA,NA,0
ri.uscongress.1800,Washington,RI,ris_washington,44009,NA,Other candidates,NA,NA,0
ri.uscongress.1800,Washington,RI,ris_washington,44009,"Robbins, Asher",RA0121,Federalist,A01,164
ri.uscongress.1800,Washington,RI,ris_washington,44009,"Rice, Joseph",RJ0587,NA,NA,0
ri.uscongress.1800,Washington,RI,ris_washington,44009,"Stanton,, Joseph",SJ1416,Republican,A03,488
ri.uscongress.1800,Washington,RI,ris_washington,44009,"Tillinghast, Thomas",TT0119,Republican,A03,549
ri.uscongress.1802,Bristol,RI,ris_bristol,44001,"Knight, Nehemiah",KN0024,Republican,A03,166
ri.uscongress.1802,Bristol,RI,ris_bristol,44001,NA,Other candidates,NA,NA,0
ri.uscongress.1802,Bristol,RI,ris_bristol,44001,"Potter, Elisha R.",PE0102,Federalist,A01,114
ri.uscongress.1802,Bristol,RI,ris_bristol,44001,"Stanton, Joseph",SJ1416,Republican,A03,165
ri.uscongress.1802,Bristol,RI,ris_bristol,44001,"Tillinghast, Thomas",TT0119,Federalist,A01,112
ri.uscongress.1802,Kent,RI,ris_kent,44003,"Knight, Nehemiah",KN0024,Republican,A03,380
ri.uscongress.1802,Kent,RI,ris_kent,44003,NA,Other candidates,NA,NA,1
ri.uscongress.1802,Kent,RI,ris_kent,44003,"Potter, Elisha R.",PE0102,Federalist,A01,307
ri.uscongress.1802,Kent,RI,ris_kent,44003,"Stanton, Joseph",SJ1416,Republican,A03,380
ri.uscongress.1802,Kent,RI,ris_kent,44003,"Tillinghast, Thomas",TT0119,Federalist,A01,314
ri.uscongress.1802,Newport,RI,ris_newport,44005,"Knight, Nehemiah",KN0024,Republican,A03,624
ri.uscongress.1802,Newport,RI,ris_newport,44005,NA,Other candidates,NA,NA,1
ri.uscongress.1802,Newport,RI,ris_newport,44005,"Potter, Elisha R.",PE0102,Federalist,A01,359
ri.uscongress.1802,Newport,RI,ris_newport,44005,"Stanton, Joseph",SJ1416,Republican,A03,624
ri.uscongress.1802,Newport,RI,ris_newport,44005,"Tillinghast, Thomas",TT0119,Federalist,A01,366
ri.uscongress.1802,Providence,RI,ris_providence,44007,"Knight, Nehemiah",KN0024,Republican,A03,917
ri.uscongress.1802,Providence,RI,ris_providence,44007,NA,Other candidates,NA,NA,9
ri.uscongress.1802,Providence,RI,ris_providence,44007,"Potter, Elisha R.",PE0102,Federalist,A01,579
ri.uscongress.1802,Providence,RI,ris_providence,44007,"Stanton, Joseph",SJ1416,Republican,A03,915
ri.uscongress.1802,Providence,RI,ris_providence,44007,"Tillinghast, Thomas",TT0119,Federalist,A01,579
ri.uscongress.1802,Washington,RI,ris_washington,44009,"Knight, Nehemiah",KN0024,Republican,A03,560
ri.uscongress.1802,Washington,RI,ris_washington,44009,NA,Other candidates,NA,NA,3
ri.uscongress.1802,Washington,RI,ris_washington,44009,"Potter, Elisha R.",PE0102,Federalist,A01,324
ri.uscongress.1802,Washington,RI,ris_washington,44009,"Stanton, Joseph",SJ1416,Republican,A03,573
ri.uscongress.1802,Washington,RI,ris_washington,44009,"Tillinghast, Thomas",TT0119,Federalist,A01,323
