election_id,county,state,county_ahcb,county_fips,candidate,candidate_id,party,party_id,vote
ny.uscongress1.1789,Kings,NY,nys_kings,36047,"Floyd, William",FW0034,Anti-Federalist,A02,0
ny.uscongress1.1789,Queens,NY,nys_queens,36081,"Floyd, William",FW0034,Anti-Federalist,A02,0
ny.uscongress1.1789,Queens,NY,nys_queens,36081,"Floyd, William",FW0034,Anti-Federalist,A02,0
ny.uscongress1.1789,Queens,NY,nys_queens,36081,"Floyd, William",FW0034,Anti-Federalist,A02,0
ny.uscongress1.1789,Queens,NY,nys_queens,36081,"Floyd, William",FW0034,Anti-Federalist,A02,0
ny.uscongress1.1789,Queens,NY,nys_queens,36081,"Floyd, William",FW0034,Anti-Federalist,A02,0
ny.uscongress1.1789,Queens,NY,nys_queens,36081,"Floyd, William",FW0034,Anti-Federalist,A02,0
ny.uscongress1.1789,Richmond,NY,nys_richmond,36085,"Floyd, William",FW0034,Anti-Federalist,A02,0
ny.uscongress1.1789,Suffolk,NY,nys_suffolk,36103,"Floyd, William",FW0034,Anti-Federalist,A02,0
ny.uscongress1.1789,Suffolk,NY,nys_suffolk,36103,"Floyd, William",FW0034,Anti-Federalist,A02,0
ny.uscongress2.1789,New York,NY,nys_newyork,36061,"Broome, John",BJ0669,Anti-Federalist,A02,280
ny.uscongress2.1789,New York,NY,nys_newyork,36061,"Broome, John",BJ0669,Anti-Federalist,A02,280
ny.uscongress2.1789,New York,NY,nys_newyork,36061,"Broome, John",BJ0669,Anti-Federalist,A02,280
ny.uscongress2.1789,New York,NY,nys_newyork,36061,"Broome, John",BJ0669,Anti-Federalist,A02,280
ny.uscongress2.1789,New York,NY,nys_newyork,36061,"Broome, John",BJ0669,Anti-Federalist,A02,280
ny.uscongress2.1789,New York,NY,nys_newyork,36061,"Broome, John",BJ0669,Anti-Federalist,A02,280
ny.uscongress2.1789,New York,NY,nys_newyork,36061,"Laurence, John",LJ0218,Federalist,A01,2251
ny.uscongress2.1789,New York,NY,nys_newyork,36061,"Laurence, John",LJ0218,Federalist,A01,2251
ny.uscongress2.1789,New York,NY,nys_newyork,36061,"Laurence, John",LJ0218,Federalist,A01,2251
ny.uscongress2.1789,New York,NY,nys_newyork,36061,"Laurence, John",LJ0218,Federalist,A01,2251
ny.uscongress2.1789,New York,NY,nys_newyork,36061,"Laurence, John",LJ0218,Federalist,A01,2251
ny.uscongress2.1789,New York,NY,nys_newyork,36061,"Laurence, John",LJ0218,Federalist,A01,2251
ny.uscongress2.1789,New York,NY,nys_newyork,36061,"Pell, Philip",PP0007,Anti-Federalist,A02,2
ny.uscongress2.1789,New York,NY,nys_newyork,36061,"Pell, Philip",PP0007,Anti-Federalist,A02,2
ny.uscongress2.1789,New York,NY,nys_newyork,36061,"Pell, Philip",PP0007,Anti-Federalist,A02,2
ny.uscongress2.1789,New York,NY,nys_newyork,36061,"Pell, Philip",PP0007,Anti-Federalist,A02,2
ny.uscongress2.1789,New York,NY,nys_newyork,36061,"Pell, Philip",PP0007,Anti-Federalist,A02,2
ny.uscongress2.1789,New York,NY,nys_newyork,36061,"Pell, Philip",PP0007,Anti-Federalist,A02,2
ny.uscongress2.1789,Westchester,NY,nys_westchester,36119,"Broome, John",BJ0669,Anti-Federalist,A02,92
ny.uscongress2.1789,Westchester,NY,nys_westchester,36119,"Broome, John",BJ0669,Anti-Federalist,A02,92
ny.uscongress2.1789,Westchester,NY,nys_westchester,36119,"Broome, John",BJ0669,Anti-Federalist,A02,92
ny.uscongress2.1789,Westchester,NY,nys_westchester,36119,"Broome, John",BJ0669,Anti-Federalist,A02,92
ny.uscongress2.1789,Westchester,NY,nys_westchester,36119,"Laurence, John",LJ0218,Federalist,A01,291
ny.uscongress2.1789,Westchester,NY,nys_westchester,36119,"Laurence, John",LJ0218,Federalist,A01,291
ny.uscongress2.1789,Westchester,NY,nys_westchester,36119,"Laurence, John",LJ0218,Federalist,A01,291
ny.uscongress2.1789,Westchester,NY,nys_westchester,36119,"Laurence, John",LJ0218,Federalist,A01,291
ny.uscongress2.1789,Westchester,NY,nys_westchester,36119,"Pell, Philip",PP0007,Anti-Federalist,A02,31
ny.uscongress2.1789,Westchester,NY,nys_westchester,36119,"Pell, Philip",PP0007,Anti-Federalist,A02,31
ny.uscongress2.1789,Westchester,NY,nys_westchester,36119,"Pell, Philip",PP0007,Anti-Federalist,A02,31
ny.uscongress2.1789,Westchester,NY,nys_westchester,36119,"Pell, Philip",PP0007,Anti-Federalist,A02,31
ny.uscongress3.1789,Dutchess,NY,nys_dutchess,36027,"Benson, Egbert",BE0171,Federalist,A01,0
ny.uscongress3.1789,Dutchess,NY,nys_dutchess,36027,"Benson, Egbert",BE0171,Federalist,A01,0
ny.uscongress3.1789,Dutchess,NY,nys_dutchess,36027,"Benson, Egbert",BE0171,Federalist,A01,0
ny.uscongress3.1789,Dutchess,NY,nys_dutchess,36027,"Benson, Egbert",BE0171,Federalist,A01,0
ny.uscongress3.1789,Dutchess,NY,nys_dutchess,36027,"Bailey, Theodorus",BT0171,Anti-Federalist,A02,0
ny.uscongress3.1789,Dutchess,NY,nys_dutchess,36027,"Bailey, Theodorus",BT0171,Anti-Federalist,A02,0
ny.uscongress3.1789,Dutchess,NY,nys_dutchess,36027,"Bailey, Theodorus",BT0171,Anti-Federalist,A02,0
