meae_id,type,congress,state,geography,level,election_id,county,county_ahcb,county_fips,candidate,candidate_id,party,vote
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongressnortherndistrict.1799,Fayette,kys_fayette,21067,"Fowler, John",FJ0047,Democratic-Republican,793
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongressnortherndistrict.1799,Franklin,kys_franklin,21073,"Fowler, John",FJ0047,Democratic-Republican,408
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongressnortherndistrict.1799,Mason,kys_mason,21161,"Fowler, John",FJ0047,Democratic-Republican,221
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongressnortherndistrict.1799,Scott,kys_scott,21209,"Fowler, John",FJ0047,NA,252
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongressnortherndistrict.1799,Fayette,kys_fayette,21067,"Johnston, Robert",JR0005,NA,275
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongressnortherndistrict.1799,Franklin,kys_franklin,21073,"Johnston, Robert",JR0005,NA,106
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongressnortherndistrict.1799,Mason,kys_mason,21161,"Johnston, Robert",JR0005,NA,59
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongressnortherndistrict.1799,Scott,kys_scott,21209,"Johnston, Robert",JR0005,NA,449
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongressnortherndistrict.1799,Fayette,kys_fayette,21067,"Thomas, Philemon",TP0004,Democratic-Republican,36
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongressnortherndistrict.1799,Franklin,kys_franklin,21073,"Thomas, Philemon",TP0004,Democratic-Republican,10
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongressnortherndistrict.1799,Mason,kys_mason,21161,"Thomas, Philemon",TP0004,Democratic-Republican,670
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongressnortherndistrict.1799,Scott,kys_scott,21209,"Thomas, Philemon",TP0004,Democratic-Republican,9
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongresssoutherndistrict.1799,Barren,kys_barren,21009,"Davis, Thomas Terry",DT0030,Democratic-Republican,0
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongresssoutherndistrict.1799,Bullitt,kys_bullitt,21029,"Davis, Thomas Terry",DT0030,Democratic-Republican,0
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongresssoutherndistrict.1799,Christian,kys_christian,21047,"Davis, Thomas Terry",DT0030,Democratic-Republican,0
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongresssoutherndistrict.1799,Cumberland,kys_cumberland,21057,"Davis, Thomas Terry",DT0030,Democratic-Republican,0
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongresssoutherndistrict.1799,Garrard,kys_garrard,21079,"Davis, Thomas Terry",DT0030,Democratic-Republican,0
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongresssoutherndistrict.1799,Green,kys_green,21087,"Davis, Thomas Terry",DT0030,Democratic-Republican,0
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongresssoutherndistrict.1799,Hardin,kys_hardin,21093,"Davis, Thomas Terry",DT0030,Democratic-Republican,0
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongresssoutherndistrict.1799,Henderson,kys_henderson,21101,"Davis, Thomas Terry",DT0030,Democratic-Republican,0
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongresssoutherndistrict.1799,Henry,kys_henry,21103,"Davis, Thomas Terry",DT0030,Democratic-Republican,0
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongresssoutherndistrict.1799,Jefferson,kys_jefferson,21111,"Davis, Thomas Terry",DT0030,Democratic-Republican,0
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongresssoutherndistrict.1799,Lincoln,kys_lincoln,21137,"Davis, Thomas Terry",DT0030,Democratic-Republican,0
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongresssoutherndistrict.1799,Livingston,kys_livingston,21139,"Davis, Thomas Terry",DT0030,Democratic-Republican,0
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongresssoutherndistrict.1799,Logan,kys_logan,21141,"Davis, Thomas Terry",DT0030,Democratic-Republican,0
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongresssoutherndistrict.1799,Madison,kys_madison,21151,"Davis, Thomas Terry",DT0030,Democratic-Republican,0
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongresssoutherndistrict.1799,Mercer,kys_mercer,21167,"Davis, Thomas Terry",DT0030,Democratic-Republican,0
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongresssoutherndistrict.1799,Muhlenberg,kys_muhlenberg,21177,"Davis, Thomas Terry",DT0030,Democratic-Republican,0
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongresssoutherndistrict.1799,Nelson,kys_nelson,21179,"Davis, Thomas Terry",DT0030,Democratic-Republican,0
meae.congressional.congress06.ky.county,congressional,6,KY,county,state,ky.uscongresssoutherndistrict.1799,Ohio,kys_ohio,21183,"Davis, Thomas Terry",DT0030,Democratic-Republican,0
