meae_id,county_ahcb,county_fips,districts,federalist_vote,federalist_percentage,antifederalist_vote,antifederalist_percentage,demrep_vote,demrep_percentage,chesapeake_vote,chesapeake_percentage,potomac_vote,potomac_percentage,repfac_vote,repfac_percentage,adamsclay_vote,adamsclay_percentage,jacksonian_vote,jacksonian_percentage,anticaucus_vote,anticaucus_percentage,caucus_vote,caucus_percentage,other_vote,other_percentage,county_source
meae.congressional.congress18.in.county,ins_bartholomew,18005,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress18.in.county,ins_clark,18019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763,0.692,NA,NA,NA,NA,339,0.308,county
meae.congressional.congress18.in.county,ins_crawford,18025,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0.778,NA,NA,NA,NA,58,0.222,county
meae.congressional.congress18.in.county,ins_daviess,18027,1,NA,NA,NA,NA,264,0.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,0.407,county
meae.congressional.congress18.in.county,ins_dearborn,18029,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,0.167,NA,NA,NA,NA,1361,0.833,county
meae.congressional.congress18.in.county,ins_decatur,18031,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,0.486,NA,NA,NA,NA,90,0.514,county
meae.congressional.congress18.in.county,ins_dubois,18037,1,NA,NA,NA,NA,99,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,0.385,county
meae.congressional.congress18.in.county,ins_fayette,18041,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,0.831,NA,NA,NA,NA,122,0.169,county
meae.congressional.congress18.in.county,ins_floyd,18043,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress18.in.county,ins_franklin,18047,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744,0.614,NA,NA,NA,NA,467,0.386,county
meae.congressional.congress18.in.county,ins_gibson,18051,1,NA,NA,NA,NA,447,0.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.039,county
meae.congressional.congress18.in.county,ins_greene,18055,1,NA,NA,NA,NA,124,0.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,0.518,county
meae.congressional.congress18.in.county,ins_harrison,18061,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,779,0.765,NA,NA,NA,NA,239,0.235,county
meae.congressional.congress18.in.county,ins_henry,18065,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,0.686,NA,NA,NA,NA,32,0.314,county
meae.congressional.congress18.in.county,ins_jackson,18071,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,0.52,NA,NA,NA,NA,295,0.48,county
meae.congressional.congress18.in.county,ins_jefferson,18077,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,0.31,NA,NA,NA,NA,785,0.69,county
meae.congressional.congress18.in.county,ins_jennings,18079,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,0.809,NA,NA,NA,NA,70,0.191,county
meae.congressional.congress18.in.county,ins_knox,18083,1,NA,NA,NA,NA,484,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,0.235,county
meae.congressional.congress18.in.county,ins_lawrence,18093,1,NA,NA,NA,NA,321,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,0.295,county
meae.congressional.congress18.in.county,ins_marion,18097,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,0.568,NA,NA,NA,NA,133,0.432,county
meae.congressional.congress18.in.county,ins_martin,18101,1,NA,NA,NA,NA,60,0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,0.686,county
meae.congressional.congress18.in.county,ins_monroe,18105,1,NA,NA,NA,NA,239,0.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,0.475,county
meae.congressional.congress18.in.county,ins_morgan,18109,1,NA,NA,NA,NA,3,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,0.976,county
meae.congressional.congress18.in.county,ins_orange,18117,1,NA,NA,NA,NA,80,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572,0.877,county
meae.congressional.congress18.in.county,ins_owen,18119,1,NA,NA,NA,NA,92,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,0.27,county
meae.congressional.congress18.in.county,ins_parke,18121,1,NA,NA,NA,NA,9,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,0.962,county
meae.congressional.congress18.in.county,ins_perry,18123,1,NA,NA,NA,NA,117,0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,0.435,county
meae.congressional.congress18.in.county,ins_pike,18125,1,NA,NA,NA,NA,173,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0.206,county
meae.congressional.congress18.in.county,ins_posey,18129,1,NA,NA,NA,NA,587,0.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,0.198,county
meae.congressional.congress18.in.county,ins_putnam,18133,1,NA,NA,NA,NA,5,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,0.948,county
meae.congressional.congress18.in.county,ins_randolph,18135,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,0.579,NA,NA,NA,NA,56,0.421,county
meae.congressional.congress18.in.county,ins_ripley,18137,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,0.235,NA,NA,NA,NA,316,0.765,county
meae.congressional.congress18.in.county,ins_rush,18139,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,county
meae.congressional.congress18.in.county,ins_scott,18143,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,0.642,NA,NA,NA,NA,137,0.358,county
meae.congressional.congress18.in.county,ins_shelby,18145,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,0.781,NA,NA,NA,NA,48,0.219,county
meae.congressional.congress18.in.county,ins_spencer,18147,1,NA,NA,NA,NA,223,0.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,0.209,county
meae.congressional.congress18.in.county,ins_sullivan,18153,1,NA,NA,NA,NA,341,0.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,0.194,county
meae.congressional.congress18.in.county,ins_switzerland,18155,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,0.487,NA,NA,NA,NA,349,0.513,county
meae.congressional.congress18.in.county,ins_union,18161,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,0.647,NA,NA,NA,NA,199,0.353,county
meae.congressional.congress18.in.county,ins_vanderburgh,18163,1,NA,NA,NA,NA,192,0.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,0.347,county
meae.congressional.congress18.in.county,ins_vigo,18167,1,NA,NA,NA,NA,50,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463,0.903,county
meae.congressional.congress18.in.county,ins_warrick,18173,1,NA,NA,NA,NA,246,0.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.075,county
meae.congressional.congress18.in.county,ins_washington,18175,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,0.569,NA,NA,NA,NA,505,0.431,county
meae.congressional.congress18.in.county,ins_wayne,18177,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537,0.445,NA,NA,NA,NA,671,0.555,county
