town,state,lat,lon
Constantia,New York,43.2478466,-76.0001965
Cooksackie,New York,42.3576381,-73.8079973
Corinth,New York,43.2456617,-73.8303482
Cornwall,New York,41.442589,-74.013898
Cortlandt,New York,41.24928971,-73.90417099
Cortlandt Town,New York,41.24928971,-73.90417099
Coventry,New York,42.3159098,-75.6385205
Covert,New York,42.5753492,-76.6835596
Coxackie,New York,42.3576381,-73.8079973
Coxakie,New York,42.3576381,-73.8079973
Coxsackie,New York,42.3576381,-73.8079973
Crown Point,New York,43.9503352,-73.4370667
Crown-Point,New York,43.9503352,-73.4370667
Crownpoint,New York,43.9503352,-73.4370667
Cumberland,New York,NA,NA
Dansville,New York,42.5624825,-77.6969273
Danville,New York,42.5624825,-77.6969273
De Ruyter,New York,42.7584005,-75.8843616
Deer Park,New York,41.4591459,-74.663464
Deerfield,New York,43.16362013,-75.17841339
Deerpark,New York,41.4591459,-74.663464
DeKalb,New York,44.4989499,-75.3427152
Delhi,New York,42.2783094,-74.9144211
Denmark,New York,43.8997909,-75.5824117
Dernyter,New York,42.7584005,-75.8843616
Deruyter,New York,42.7584005,-75.8843616
DeRuyter,New York,42.7584005,-75.8843616
Dickenson,New York,44.7483891,-74.564621
Dickinson,New York,44.7483891,-74.564621
Dorlach,New York,42.7609688,-74.5324165
Dorlack,New York,42.7609688,-74.5324165
Dorloch,New York,42.7609688,-74.5324165
Dover,New York,41.696244,-73.5829689
Dryden,New York,42.4909053,-76.2971553
Duanesborough,New York,42.76202,-74.1337383
Duanesburg,New York,42.76202,-74.1337383
Duanesburgh,New York,42.76202,-74.1337383
Dunesburgh,New York,42.76202,-74.1337383
Durham,New York,42.3995257,-74.1723608
Durloch,New York,42.7609688,-74.5324165
East Chester,New York,40.9595605,-73.8095574
East Hampton,New York,40.9634335,-72.1848009
East-Chester,New York,40.9595605,-73.8095574
East-Hampton,New York,40.9634335,-72.1848009
Eastampton,New York,40.9634335,-72.1848009
Eastchester,New York,40.9595605,-73.8095574
Easthampton,New York,40.9634335,-72.1848009
Easthamton,New York,40.9634335,-72.1848009
Easton,New York,42.9934104,-73.5523378
Eastown,New York,42.808889,-77.221667
Eaton,New York,42.866667,-75.616667
Edinburgh,New York,43.2217388,-74.1040191
Edon,New York,42.652282,-78.8969785
Elizabeth-Town,New York,44.2163337,-73.5904478
Elizabethtown,New York,44.2163337,-73.5904478
Ellisburg,New York,43.7328451,-76.1360363
Ellisburgh,New York,43.7328451,-76.1360363
Erie,New York,43.00050431,-78.53233337
Erwin,New York,42.156626,-77.1255055
Esopus,New York,41.8278707,-73.9651379
Essex,New York,44.3100511,-73.3526277
Exeter,New York,42.7916338,-75.0844757
Fabius,New York,42.835067,-75.9860322
Fabuis,New York,42.835067,-75.9860322
Fairfield,New York,43.1372919,-74.9132097
Farmington,New York,42.9864223,-77.3259508
Fayette,New York,42.8142352,-76.8091216
Fishkill,New York,41.5356492,-73.8990252
Flat Lands,New York,40.6268432,-73.9330429
Flat-Lands,New York,40.6268432,-73.9330429
Flatbush,New York,40.6409217,-73.9624327
Flatland,New York,40.6268432,-73.9330429
Flatlands,New York,40.6268432,-73.9330429
Fleming,New York,42.8617349,-76.5741088
Florence,New York,43.4384032,-75.7493533
Florida,New York,41.3306407,-74.3542019
Floyd,New York,43.2197918,-75.3343366
Flushing,New York,40.765722,-73.823662
Fowler,New York,44.2786725,-75.3863214
Frankford,New York,43.0377535,-75.0715825
Frankfort,New York,43.0377535,-75.0715825
Franklin,New York,42.3406373,-75.1651689
Frederick,New York,43.3285372,-78.1355966
Frederick Town,New York,43.3285372,-78.1355966
Fredericks,New York,43.3285372,-78.1355966
Fredericksburgh,New York,41.43860847,-73.73199463
Frederickstown,New York,42.47918714,-77.12127686
Fredericktown,New York,42.47918714,-77.12127686
Freedom,New York,42.49539038,-78.3757782
Freehold,New York,42.38695144,-73.99978638
Galen,New York,43.09947879,-76.87065125
Gallatin,New York,42.0650965,-73.7242486
Galloway,New York,43.0186858,-74.0315162
Gallway,New York,43.0186858,-74.0315162
Galoway,New York,43.0186858,-74.0315162
Galway,New York,43.0186858,-74.0315162
Gates,New York,43.1480944,-77.7223162
Genesco,New York,42.7989933,-77.8095577
Genesee,New York,42.7989933,-77.8095577
Geneseo,New York,42.7989933,-77.8095577
Genesoe,New York,42.7989933,-77.8095577
Genoa,New York,42.6678489,-76.5357741
Ger. Flatts,New York,42.9777988,-74.9793243
German,New York,42.5045167,-75.8301537
German Flats,New York,42.9777988,-74.9793243
German Flatts,New York,42.9777988,-74.9793243
German Town,New York,42.1345339,-73.8917982
German-Flatts,New York,42.9777988,-74.9793243
Germanflatts,New York,42.9777988,-74.9793243
Germantown,New York,42.1345339,-73.8917982
Glenville,New York,42.9292419,-74.0520717
Goshen,New York,41.4016894,-74.3268127
Gouverneur,New York,44.3365729,-75.4660346
Grafton,New York,42.768967,-73.4509464
Grandville,New York,43.4134225,-73.270621
Granger,New York,42.1423116,-73.6773462
Granville,New York,43.4134225,-73.270621
Graves End,New York,40.5910166,-73.977126
Gravesend,New York,40.5910166,-73.977126
Great Valley,New York,42.2145087,-78.636417
Greece,New York,43.2097837,-77.6930602
Green,New York,42.3292408,-75.7699147
Greenburgh,New York,41.0339576,-73.8654295
Greenbush,New York,42.6425794,-73.742898
Greene,New York,42.3292408,-75.7699147
Greeneland,New York,42.2136987,-74.2187541
Greeneville,New York,42.38695144,-73.99978638
Greenfield,New York,43.1036852,-73.8640118
Greenland,New York,42.2136987,-74.2187541
Greensburgh,New York,41.0339576,-73.8654295
Greensville,New York,42.38695144,-73.99978638
Greenville,New York,42.38695144,-73.99978638
Greenwich,New York,43.0901395,-73.4992824
Guelderland,New York,42.7043568,-73.9116433
Guilderland,New York,42.7043568,-73.9116433
Hadley,New York,43.3244284,-73.87207031
Half Moon,New York,42.8275844,-73.717849
Halfmoom,New York,42.8275844,-73.717849
Halfmoon,New York,42.8275844,-73.717849
Hamburgh,New York,42.7233954,-78.8348671
Hamilton,New York,42.8284567,-75.553015
Hampton,New York,43.5238461,-73.252864400000007
Hamson,New York,41.0264443,-73.7237065
Hancock,New York,41.9539754,-75.2804502
Hanibal,New York,43.3211788,-76.5788338
Hannibal,New York,43.3211788,-76.5788338
Harftord,New York,42.911944,-77.746111
Harperfield,New York,42.4384124,-74.6873749
Harpers Field,New York,42.4384124,-74.6873749
Harpersfield,New York,42.4384124,-74.6873749
Harrisburg,New York,43.8422911,-75.6026888
Harrisburgh,New York,43.8422911,-75.6026888
Harrison,New York,41.0264443,-73.7237065
Hartford,New York,43.3635375,-73.3925589
Hartland,New York,43.2400574,-78.5761399
Hartwick,New York,42.6597113,-75.049126
Harverstraw,New York,41.1782452,-73.9433312
Harwick,New York,42.6597113,-75.049126
haverstraw,New York,41.1782452,-73.9433312
Haverstraw,New York,41.1782452,-73.9433312
Hebron,New York,43.2672574,-73.3472901
Hector,New York,42.5006271,-76.8724586
Hempstead,New York,40.7043737,-73.6194451
Hempsted,New York,40.7043737,-73.6194451
Henderson,New York,43.846825,-76.1816012
Henrietta,New York,43.0592452,-77.6128039
Herkemer,New York,43.0280782,-74.9933058
Herkimer,New York,43.0280782,-74.9933058
Hillsdale,New York,42.1792443,-73.525026
Homer,New York,42.6372333,-76.1853767
Honeoye,New York,42.7900604,-77.5166873
Hoosack,New York,42.8611368,-73.3286887
Hoosick,New York,42.8611368,-73.3286887
Hope,New York,43.3036812,-74.2431907
Hopeton,New York,NA,NA
Hopetown,New York,NA,NA
Hopkinton,New York,44.6903349,-74.7032439
Hosack,New York,42.8611368,-73.3286887
Hosick,New York,42.8611368,-73.3286887
Hosicoke,New York,42.8611368,-73.3286887
Houndsfield,New York,43.950905,-76.0713089
Hounsfield,New York,43.950905,-76.0713089
Howard,New York,42.364237,-77.5088758
Hudson,New York,42.2519047,-73.7860284
Hudson City,New York,42.2519047,-73.7860284
Huley,New York,41.9245368,-74.0612519
Hunter,New York,42.2136987,-74.2187541
Huntingdon,New York,40.8681539,-73.425676
Huntington,New York,40.8681539,-73.425676
Hurley,New York,41.9245368,-74.0612519
Hurly,New York,41.9245368,-74.0612519
Huron,New York,NA,NA
Hyde Park,New York,41.7667602,-73.9015246
Ira,New York,43.2214564,-76.5563314
Ischua,New York,42.2475662,-78.3997416
Islip,New York,40.7298207,-73.2103934
Jamaica,New York,40.705638,-73.799422
Jay,New York,44.3750471,-73.728195
Jefferson,New York,42.4813303,-74.6102591
Jericho,New York,40.7920441,-73.5398476
Jerico,New York,40.7920441,-73.5398476
Jersey,New York,42.34103646,-77.02651978
Jerusalem,New York,42.626429,-77.1715228
Johnstown,New York,43.0073347,-74.3750646
Juneus,New York,42.9787052,-76.8951551
Junius,New York,42.9787052,-76.8951551
Keen,New York,44.2561582,-73.7920851
Keene,New York,44.2561582,-73.7920851
Kent,New York,43.3285372,-78.1355966
Kinderhook,New York,42.3953617,-73.6978983
Kingbury,New York,43.3636827,-73.5315025
Kingsberry,New York,43.3636827,-73.5315025
Kingsburg,New York,43.3636827,-73.5315025
Kingsbury,New York,43.3636827,-73.5315025
Kingston,New York,41.9301241,-73.9967823
Knox,New York,42.6711876,-74.115685
Korthright,New York,42.4027266,-74.7571147
Kortright,New York,42.4027266,-74.7571147
Kortwright,New York,42.4027266,-74.7571147
Lake Pleasant,New York,43.4709016,-74.4126461
Lansingburgh,New York,42.784466,-73.669441
Le Raye,New York,44.0904517,-75.7836589
Le Roy,New York,44.0904517,-75.7836589
Lebanon,New York,42.7814571,-75.6476841
Ledyard,New York,42.6953486,-76.6216114
Leicester,New York,42.7720066,-77.8966709
Lenox,New York,43.05833,-75.70472
LeRay,New York,44.0904517,-75.7836589
LeRoy,New York,44.0904517,-75.7836589
Leslie,New York,42.3511845,-76.0032571
Lewis,New York,44.275027,-73.5655742
Lexington,New York,42.2403646,-74.3654253
Leyden,New York,43.5493013,-75.3645369
Liberty,New York,41.7965932,-74.7431951
Lide,New York,42.3511845,-76.0032571
Lisbon,New York,44.727284,-75.3210467
Lisle,New York,42.3511845,-76.0032571
Litcfield,New York,42.9777236,-75.1457455
Litchfield,New York,42.9777236,-75.1457455
Little Valley,New York,42.2525629,-78.8055896
Livingston,New York,42.1424234,-73.7779162
Livinston,New York,42.1424234,-73.7779162
Locke,New York,42.6606262,-76.4307699
Lorain,New York,43.74927318,-75.92376709
Loraine,New York,43.74927318,-75.92376709
Lorraine,New York,43.74927318,-75.92376709
Louisville,New York,44.8975496,-75.0157628
Lowville,New York,43.7866672,-75.4874165
Lumberland,New York,41.4781684,-74.8039205
Lyden,New York,43.5493013,-75.3645369
Lysander,New York,43.19816841,-76.37557983
Lysanders,New York,43.19816841,-76.37557983
Madison,New York,42.8989582,-75.5121217
Madrid,New York,44.7483037,-75.1325897
Malone,New York,44.8482211,-74.2895797
Malta,New York,42.9711869,-73.7926207
Mamacating,New York,41.5897024,-74.4760088
Mamacatting,New York,41.5897024,-74.4760088
Mamacotton,New York,41.5897024,-74.4760088
Mamakating,New York,41.5897024,-74.4760088
Mamaroneck,New York,40.9344348,-73.726644
Mammacating,New York,41.5897024,-74.4760088
Mammakating,New York,41.5897024,-74.4760088
Mammaraneck,New York,40.9344348,-73.726644
Mamoreoneeck,New York,40.9344348,-73.726644
Mamoroneck,New York,40.9344348,-73.726644
Manacating,New York,41.5897024,-74.4760088
Mandan,New York,42.9319435,-74.7102958
Manheim,New York,43.0587198,-74.8039205
Manilius,New York,43.0010574,-75.9816331
Manilus,New York,43.0010574,-75.9816331
Manlius,New York,43.0010574,-75.9816331
Manluis,New York,43.0010574,-75.9816331
Manor,New York,41.9003667,-74.8282167
Manor Castletown,New York,40.61707982,-74.10415649
Manor Livingston,New York,41.9003667,-74.8282167
Manor of Livingston,New York,41.9003667,-74.8282167
Maracellus,New York,42.9828438,-76.3404867
Marbletown,New York,41.86853818,-74.14569855
Marcellus,New York,42.9828438,-76.3404867
Marlborough,New York,41.629384,-73.9947563
Marmacotting,New York,41.5897024,-74.4760088
Maronack,New York,40.9344348,-73.726644
Martinsburg,New York,43.7375692,-75.4696268
Martinsburgh,New York,43.7375692,-75.4696268
Martz,New York,43.0335594,-76.6297189
Massena,New York,44.9290237,-74.8929731
Mayfield,New York,43.1045171,-74.2648563
Mendon,New York,42.9976979,-77.5048696
Mentz,New York,43.0335594,-76.6297189
Mercellus,New York,42.9828438,-76.3404867
Mercillus,New York,42.9828438,-76.3404867
Meredith,New York,42.3584155,-74.9343272
Mexico,New York,43.4595138,-76.2288176
Middleburg,New York,42.598687,-74.3329156
Middleburgh,New York,42.598687,-74.3329156
Middlebury,New York,42.598687,-74.3329156
Middlefield,New York,42.6872972,-74.8398736
Middleton,New York,42.169167,-74.610556
Middletown,New York,42.169167,-74.610556
Milan,New York,41.9534255,-73.7920752
Milford,New York,42.5906322,-74.9451573
Milton,New York,42.6678489,-76.5357741
Minden,New York,42.9319435,-74.7102958
Mindon,New York,42.9976979,-77.5048696
Minerva,New York,43.7914527,-73.984302
Minisink,New York,41.3338698,-74.5346103
Mohawk,New York,43.0093769,-75.0071392
Monroe,New York,41.3203951,-74.1830199
Montgomery,New York,41.5212657,-74.2386611
Mooers,New York,44.9633714,-73.5873639
Mooers-Town,New York,44.9633714,-73.5873639
Moores,New York,44.9633714,-73.5873639
Moors Town,New York,44.9633714,-73.5873639
Moreau,New York,43.2406297,-73.6771662
Moriah,New York,44.0461658,-73.5051262
Morissiania,New York,40.8250663,-73.9109977
Morrisannia,New York,40.8250663,-73.9109977
Mount Pleasant,New York,41.1139006,-73.8066163
Mounth Pleasant,New York,41.1139006,-73.8066163
Mt. Pleasant,New York,41.1139006,-73.8066163
Munroe,New York,41.3203951,-74.1830199
Murray,New York,43.2739482,-78.0458502
N. Baltimore,New York,42.446194,-73.7886601
N. Hempstead,New York,40.8099413,-73.6771662
Nassau,New York,42.5159145,-73.6101159
Nelson,New York,42.9172892,-75.7768545
Neversink,New York,41.8448528,-74.62502
New  Utrecht,New York,40.6131601,-73.9959724
New Baltimore,New York,42.446194,-73.7886601
New Berlin,New York,42.6242404,-75.33156
New Castle,New York,41.1889606,-73.7830861
New Cornwall,New York,41.442589,-74.013898
New Eutrecht,New York,40.6131601,-73.9959724
New Hampstead,New York,41.1457088,-74.0510343
New Hempstead,New York,41.1457088,-74.0510343
New Hempsted,New York,41.1457088,-74.0510343
New Marlborough,New York,41.629384,-73.9947563
New Paltz,New York,41.749942,-74.0797377
New Platz,New York,41.749942,-74.0797377
New Rochel,New York,40.9232433,-73.7793439
New Rochell,New York,40.9232433,-73.7793439
New Rochelle,New York,40.9232433,-73.7793439
New Salem,New York,41.3350356,-73.5719051
New Town,New York,42.09618442,-76.79786682
New Utrecht,New York,40.6131601,-73.9959724
New Windsor,New York,41.4767605,-74.0237518
New York,New York,40.6642738,-73.9385004
New York City,New York,40.6642738,-73.9385004
New-Paltz,New York,41.749942,-74.0797377
New-Utrecht,New York,40.6131601,-73.9959724
Newburgh,New York,41.5032494,-74.0196402
Newport,New York,43.1859025,-75.0143244
Newton,New York,40.74291,-73.87998
Newtown,New York,42.09618442,-76.79786682
Niskayuna,New York,42.8000049,-73.8914407
Niskeuna,New York,42.8000049,-73.8914407
North Baltimore,New York,42.446194,-73.7886601
North Castle,New York,41.1119431,-73.7119571
North East,New York,41.921742,-73.5358541
North Hempstead,New York,40.8099413,-73.6771662
North Hempsted,New York,40.8099413,-73.6771662
North Marlborough,New York,41.629384,-73.9947563
North Salem,New York,41.3350356,-73.5719051
North Windsor,New York,41.47707495,-74.01952744
North-Castle,New York,41.1119431,-73.7119571
North-East,New York,41.921742,-73.5358541
North-Hempstead,New York,40.8099413,-73.6771662
Northampton,New York,43.21168198,-74.16046143
Northcastle,New York,41.1119431,-73.7119571
Northeast,New York,41.921742,-73.5358541
Northeast Town,New York,41.921742,-73.5358541
Northeastown,New York,41.921742,-73.5358541
Northfield,New York,43.0906186,-77.5149969
Northumberland,New York,43.1272972,-73.5881713
Norway,New York,43.2084024,-74.9521005
Norwich,New York,42.5333218,-75.5227584
Nundo,New York,42.5795085,-77.942503
Ogden,New York,43.1579962,-77.8138553
Olean,New York,42.0839431,-78.4351188
Onondaga,New York,42.98845089,-76.17816925
Oppenheim,New York,43.0722932,-74.6926462
Orange,New York,41.0555461,-73.9477384
Orange Town,New York,41.0555461,-73.9477384
Orangetown,New York,41.0555461,-73.9477384
Ossian,New York,42.5211777,-77.7794411
Ostego,New York,42.71608803,-74.98340607
Oswegatchie,New York,44.1828405,-75.070196
Oswego,New York,42.1045599,-76.2622269
Otego,New York,42.3973023,-75.1735017
Otisco,New York,42.8600671,-76.2179832
Otsego,New York,42.71608803,-74.98340607
Ovid,New York,42.6764593,-76.8230111
Owasco,New York,42.8550683,-76.4652146
Owego,New York,42.1045599,-76.2622269
Owesco,New York,42.8550683,-76.4652146
Oxford,New York,42.4420181,-75.5976855
Oyster Bay,New York,40.8656543,-73.5320685
Oyster-Bay,New York,40.8656543,-73.5320685
Oysterbay,New York,40.8656543,-73.5320685
Painted Post,New York,42.1620186,-77.0941366
Palatine,New York,42.9507351,-74.5697617
Palentine,New York,42.9507351,-74.5697617
Palmira,New York,43.0608641,-77.2297192
Palmyra,New York,43.0608641,-77.2297192
Paltz,New York,41.749942,-74.0797377
Paris,New York,43.0006253,-75.3137775
Parishville,New York,44.628683,-74.8138334
Parma,New York,43.27170607,-77.80380249
Patterson,New York,41.513264,-73.6048288
Paulings,New York,41.5620381,-73.6026271
Pawling,New York,41.5620381,-73.6026271
Pawlings,New York,41.5620381,-73.6026271
Pelham,New York,40.9110803,-73.8077044
Penfield,New York,43.1303407,-77.475551
Perinton,New York,43.0796634,-77.4472495
Perrysburgh,New York,42.4564497,-79.0019812
Peru,New York,44.578379,-73.5268028
Peterborough,New York,42.7508272,-73.3413948
Peterburgh,New York,42.7508272,-73.3413948
Petersborough,New York,42.7508272,-73.3413948
Petersburg,New York,42.7508272,-73.3413948
Petersburgh,New York,42.7508272,-73.3413948
Pew,New York,44.578379,-73.5268028
Pharsalia,New York,42.5828467,-75.781026
Phelps,New York,42.957564,-77.057471
Philips,New York,41.4230072,-73.9504774
Philipstown,New York,41.4230072,-73.9504774
Phillipe,New York,41.4230072,-73.9504774
Phillips,New York,41.4230072,-73.9504774
Phillipstown,New York,41.4230072,-73.9504774
Pickney,New York,43.8286579,-75.7836589
Pinckney,New York,43.8286579,-75.7836589
Pinfield,New York,43.1303407,-77.475551
Pinkney,New York,43.8286579,-75.7836589
Pittsfield,New York,42.6385757,-75.281205
Pittsford,New York,43.0906186,-77.5149969
Pittstown,New York,42.8350778,-73.485114
Plainfield,New York,42.8341831,-75.1895576
Platte Kill,New York,41.6239741,-74.0593872
Platte-Kill,New York,41.6239741,-74.0593872
Plattekill,New York,41.6239741,-74.0593872
Plattkill,New York,41.6239741,-74.0593872
Plattsburg,New York,44.6934498,-73.4559524
Plattsburgh,New York,44.6934498,-73.4559524
Pleasant Valley,New York,41.7445382,-73.8212439
Plymouth,New York,42.6170149,-75.6024065
Pomfret,New York,42.387934,-79.3578201
Pompey,New York,42.8989556,-76.0160326
Porter,New York,43.2493407,-78.9853813
Potsdam,New York,44.6692407,-74.9858951
Poughkeepsie,New York,41.6945945,-73.9198692
Pound Ridge,New York,41.208442,-73.57482
Pound-Ridge,New York,41.208442,-73.57482
Poundridge,New York,41.208442,-73.57482
Prattsburg,New York,42.526228,-77.3094674
Preble,New York,42.7353459,-76.1482602
Preston,New York,42.5339602,-75.6232418
Prince Town,New York,42.7789649,-74.0645709
Princeton,New York,42.7789649,-74.0645709
Princetown,New York,42.7789649,-74.0645709
Providence,New York,43.1060531,-74.0535126
Puetney,New York,42.5250703,-77.167196
Pulteney,New York,42.5250703,-77.167196
Pultney,New York,42.5250703,-77.167196
Queeensbury,New York,43.353627,-73.6771662
Queensborough,New York,43.353627,-73.6771662
Queensburgh,New York,43.353627,-73.6771662
Queensbury,New York,43.353627,-73.6771662
Queesbury,New York,43.353627,-73.6771662
Ramsen,New York,43.3270136,-75.1868317
Reading,New York,42.4069975,-76.9412601
Red Hook,New York,41.9950919,-73.8754114
