town,state,lat,lon
Williamsburg,Virginia,37.269293,-76.7067172
Richmond,Virginia,37.531399,-77.4760085
Williamsburg,Virginia,37.269293,-76.7067172
Petersburg,Virginia,37.2047302,-77.3923681
Williamsburg,Virginia,37.269293,-76.7067172
Williamsburg,Virginia,37.269293,-76.7067172
Petersburg,Virginia,37.2047302,-77.3923681
Richmond,Virginia,37.531399,-77.4760085
Williamsburg,Virginia,37.269293,-76.7067172
Richmond,Virginia,37.531399,-77.4760085
Richmond,Virginia,37.531399,-77.4760085
Williamsburg,Virginia,37.269293,-76.7067172
Richmond,Virginia,37.531399,-77.4760085
Richmond,Virginia,37.531399,-77.4760085
Williamsburg,Virginia,37.269293,-76.7067172
Richmond,Virginia,37.531399,-77.4760085
Richmond,Virginia,37.531399,-77.4760085
Williamsburg,Virginia,37.269293,-76.7067172
Richmond,Virginia,37.531399,-77.4760085
Richmond,Virginia,37.531399,-77.4760085
Petersburg,Virginia,37.2047302,-77.3923681
Williamsburg,Virginia,37.269293,-76.7067172
Williamsburg,Virginia,37.269293,-76.7067172
Williamsburg,Virginia,37.269293,-76.7067172
Richmond,Virginia,37.531399,-77.4760085
Richmond,Virginia,37.531399,-77.4760085
Richmond,Virginia,37.531399,-77.4760085
Richmond City,Virginia,37.531399,-77.4760085
Williamsburg,Virginia,37.269293,-76.7067172
Petersburg,Virginia,37.2047302,-77.3923681
Petersburg,Virginia,37.2047302,-77.3923681
Richmond,Virginia,37.531399,-77.4760085
Williamsburg,Virginia,37.269293,-76.7067172
Richmond,Virginia,37.531399,-77.4760085
Williamsburg,Virginia,37.269293,-76.7067172
Richmond,Virginia,37.531399,-77.4760085
Richmond,Virginia,37.531399,-77.4760085
Williamsburg,Virginia,37.269293,-76.7067172
Williamsburg,Virginia,37.269293,-76.7067172
Richmond,Virginia,37.531399,-77.4760085
Petersburg,Virginia,37.2047302,-77.3923681
Richmond,Virginia,37.531399,-77.4760085
Williamsburg,Virginia,37.269293,-76.7067172
Richmond,Virginia,37.531399,-77.4760085
Williamsburg,Virginia,37.269293,-76.7067172
Petersburg,Virginia,37.2047302,-77.3923681
Richmond,Virginia,37.531399,-77.4760085
Richmond,Virginia,37.531399,-77.4760085
Williamsburg,Virginia,37.269293,-76.7067172
Richmond,Virginia,37.531399,-77.4760085
Petersburg,Virginia,37.2047302,-77.3923681
Richmond,Virginia,37.531399,-77.4760085
Petersburg,Virginia,37.2047302,-77.3923681
Williamsburg,Virginia,37.269293,-76.7067172
Richmond,Virginia,37.531399,-77.4760085
Richmond,Virginia,37.531399,-77.4760085
Williamsburg,Virginia,37.269293,-76.7067172
Richmond,Virginia,37.531399,-77.4760085
Petersburg,Virginia,37.2047302,-77.3923681
Richmond,Virginia,37.531399,-77.4760085
Williamsburg,Virginia,37.269293,-76.7067172
Richmond,Virginia,37.531399,-77.4760085
Petersburg,Virginia,37.2047302,-77.3923681
Richmond,Virginia,37.531399,-77.4760085
Petersburg,Virginia,37.2047302,-77.3923681
Richmond,Virginia,37.531399,-77.4760085
Richmond,Virginia,37.531399,-77.4760085
Richmond,Virginia,37.531399,-77.4760085
Williamsburg,Virginia,37.269293,-76.7067172
Petersburg,Virginia,37.2047302,-77.3923681
Richmond,Virginia,37.531399,-77.4760085
Danville,Virginia,36.5833337,-79.4080707
Williamsburg,Virginia,37.269293,-76.7067172
Richmond,Virginia,37.531399,-77.4760085
Williamsburg,Virginia,37.269293,-76.7067172
Richmond,Virginia,37.531399,-77.4760085
Danville,Virginia,36.5833337,-79.4080707
Richmond City,Virginia,37.531399,-77.4760085
Richmond,Virginia,37.531399,-77.4760085
Williamsburg,Virginia,37.269293,-76.7067172
Richmond,Virginia,37.531399,-77.4760085
Williamsburg,Virginia,37.269293,-76.7067172
Richmond,Virginia,37.531399,-77.4760085
Williamsburg,Virginia,37.269293,-76.7067172
Alexandria,Virginia,38.8183429,-77.0820263
Richmond,Virginia,37.531399,-77.4760085
Alexandria,Virginia,38.8183429,-77.0820263
Alexandria,Virginia,38.8183429,-77.0820263
Alexandria,Virginia,38.8183429,-77.0820263
Richmond City,Virginia,37.531399,-77.4760085
Williamsburg,Virginia,37.269293,-76.7067172
Richmond,Virginia,37.531399,-77.4760085
Richmond,Virginia,37.531399,-77.4760085
Williamsburg,Virginia,37.269293,-76.7067172
Petersburg,Virginia,37.2047302,-77.3923681
Petersburg,Virginia,37.2047302,-77.3923681
Petersburg,Virginia,37.2047302,-77.3923681
Richmond,Virginia,37.531399,-77.4760085
Williamsburg,Virginia,37.269293,-76.7067172
Williamsburg,Virginia,37.269293,-76.7067172
Williamsburg,Virginia,37.269293,-76.7067172
Richmond,Virginia,37.531399,-77.4760085
